,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
Kostner,0.9967908103986853,0.9165557547565772,0.9839464402858005,0.9850404005787361,0.9705946553082349,0.9461493573497712,0.96492008203795,0.9277234730729292,0.92318788597275,0.9547248285663588,0.9863613144579679,0.9530706312179402,0.9299407323067309,0.9596209472130941,0.9505235186618065,0.9193829346092,0.9461983605665417,0.956220768351627,0.9801555345251391,0.9769683090132198,0.9642817492530352,0.9745017285568817,0.980474042235527,0.9974145433868367,0.988197760945257,0.9937469256506481,0.9822504731352601,0.9931745710074847,0.9549181111776086,0.981490648018012,0.9515419308090439,0.9752717099521431,0.9816670360776988,0.9411156023151878,0.9165557547565772,0.9547496459125773,0.9034853826850778,0.9678242043292375,0.9780035473264049,0.9165557547565772,0.9729204117620398,0.9261169900657596,0.9594157737923312,0.9234278019629234,0.9500453423174228,0.9619760864052599,0.9165557547565772,0.8505031447644735,0.8412617879883167,0.9392247878577967,0.872458584324536,0.9165557547565772,0.9165557547565772,0.9165557547565772,0.9731674146278753,0.9751774428014697,0.9642287761363635,0.9772023163347154,0.9588234901034469,0.900746701424231,0.9494368888471079,0.9398117520410961,0.9563414138375849,0.9178669702121252,0.953216322123323,0.9781640402104601,0.9862558578482585,0.9755091868736626,0.9759340280045321,0.9479347322734859,0.9915979513245516,0.9289467039693008,0.9865223854964513,0.9874868757524699,0.9672692381257123,0.9290141683938803,0.9966419221587864,0.9679115191954922,0.9869208688637383,0.9839274291324843,0.9547073970020973,0.9713519820500988,0.980313275908415,1.0,0.9754209299215245,0.9669132521533368,0.9165557547565772,0.9489171032759216,0.9628852767200531,0.9039033740056646,0.9533725968538376,0.8746116478915069,0.9146006865517142,0.9657649315549032,0.9165557547565772,0.9165557547565772,0.9767020864858751,0.9841528571221503,0.9165557547565772,0.9731674146278753,0.9940836123518116,0.9165557547565772,0.9573842780012906,0.9846985033812278,0.9516722086734689,0.969565751146588,0.9836461278901173,0.9709742352018955,0.9827221324708354,0.9482656166326836,0.9865810960298308,0.9852637536522361,0.9165557547565772,0.9580018980646611,0.9478827573605062,0.9801555345251391,0.9157793317712712,0.8833835120544734,0.9700314971600323,0.9814972831031484,0.9165557547565772,0.9165557547565772,0.9057216982076974,0.9536080417290548,0.9372108319155561,0.900746701424231,0.962700334907436,0.7379693741464404,0.9165557547565772,0.9165557547565772,0.9369358550575578,0.8896304459073456,0.951007376424767,0.900746701424231,0.9354009287845878,0.9664521940362196,0.9340663996861266,0.9165557547565772,0.9165557547565772,0.9301708624135063,0.9863875583532149,0.9911093665717272,0.9666074886252127,0.9893896477824943
Cicero-Douglas,0.9637716592857974,0.9506497379933944,0.9643543961968959,0.9818091833506921,0.9603874727987177,0.950237145125609,0.9582632242463683,0.9282790326193371,0.9117394977759106,0.9651107772973152,0.991842011193679,0.9335842397364573,0.904021506059817,0.947882585102214,0.940748776934625,0.9178340836027278,0.8984089069523468,0.9287138610205042,0.9510789013155995,0.9754146790316557,0.9354494134804987,0.9323507599534323,0.9819763519597002,0.9724176795050776,0.9847404538273461,0.968088120598327,0.933676950669624,0.983036635868336,0.8866426152862265,0.9869720578499689,0.9888970056624761,0.9456302066529468,0.9606755444492747,0.9023710687842892,0.9506497379933944,0.956972460752411,0.8940787446466707,0.9438202161109182,0.9544167162930938,0.9506497379933944,0.9434899681490789,0.900585529108018,0.8989431577467506,0.8998332693906743,0.9398629985210539,0.8931857290192192,0.9506497379933944,0.8367351537033855,0.8235507343594963,0.9247126803884849,0.8624156801392804,0.9506497379933944,0.9506497379933944,0.9506497379933944,0.9135623095174051,0.9885502381062652,0.9824798113902667,0.9409968987350432,0.9717587249338462,0.8349851942062644,0.9157069362031566,0.9280629776881273,0.9435908675335568,0.9090059146932615,0.9462569413147304,0.9485596175370186,0.9546478133548348,0.9774979497721523,0.9884129150386437,0.8756339405468773,0.9747866839334495,0.9320203293009712,0.985874541737849,0.9696684607373267,0.9792790345119132,0.9695759329819279,0.9608571823305289,0.9716619793651278,0.9581747003624628,0.9743806132390865,0.988102245859517,0.9442555754059683,0.9428737199184517,0.9754209299215245,1.0,0.9603672935157213,0.9506497379933944,0.863691239402844,0.9729823140603797,0.8890348692570083,0.954280427800231,0.8706784530891997,0.9048852224026905,0.9785852318036421,0.9506497379933944,0.9506497379933944,0.9841621639575344,0.9562291165903835,0.9506497379933944,0.9135623095174051,0.9703828216026699,0.9506497379933944,0.951835432387717,0.9965331863900581,0.9431289786338295,0.9404553900966619,0.9959602584868746,0.976642375212092,0.9840068387106539,0.8847483250118312,0.9740509170539934,0.9418733488815078,0.9506497379933944,0.9559961804679713,0.9532409560584154,0.9510789013155995,0.9260003374266441,0.8746621634835777,0.9817100871296074,0.9974872070125342,0.9506497379933944,0.9506497379933944,0.944931197614121,0.9456791543031255,0.9337529281898443,0.8349851942062644,0.9660416103649769,0.7198456575974279,0.9506497379933944,0.9506497379933944,0.9118801326828215,0.8830101008919715,0.9194454277171912,0.8349851942062644,0.9276604212521279,0.9548597649553764,0.9150763138611191,0.9506497379933944,0.9506497379933944,0.9104775857289025,0.991490947944596,0.990615387442454,0.9235628639579755,0.9611841948794243
Morgan,0.9543927496432418,0.8806423056319389,0.9685175837717518,0.9742210769401166,0.9909286134609252,0.9890469014000257,0.9961853117496682,0.9692241863008316,0.9513398250650322,0.9731214292115158,0.9842215621284172,0.9778712264060606,0.9420987532528068,0.9748673627240138,0.9875437398718794,0.967037797467998,0.9532919498796386,0.9635624561176335,0.9772281325588523,0.9873049126218899,0.9716459280547148,0.9631944881535682,0.982849496217824,0.9523039731353823,0.9712845723677952,0.9421008473785096,0.9599487811365729,0.9824841179603743,0.8951595924304154,0.9514243737759878,0.9179233353853976,0.92410504424425,0.965892944047925,0.9550309365865851,0.8806423056319389,0.9655292020910291,0.9384024929630704,0.9758391343238642,0.976308624091193,0.8806423056319389,0.9587191655999671,0.9268566893237776,0.9121970718567299,0.9160063368042664,0.9783960753520988,0.9294223109476705,0.8806423056319389,0.8534020081008735,0.8437431481663014,0.9670639297478691,0.9536843994068128,0.8806423056319389,0.8806423056319389,0.8806423056319389,0.9461960309258677,0.9806419763494051,0.962745312754919,0.9650398621570865,0.9441881822302304,0.8938564873420635,0.9595478961317576,0.9414863100164057,0.9577232833780712,0.9327461367294811,0.9854198677569752,0.9769865899644635,0.9450820375265483,0.9674401584945315,0.9765006192951563,0.8860700024135875,0.9856326839465571,0.9568778209057183,0.9549475728212666,0.9635728005831941,0.9542319679017846,0.8899673194061917,0.9657046545789801,0.9753894550918374,0.9694846601039542,0.9715418095997362,0.9276967236103557,0.9388056584585084,0.9311884686477514,0.9669132521533368,0.9603672935157213,1.0,0.8806423056319389,0.8971588269334008,0.9858283195116646,0.9387565380569213,0.9844984367541575,0.9351120333192033,0.9283722346565054,0.9571428238352291,0.8806423056319389,0.8806423056319389,0.9589657019234947,0.9600638626834528,0.8806423056319389,0.9461960309258677,0.9736015831802951,0.8806423056319389,0.937829418944559,0.9716236338876022,0.9874278901563648,0.9603609615938683,0.9684083023530868,0.9737918816299954,0.9798314907071215,0.9228820517285978,0.9687832643123196,0.9441956907070124,0.8806423056319389,0.9893921143714421,0.9765850288424129,0.9772281325588523,0.9325199465021132,0.9612623266336571,0.9602941419946807,0.9712269410644625,0.8806423056319389,0.8806423056319389,0.8696106568180517,0.9764789899839659,0.9698570927607436,0.8938564873420635,0.984497176818281,0.767874932812312,0.8806423056319389,0.8806423056319389,0.9313447471883203,0.8953855044278525,0.9764124181786142,0.8938564873420635,0.9805312225264939,0.9979171763687287,0.9766617645721898,0.8806423056319389,0.8806423056319389,0.9509016688894707,0.9561723576787314,0.9638021553361894,0.904418416724905,0.9782487598467384
Oakton-Skokie,0.9091941788502169,1.0,0.8909492670369319,0.9566101472022314,0.8957467102991814,0.8960552303393321,0.9003790006032696,0.8567218038170985,0.8368876593387663,0.8952332544090698,0.9342045644666264,0.8565120698579335,0.8294283385265281,0.8580610041216715,0.8768965230632594,0.8547234295573468,0.8237030404755622,0.8662072001516927,0.8706761040580514,0.9104532692265946,0.8664269538303618,0.850997381828071,0.9248053754310468,0.9249598565002685,0.9072785745248316,0.9031292509644763,0.8872123973475148,0.9129973823403268,0.8125303881391497,0.9257812125703779,0.9452144409954678,0.878204704412737,0.8967019891906953,0.8089447008630063,1.0,0.8886662313321935,0.8142617303213627,0.8557613009961832,0.8871650136370672,1.0,0.8639276797648137,0.8264798895886554,0.809142386420873,0.821046715133327,0.8724026964365416,0.8458670255033015,1.0,0.7711374519762403,0.7512148295635546,0.8506983991408403,0.7749956611325882,1.0,1.0,1.0,0.84033457358083,0.9203973640388478,0.8857984385558321,0.869502075387735,0.862032602609784,0.7691457239990565,0.8411374361921776,0.8552007129597514,0.8753776045237023,0.829981013754916,0.8886593289325652,0.8757929765730462,0.8674730188716129,0.9322619168368108,0.9278038780698715,0.7813820475315245,0.8943001694083867,0.8630402939708524,0.9170807201383449,0.8963722048553658,0.8806266818615719,0.8907655927182273,0.8948607965193248,0.9443887696665851,0.8874212282661864,0.8968240449088031,0.9392155742104049,0.8577158321332222,0.8532890846946946,0.9165557547565772,0.9506497379933944,0.8806423056319389,1.0,0.7938209169600275,0.9102652657127304,0.806855731361538,0.8836147337885345,0.7760982894630193,0.8350584725798679,0.904946699510153,1.0,1.0,0.898977940131587,0.9003185079412616,1.0,0.84033457358083,0.8917975573483895,1.0,0.8490657681907382,0.9395589559124823,0.8822994170176918,0.8363611002410811,0.9579904398380397,0.9166235171682202,0.9350266248406912,0.7926690183301456,0.8831662235763422,0.8770976876995183,1.0,0.8967375286726357,0.9014520633422951,0.8706761040580514,0.8641982913809864,0.789881804812811,0.8903682183872151,0.9530130794894013,1.0,1.0,0.8395869673070636,0.8720976114696369,0.8652998621403606,0.7691457239990565,0.8906345507014403,0.6372023246886008,1.0,1.0,0.8327301952607942,0.8231972759300116,0.8460842549323159,0.7691457239990565,0.8600901282724437,0.8842700793804893,0.8636209012897992,1.0,1.0,0.8325630724060867,0.924294628728433,0.9232034806918973,0.8342518656609877,0.9142804614219061
Cermak-McCormick Place,0.9519779722020746,0.7938209169600275,0.9338249211300659,0.9051766427075025,0.9004034237449869,0.8562773558367762,0.8919978084597573,0.8602124582434104,0.8744164725938659,0.8696322309780432,0.8987847355371565,0.9013556028284854,0.9008654891283223,0.906425574455943,0.8924848771290873,0.854313511435097,0.9505860318294928,0.9246852345448187,0.930105040804869,0.8913559716693419,0.9089281024399677,0.9460877864629283,0.8936738821846497,0.9499996738651975,0.9058044437948155,0.9494467505914249,0.9711246102178314,0.9283955680872388,0.9820366425473808,0.8958304566151502,0.8259978162103192,0.941158608289719,0.9318878380676134,0.9134503031352659,0.7938209169600275,0.8776270994831441,0.852429070340483,0.9359294596150952,0.9300642259909068,0.7938209169600275,0.9329640596535609,0.8957647376081751,0.974263874595451,0.8843966736758383,0.8945797642099519,0.9826130238007416,0.7938209169600275,0.8071698341303525,0.8066284390087775,0.8915243062218917,0.8290321212026164,0.7938209169600275,0.7938209169600275,0.7938209169600275,0.9644623061651075,0.8767091118552264,0.8658155640719928,0.9599634063131531,0.8706908979652671,0.8911229585077503,0.8976619672912448,0.8864657623356971,0.8945890955689962,0.8592944380049127,0.8915666769084262,0.9435697246874586,0.9567977961249994,0.8941695352338255,0.885496532702034,0.9834936735234726,0.9290303767032727,0.8588453278000189,0.9110957374598397,0.93860008489578,0.8767512729449339,0.8049548680327802,0.9662269193981544,0.8731433681005926,0.9480003039881825,0.9159638594055479,0.8284877371392971,0.9362308224707953,0.9588870869434234,0.9489171032759216,0.863691239402844,0.8971588269334008,0.7938209169600275,1.0,0.8620747089767642,0.8611133238431601,0.8742785556272561,0.8223685030431122,0.862721075633,0.8768128361193426,0.7938209169600275,0.7938209169600275,0.8918402542704881,0.9428207184817564,0.7938209169600275,0.9644623061651075,0.9502965333174694,0.7938209169600275,0.8926856776391626,0.8894792359243574,0.8911039718309621,0.940543659321161,0.8849156626940401,0.8706477674120674,0.8987176940788494,0.9789830667175441,0.92414880828373,0.9702770100016042,0.7938209169600275,0.8726111793987442,0.8491524803898477,0.930105040804869,0.8326055897500805,0.835165659769248,0.8812778641898591,0.8792215253936907,0.7938209169600275,0.7938209169600275,0.7845772199056672,0.8941104910310186,0.8718523524148268,0.8911229585077503,0.8682556068007178,0.7193581719930905,0.7938209169600275,0.7938209169600275,0.8992625764343808,0.8313089214741666,0.9032550359361047,0.8911229585077503,0.8757309805545052,0.9030078911504206,0.8715586388247232,0.7938209169600275,0.7938209169600275,0.8898860610968443,0.9002994760974524,0.9141044310848924,0.9578689082998629,0.948633437301292
Washington/Wabash,0.9569847008755019,0.9102652657127304,0.9524254383226057,0.9781407776535352,0.9871854958301649,0.991712097620147,0.9883638191397314,0.9421063884319572,0.9176363096425069,0.9597970173470716,0.9837067575135767,0.9609473323947786,0.9050355808097624,0.9468181305213831,0.9610613314366095,0.9394309204651886,0.9052078624502717,0.9326381317347437,0.9748410395864353,0.9955365612180408,0.9792911318900611,0.9520252010795512,0.9872623650217331,0.9463548405904224,0.9792287208842307,0.9341222061241643,0.9381328566076994,0.9751904659110529,0.8652897570759411,0.9599900527665677,0.9448620735352711,0.9091073646636364,0.953550337368028,0.9354123136884238,0.9102652657127304,0.9571784708238221,0.9056445272150743,0.937017779898954,0.9629965145415191,0.9102652657127304,0.9442075060933184,0.8968597203008616,0.8794671652227825,0.89472132266125,0.9501186107823736,0.8998766132185675,0.9102652657127304,0.8334072076228298,0.819439377827463,0.9350191291973933,0.904133126547221,0.9102652657127304,0.9102652657127304,0.9102652657127304,0.9412356951541955,0.9847279425971872,0.9612095959801215,0.9283264446128051,0.9393240693806648,0.9051849057998607,0.9698160543131248,0.9234529621811561,0.9480282435178812,0.9132818627464644,0.9607459313522425,0.9517580394184394,0.9250368697177869,0.9648249562937153,0.9698387288745917,0.8516413459823304,0.9816296479091563,0.9354423899491692,0.9553033308815791,0.9443500705082241,0.9516659430276975,0.9100707904485248,0.9492312890340756,0.991075104379834,0.9548392202239853,0.969078134160209,0.9604368556124326,0.9204008867719972,0.9142060682601104,0.9628852767200531,0.9729823140603797,0.9858283195116646,0.9102652657127304,0.8620747089767642,1.0,0.9065939266962276,0.9779442338569241,0.8929509849662833,0.9007103754426302,0.9517257526169075,0.9102652657127304,0.9102652657127304,0.9545187795377882,0.9463726305468031,0.9102652657127304,0.9412356951541955,0.9566516536240898,0.9102652657127304,0.9247964282659196,0.9755154732401853,0.9630778117585954,0.9284100146709767,0.979876264563046,0.995486336986698,0.9808902343318127,0.8738532759109284,0.9601053199456877,0.9209917257154854,0.9102652657127304,0.9952747012690908,0.9947031300605965,0.9748410395864353,0.9244686578722932,0.916541256719719,0.9592687731239634,0.9818650782342526,0.9102652657127304,0.9102652657127304,0.8892689552707161,0.9528852774256084,0.9466076719987512,0.9051849057998607,0.997702393159339,0.7296220946108884,0.9102652657127304,0.9102652657127304,0.9099643518678843,0.8789125101256878,0.973154860651218,0.9051849057998607,0.9531923902478646,0.9844154150048241,0.975326941720607,0.9102652657127304,0.9102652657127304,0.9184528418647732,0.9590843532668147,0.9620055114450811,0.8789395591894914,0.9615327265355111
Chicago/State,0.8911454296563184,0.806855731361538,0.9586892043547084,0.9062125212640835,0.9550427560280971,0.9208905324797404,0.9350675638159788,0.9877274675870246,0.9945220795676719,0.9731388481719722,0.9298479721704732,0.9823447874079786,0.9906427542969253,0.9797117761297276,0.9702330153728422,0.9848848028466047,0.960335446825026,0.9823475734412138,0.9367108850380409,0.9307386157177534,0.914360740743089,0.9467770675363057,0.9422745564372292,0.8956727287528289,0.9141074662995808,0.8867936251160418,0.9282048075129353,0.9282142647914003,0.8994111782477751,0.9118353896696192,0.8520841116766231,0.9241308504767598,0.962664202827282,0.9708737703796433,0.806855731361538,0.9795940625757367,0.9965085635010964,0.9335905360104937,0.9689617979430805,0.806855731361538,0.9643623856255894,0.9892910774155456,0.9160060792929474,0.9779033708102263,0.9826794499899069,0.9146033211633575,0.806855731361538,0.9673759498193643,0.9654147872034172,0.9909582148038172,0.9509846006414586,0.806855731361538,0.806855731361538,0.806855731361538,0.8860656470722569,0.9389612360733711,0.9233169944390904,0.9289851634393191,0.8985485228671306,0.8172970393321661,0.892649644865816,0.9875318055013502,0.9773560254976318,0.9889679578367563,0.9695713611155989,0.9674200338971526,0.8970345301524393,0.9533006787381639,0.9428414843498379,0.8671417059394128,0.9296607305883066,0.9917108389050505,0.9115163164479931,0.9400642809347179,0.9180804976887179,0.814300036925992,0.907066102589717,0.8968599318059811,0.9557398318204662,0.9502864709059564,0.8559040364111167,0.9477282048521481,0.8975205046521508,0.9039033740056646,0.8890348692570083,0.9387565380569213,0.806855731361538,0.8611133238431601,0.9065939266962276,1.0,0.9729218183630987,0.9886942923919848,0.9908146542572953,0.9494034180225115,0.806855731361538,0.806855731361538,0.9262921284791511,0.9530467266777496,0.806855731361538,0.8860656470722569,0.9183450683205535,0.806855731361538,0.9428358514683776,0.9190033549034219,0.9697988646779067,0.9529029641955291,0.9046362677500623,0.8899604319768701,0.9435331090095734,0.8914955917672623,0.9358891853392471,0.9273569424403251,0.806855731361538,0.9216797320648641,0.9054843664516704,0.9367108850380409,0.9819691389724307,0.9573994518428333,0.9270869397949852,0.9059203593636357,0.806855731361538,0.806855731361538,0.7919701010953821,0.9866853669266491,0.9889415500364934,0.8172970393321661,0.8971433063752683,0.9322150045789288,0.806855731361538,0.806855731361538,0.9824834749428537,0.978899457086941,0.9291751380897122,0.8172970393321661,0.9794713530114226,0.9272046105662315,0.8928243459748576,0.806855731361538,0.806855731361538,0.9944847073293029,0.9076750761025555,0.9059902634053766,0.859467722079251,0.9340798674791221
Grand/State,0.9440568858811187,0.8836147337885345,0.9760266089092917,0.9656024441418404,0.9951121456286529,0.9815425060777886,0.9853448079994694,0.9873471876008247,0.9761644021977444,0.9898932917707834,0.979934528223988,0.9941005312979107,0.966102180005655,0.9833465704316119,0.987952462001235,0.9850340149874439,0.9487019906335231,0.97731541264903,0.9774942805397372,0.9873844062291537,0.9697274288572832,0.9696674722955989,0.9891808030423358,0.9405039315048301,0.9687958265422971,0.9285661445993394,0.9521871414984058,0.9726762933095497,0.8960842296676087,0.9580593193782584,0.9216506059852394,0.9347210450842486,0.9793821276536236,0.9732973807214716,0.8836147337885345,0.9919436298850532,0.9711193385319491,0.952530834232974,0.9877660591806005,0.8836147337885345,0.974641890138229,0.9613618872897152,0.9117587470118123,0.9554135343534863,0.9880495735263648,0.9240110315995607,0.8836147337885345,0.9184658364965492,0.9087945532521109,0.9836234941681808,0.9468885377350996,0.8836147337885345,0.8836147337885345,0.8836147337885345,0.9320324299051337,0.9860596670216446,0.9640759279352669,0.9455515892499718,0.938339803535225,0.8802852509800442,0.953558408522363,0.9763613041255966,0.985430823054533,0.9723013944789344,0.9877644264504416,0.9794844952501471,0.9274175060857516,0.9830024281220573,0.9794145659435323,0.8710896255580112,0.9769313623182434,0.986021580789334,0.9541640372460795,0.96146683834869,0.9557375578909361,0.8821030432635477,0.9464167774354978,0.9690911829358266,0.9755279747588412,0.9817232745352965,0.9319583205696121,0.9521494947731477,0.921943576144265,0.9533725968538376,0.954280427800231,0.9844984367541575,0.8836147337885345,0.8742785556272561,0.9779442338569241,0.9729218183630987,1.0,0.959889598616161,0.9657775127632241,0.973028893686211,0.8836147337885345,0.8836147337885345,0.9614950588592909,0.9704672273869456,0.8836147337885345,0.9320324299051337,0.9561353891100355,0.8836147337885345,0.9531238502922096,0.970307877655219,0.9891138518853752,0.9576084615170346,0.9660825513527785,0.9667788324278421,0.9863401103832947,0.8947733727529699,0.9682163306950385,0.9416346759908326,0.8836147337885345,0.9832776950687498,0.976031791995626,0.9774942805397372,0.9771185681586744,0.9572125955730774,0.9646092443298165,0.9676887589464728,0.8836147337885345,0.8836147337885345,0.8589609601355044,0.9916090860358484,0.9904445568136546,0.8802852509800442,0.97093644108302,0.841323793858455,0.8836147337885345,0.8836147337885345,0.9656596886786527,0.9498167678645624,0.9739858153530554,0.8802852509800442,0.9889148412795425,0.9777461854848397,0.9574145606847599,0.8836147337885345,0.8836147337885345,0.9761108465536484,0.9548052584894025,0.9546238466865942,0.8828563912618508,0.9685634271716439
Sedgwick,0.8550189938554581,0.7760982894630193,0.9350231685120177,0.8827721955765772,0.9379636016188317,0.9149605249283711,0.9267830997513166,0.9874111054861022,0.9882848310006348,0.9644372260888407,0.9130746357652609,0.9666190815059329,0.9766696382328498,0.971234128563492,0.9672188988625166,0.9853618717168028,0.9457239647554584,0.9636640402716674,0.9113264074224425,0.9108928132886775,0.8873310719841232,0.9170681539165961,0.922096846414495,0.8632278277875269,0.8898768559234781,0.8548025925371616,0.8965303212575629,0.9060087243667267,0.855326173659026,0.8786384333676966,0.8232732260548218,0.8881337682914604,0.9341293533217432,0.9498611589834262,0.7760982894630193,0.9599936453878176,0.991889539611176,0.928623787393234,0.9440484545316411,0.7760982894630193,0.9365214341341396,0.9649754215124805,0.881577294638554,0.9515246933133398,0.9765602130935677,0.8783766493586778,0.7760982894630193,0.9371055283901704,0.9344819451853058,0.9841347738343293,0.9729344075847263,0.7760982894630193,0.7760982894630193,0.7760982894630193,0.8491100587113999,0.9239160995056706,0.9124130132631297,0.913082883367228,0.884907760318022,0.7810772913123362,0.867049582446649,0.9618784152589074,0.9539435398919258,0.9726547991979829,0.9647451534638134,0.9481490554427883,0.8700814971982339,0.9303030274005456,0.9295572289438975,0.829482602475486,0.9090295501323846,0.9813380265383181,0.881855207176022,0.9177441752980328,0.9029685634982516,0.7941600473112291,0.8803425903869219,0.8762978120581983,0.9257520981434588,0.9230419622910596,0.8261999466403809,0.9155908071075569,0.8621994180777348,0.8746116478915069,0.8706784530891997,0.9351120333192033,0.7760982894630193,0.8223685030431122,0.8929509849662833,0.9886942923919848,0.959889598616161,1.0,0.9765591893543992,0.9306929834979175,0.7760982894630193,0.7760982894630193,0.9080971124733741,0.9224943749554697,0.7760982894630193,0.8491100587113999,0.8964308601707572,0.7760982894630193,0.922196268657775,0.8995190599476454,0.9656672065651262,0.9373623623319947,0.8804120577615686,0.8691938823001824,0.9224114625907719,0.8696805534879185,0.914188737314252,0.8947216584806756,0.7760982894630193,0.9100597991791639,0.890509403461439,0.9113264074224425,0.9631650877802723,0.9761039758722732,0.9069649906905919,0.884705328442235,0.7760982894630193,0.7760982894630193,0.7748683599084217,0.9761145142262588,0.9827529260794745,0.7810772913123362,0.8848444861246852,0.9121099284646624,0.7760982894630193,0.7760982894630193,0.955520063760471,0.9544920066847804,0.9106826376238373,0.7810772913123362,0.9787656531571594,0.9202852999257574,0.8835130115770928,0.7760982894630193,0.7760982894630193,0.9831708715407169,0.8832584671791311,0.8822098591680391,0.8292976902381416,0.9108926153898662
Rockwell,0.9027638622265733,0.8350584725798679,0.9694593927503058,0.9150442511618021,0.9491945931767082,0.909389306001285,0.926191409840026,0.9837705267616518,0.9949664087082356,0.9798505970742653,0.9379237287328309,0.9752640723746718,0.9942430305968378,0.9811645104316492,0.9624329312771535,0.9779473202049958,0.9538482029189241,0.9831812197471076,0.9353099178413932,0.9288525804681307,0.9053838006179116,0.9474825138422632,0.948619743820453,0.9121241355723408,0.9235323638971837,0.9048128399777859,0.9304869567788021,0.9309542774982671,0.911323430116729,0.9235750299190121,0.8722985090879746,0.9475745619195504,0.9720850352029771,0.9643962849513171,0.8350584725798679,0.9840519589462802,0.9953831715854685,0.93052295948121,0.9712204344454851,0.8350584725798679,0.9727008177840332,0.994832567286915,0.9283652638359552,0.9910641672496519,0.9802353871240698,0.9186904742301713,0.8350584725798679,0.978471549973472,0.973827287637062,0.9888885368533986,0.9242253768293632,0.8350584725798679,0.8350584725798679,0.8350584725798679,0.881761429121964,0.9467624223711203,0.9340596494526561,0.9318469959940259,0.9095775356185917,0.8025788185237187,0.8816573181333076,0.9928340443704673,0.9860170452495493,0.9962718534556387,0.9650402928639243,0.9698257079877036,0.9076755440590045,0.9677417027786109,0.9541450237902531,0.8770222786912438,0.931743619414472,0.991597859867428,0.9237404303869441,0.9534588720360451,0.9318677428810461,0.8380740540640986,0.9144880397736793,0.8987673913672242,0.9601332899506778,0.9565069639403508,0.8714594596312188,0.9603990325997828,0.9069038548885111,0.9146006865517142,0.9048852224026905,0.9283722346565054,0.8350584725798679,0.862721075633,0.9007103754426302,0.9908146542572953,0.9657775127632241,0.9765591893543992,1.0,0.9644159210953959,0.8350584725798679,0.8350584725798679,0.9419664660795395,0.9659597752523545,0.8350584725798679,0.881761429121964,0.9229357966175206,0.8350584725798679,0.958970589783564,0.9329926164818112,0.9629391736345793,0.9573987204709813,0.9168746208971718,0.8917165566108914,0.952966069112575,0.8871749067585987,0.9458322302350032,0.9413774130255711,0.8350584725798679,0.9126585028688429,0.8989271687671612,0.9353099178413932,0.9900210343151574,0.9325054846288867,0.9341801807327231,0.9168368662058858,0.8350584725798679,0.8350584725798679,0.8124748575980281,0.9851540790550782,0.9876686247640869,0.8025788185237187,0.8903997578975629,0.9242008215016477,0.8350584725798679,0.8350584725798679,0.9912313503072476,0.992509704155637,0.9152015183379073,0.8025788185237187,0.9699533951055007,0.9136858596933082,0.8737906662481193,0.8350584725798679,0.8350584725798679,0.9953822805071053,0.9262832853609545,0.919185010909842,0.8770036692376777,0.9384925848245323
