Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total
1500000US170312105022,Block Group 2; Census Tract 2105.02; Cook County; Illinois,1374,487
1500000US170312105023,Block Group 3; Census Tract 2105.02; Cook County; Illinois,1407,660
1500000US170312106011,Block Group 1; Census Tract 2106.01; Cook County; Illinois,851,365
1500000US170312106012,Block Group 2; Census Tract 2106.01; Cook County; Illinois,437,142
1500000US170312106013,Block Group 3; Census Tract 2106.01; Cook County; Illinois,1318,351
1500000US170312106021,Block Group 1; Census Tract 2106.02; Cook County; Illinois,1232,353
1500000US170312106022,Block Group 2; Census Tract 2106.02; Cook County; Illinois,974,334
1500000US170312106023,Block Group 3; Census Tract 2106.02; Cook County; Illinois,2027,605
1500000US170312107001,Block Group 1; Census Tract 2107; Cook County; Illinois,408,212
1500000US170312107002,Block Group 2; Census Tract 2107; Cook County; Illinois,1464,632
1500000US170312107003,Block Group 3; Census Tract 2107; Cook County; Illinois,1798,323
1500000US170312108001,Block Group 1; Census Tract 2108; Cook County; Illinois,1063,170
1500000US170312109001,Block Group 1; Census Tract 2109; Cook County; Illinois,2162,363
1500000US170312109002,Block Group 2; Census Tract 2109; Cook County; Illinois,776,249
1500000US170312203001,Block Group 1; Census Tract 2203; Cook County; Illinois,1229,196
1500000US170312203002,Block Group 2; Census Tract 2203; Cook County; Illinois,895,325
1500000US170312204001,Block Group 1; Census Tract 2204; Cook County; Illinois,915,237
1500000US170312204002,Block Group 2; Census Tract 2204; Cook County; Illinois,1707,422
1500000US170312205001,Block Group 1; Census Tract 2205; Cook County; Illinois,1075,324
1500000US170312205002,Block Group 2; Census Tract 2205; Cook County; Illinois,1037,328
1500000US170312205003,Block Group 3; Census Tract 2205; Cook County; Illinois,843,197
1500000US170312206011,Block Group 1; Census Tract 2206.01; Cook County; Illinois,909,247
1500000US170312206012,Block Group 2; Census Tract 2206.01; Cook County; Illinois,775,149
1500000US170312206021,Block Group 1; Census Tract 2206.02; Cook County; Illinois,1277,477
1500000US170312206022,Block Group 2; Census Tract 2206.02; Cook County; Illinois,1303,347
1500000US170312206023,Block Group 3; Census Tract 2206.02; Cook County; Illinois,789,493
1500000US170312206024,Block Group 4; Census Tract 2206.02; Cook County; Illinois,1045,261
1500000US170312207011,Block Group 1; Census Tract 2207.01; Cook County; Illinois,686,275
1500000US170312207012,Block Group 2; Census Tract 2207.01; Cook County; Illinois,579,330
1500000US170312207013,Block Group 3; Census Tract 2207.01; Cook County; Illinois,1607,392
1500000US170312207021,Block Group 1; Census Tract 2207.02; Cook County; Illinois,1238,347
1500000US170312207022,Block Group 2; Census Tract 2207.02; Cook County; Illinois,1011,430
1500000US170312207023,Block Group 3; Census Tract 2207.02; Cook County; Illinois,792,333
1500000US170312207024,Block Group 4; Census Tract 2207.02; Cook County; Illinois,784,295
1500000US170312209011,Block Group 1; Census Tract 2209.01; Cook County; Illinois,1033,406
1500000US170312209012,Block Group 2; Census Tract 2209.01; Cook County; Illinois,759,313
1500000US170312209013,Block Group 3; Census Tract 2209.01; Cook County; Illinois,1066,351
1500000US170312209021,Block Group 1; Census Tract 2209.02; Cook County; Illinois,1263,487
1500000US170312209022,Block Group 2; Census Tract 2209.02; Cook County; Illinois,1891,340
1500000US170312210001,Block Group 1; Census Tract 2210; Cook County; Illinois,993,265
1500000US170312210002,Block Group 2; Census Tract 2210; Cook County; Illinois,1548,486
1500000US170312211001,Block Group 1; Census Tract 2211; Cook County; Illinois,1780,395
1500000US170312211002,Block Group 2; Census Tract 2211; Cook County; Illinois,1343,352
1500000US170312211003,Block Group 3; Census Tract 2211; Cook County; Illinois,1251,418
1500000US170312212001,Block Group 1; Census Tract 2212; Cook County; Illinois,1695,497
1500000US170312212002,Block Group 2; Census Tract 2212; Cook County; Illinois,1473,352
1500000US170312213001,Block Group 1; Census Tract 2213; Cook County; Illinois,1301,346
1500000US170312213002,Block Group 2; Census Tract 2213; Cook County; Illinois,1255,345
1500000US170312213003,Block Group 3; Census Tract 2213; Cook County; Illinois,356,151
1500000US170312214001,Block Group 1; Census Tract 2214; Cook County; Illinois,806,221
1500000US170312214002,Block Group 2; Census Tract 2214; Cook County; Illinois,976,234
1500000US170312214003,Block Group 3; Census Tract 2214; Cook County; Illinois,1223,413
1500000US170312215001,Block Group 1; Census Tract 2215; Cook County; Illinois,1478,489
1500000US170312215002,Block Group 2; Census Tract 2215; Cook County; Illinois,1399,303
1500000US170312216001,Block Group 1; Census Tract 2216; Cook County; Illinois,1757,402
1500000US170312216002,Block Group 2; Census Tract 2216; Cook County; Illinois,1435,333
1500000US170312222001,Block Group 1; Census Tract 2222; Cook County; Illinois,1044,208
1500000US170312222002,Block Group 2; Census Tract 2222; Cook County; Illinois,1139,261
1500000US170312225001,Block Group 1; Census Tract 2225; Cook County; Illinois,1374,280
1500000US170312226001,Block Group 1; Census Tract 2226; Cook County; Illinois,1552,210
1500000US170312227001,Block Group 1; Census Tract 2227; Cook County; Illinois,571,165
1500000US170312227002,Block Group 2; Census Tract 2227; Cook County; Illinois,1549,428
1500000US170312228001,Block Group 1; Census Tract 2228; Cook County; Illinois,951,252
1500000US170312229001,Block Group 1; Census Tract 2229; Cook County; Illinois,1056,260
1500000US170312301001,Block Group 1; Census Tract 2301; Cook County; Illinois,1484,273
1500000US170312302001,Block Group 1; Census Tract 2302; Cook County; Illinois,1897,373
1500000US170312303001,Block Group 1; Census Tract 2303; Cook County; Illinois,1002,295
1500000US170312304001,Block Group 1; Census Tract 2304; Cook County; Illinois,968,279
1500000US170312304002,Block Group 2; Census Tract 2304; Cook County; Illinois,1238,428
1500000US170312305001,Block Group 1; Census Tract 2305; Cook County; Illinois,2638,723
1500000US170312305002,Block Group 2; Census Tract 2305; Cook County; Illinois,701,419
1500000US170312306001,Block Group 1; Census Tract 2306; Cook County; Illinois,839,963
1500000US170312306002,Block Group 2; Census Tract 2306; Cook County; Illinois,583,449
1500000US170312306003,Block Group 3; Census Tract 2306; Cook County; Illinois,825,587
1500000US170312306004,Block Group 4; Census Tract 2306; Cook County; Illinois,766,554
1500000US170312306005,Block Group 5; Census Tract 2306; Cook County; Illinois,2990,2155
1500000US170312306006,Block Group 6; Census Tract 2306; Cook County; Illinois,2310,800
1500000US170312307001,Block Group 1; Census Tract 2307; Cook County; Illinois,2211,1212
1500000US170312307002,Block Group 2; Census Tract 2307; Cook County; Illinois,701,548
1500000US170312307003,Block Group 3; Census Tract 2307; Cook County; Illinois,1267,796
1500000US170312307004,Block Group 4; Census Tract 2307; Cook County; Illinois,1841,732
1500000US170312308001,Block Group 1; Census Tract 2308; Cook County; Illinois,1082,280
1500000US170312309001,Block Group 1; Census Tract 2309; Cook County; Illinois,1532,591
1500000US170312309002,Block Group 2; Census Tract 2309; Cook County; Illinois,2430,463
1500000US170312309003,Block Group 3; Census Tract 2309; Cook County; Illinois,888,477
1500000US170312311001,Block Group 1; Census Tract 2311; Cook County; Illinois,1505,284
1500000US170312312001,Block Group 1; Census Tract 2312; Cook County; Illinois,1396,884
1500000US170312312002,Block Group 2; Census Tract 2312; Cook County; Illinois,1017,444
1500000US170312312003,Block Group 3; Census Tract 2312; Cook County; Illinois,983,455
1500000US170312312004,Block Group 4; Census Tract 2312; Cook County; Illinois,703,513
1500000US170312312005,Block Group 5; Census Tract 2312; Cook County; Illinois,1602,924
1500000US170312315001,Block Group 1; Census Tract 2315; Cook County; Illinois,1092,739
1500000US170312315002,Block Group 2; Census Tract 2315; Cook County; Illinois,496,405
1500000US170312315003,Block Group 3; Census Tract 2315; Cook County; Illinois,1461,752
1500000US170312315004,Block Group 4; Census Tract 2315; Cook County; Illinois,989,687
1500000US170312315005,Block Group 5; Census Tract 2315; Cook County; Illinois,2145,814
1500000US170312402001,Block Group 1; Census Tract 2402; Cook County; Illinois,1914,428
1500000US170312403001,Block Group 1; Census Tract 2403; Cook County; Illinois,1290,170
1500000US170312405001,Block Group 1; Census Tract 2405; Cook County; Illinois,2487,342
1500000US170312406001,Block Group 1; Census Tract 2406; Cook County; Illinois,1814,213
1500000US170312407001,Block Group 1; Census Tract 2407; Cook County; Illinois,1578,218
1500000US170312408001,Block Group 1; Census Tract 2408; Cook County; Illinois,646,189
1500000US170312408002,Block Group 2; Census Tract 2408; Cook County; Illinois,927,200
1500000US170312409001,Block Group 1; Census Tract 2409; Cook County; Illinois,1112,202
1500000US170312410001,Block Group 1; Census Tract 2410; Cook County; Illinois,836,183
1500000US170312410002,Block Group 2; Census Tract 2410; Cook County; Illinois,974,179
1500000US170312411001,Block Group 1; Census Tract 2411; Cook County; Illinois,1511,398
1500000US170312411002,Block Group 2; Census Tract 2411; Cook County; Illinois,1944,367
1500000US170312412001,Block Group 1; Census Tract 2412; Cook County; Illinois,888,146
1500000US170312412002,Block Group 2; Census Tract 2412; Cook County; Illinois,796,254
1500000US170312413001,Block Group 1; Census Tract 2413; Cook County; Illinois,1909,205
1500000US170312414001,Block Group 1; Census Tract 2414; Cook County; Illinois,1962,736
1500000US170312414002,Block Group 2; Census Tract 2414; Cook County; Illinois,747,350
1500000US170312414003,Block Group 3; Census Tract 2414; Cook County; Illinois,1847,505
1500000US170312414004,Block Group 4; Census Tract 2414; Cook County; Illinois,1341,480
1500000US170312415001,Block Group 1; Census Tract 2415; Cook County; Illinois,1356,285
1500000US170312415002,Block Group 2; Census Tract 2415; Cook County; Illinois,612,201
1500000US170312415003,Block Group 3; Census Tract 2415; Cook County; Illinois,722,224
1500000US170312416001,Block Group 1; Census Tract 2416; Cook County; Illinois,1439,298
1500000US170312416002,Block Group 2; Census Tract 2416; Cook County; Illinois,2069,474
1500000US170312420001,Block Group 1; Census Tract 2420; Cook County; Illinois,1060,346
1500000US170312420002,Block Group 2; Census Tract 2420; Cook County; Illinois,2325,535
1500000US170312420003,Block Group 3; Census Tract 2420; Cook County; Illinois,1155,306
1500000US170312421001,Block Group 1; Census Tract 2421; Cook County; Illinois,1328,478
1500000US170312421002,Block Group 2; Census Tract 2421; Cook County; Illinois,880,279
1500000US170312421003,Block Group 3; Census Tract 2421; Cook County; Illinois,1617,335
1500000US170312422001,Block Group 1; Census Tract 2422; Cook County; Illinois,1897,421
1500000US170312422002,Block Group 2; Census Tract 2422; Cook County; Illinois,2173,479
1500000US170312423001,Block Group 1; Census Tract 2423; Cook County; Illinois,1420,352
1500000US170312423002,Block Group 2; Census Tract 2423; Cook County; Illinois,1766,350
1500000US170312424001,Block Group 1; Census Tract 2424; Cook County; Illinois,1259,300
1500000US170312424002,Block Group 2; Census Tract 2424; Cook County; Illinois,1924,403
1500000US170312425001,Block Group 1; Census Tract 2425; Cook County; Illinois,1638,454
1500000US170312425002,Block Group 2; Census Tract 2425; Cook County; Illinois,1695,349
1500000US170312426001,Block Group 1; Census Tract 2426; Cook County; Illinois,1557,444
1500000US170312426002,Block Group 2; Census Tract 2426; Cook County; Illinois,1496,600
1500000US170312426003,Block Group 3; Census Tract 2426; Cook County; Illinois,1479,418
1500000US170312426004,Block Group 4; Census Tract 2426; Cook County; Illinois,819,357
1500000US170312427001,Block Group 1; Census Tract 2427; Cook County; Illinois,1918,297
1500000US170312428001,Block Group 1; Census Tract 2428; Cook County; Illinois,1492,179
1500000US170312429001,Block Group 1; Census Tract 2429; Cook County; Illinois,1512,363
1500000US170312429002,Block Group 2; Census Tract 2429; Cook County; Illinois,394,110
1500000US170312430001,Block Group 1; Census Tract 2430; Cook County; Illinois,1014,393
1500000US170312430002,Block Group 2; Census Tract 2430; Cook County; Illinois,1239,224
1500000US170312431001,Block Group 1; Census Tract 2431; Cook County; Illinois,1128,365
1500000US170312431002,Block Group 2; Census Tract 2431; Cook County; Illinois,1014,282
1500000US170312432001,Block Group 1; Census Tract 2432; Cook County; Illinois,1369,383
1500000US170312432002,Block Group 2; Census Tract 2432; Cook County; Illinois,995,266
1500000US170312433001,Block Group 1; Census Tract 2433; Cook County; Illinois,850,218
1500000US170312433002,Block Group 2; Census Tract 2433; Cook County; Illinois,1364,247
1500000US170312434001,Block Group 1; Census Tract 2434; Cook County; Illinois,1341,335
1500000US170312434002,Block Group 2; Census Tract 2434; Cook County; Illinois,614,309
1500000US170312434003,Block Group 3; Census Tract 2434; Cook County; Illinois,1048,339
1500000US170312435001,Block Group 1; Census Tract 2435; Cook County; Illinois,1544,650
1500000US170312435002,Block Group 2; Census Tract 2435; Cook County; Illinois,3006,407
1500000US170312502001,Block Group 1; Census Tract 2502; Cook County; Illinois,1163,322
1500000US170312502002,Block Group 2; Census Tract 2502; Cook County; Illinois,1460,536
1500000US170312503001,Block Group 1; Census Tract 2503; Cook County; Illinois,1260,520
1500000US170312503002,Block Group 2; Census Tract 2503; Cook County; Illinois,1273,742
1500000US170312503003,Block Group 3; Census Tract 2503; Cook County; Illinois,1832,570
1500000US170312503004,Block Group 4; Census Tract 2503; Cook County; Illinois,517,457
1500000US170312504001,Block Group 1; Census Tract 2504; Cook County; Illinois,239,281
1500000US170312504002,Block Group 2; Census Tract 2504; Cook County; Illinois,1626,573
1500000US170312504003,Block Group 3; Census Tract 2504; Cook County; Illinois,885,508
1500000US170312504004,Block Group 4; Census Tract 2504; Cook County; Illinois,1029,604
1500000US170312504005,Block Group 5; Census Tract 2504; Cook County; Illinois,1793,613
1500000US170312505001,Block Group 1; Census Tract 2505; Cook County; Illinois,1116,375
1500000US170312505002,Block Group 2; Census Tract 2505; Cook County; Illinois,852,345
1500000US170312505003,Block Group 3; Census Tract 2505; Cook County; Illinois,945,478
1500000US170312505004,Block Group 4; Census Tract 2505; Cook County; Illinois,1324,539
1500000US170312505005,Block Group 5; Census Tract 2505; Cook County; Illinois,1304,580
1500000US170312505006,Block Group 6; Census Tract 2505; Cook County; Illinois,584,294
1500000US170312505007,Block Group 7; Census Tract 2505; Cook County; Illinois,1394,781
1500000US170312506001,Block Group 1; Census Tract 2506; Cook County; Illinois,1179,421
1500000US170312506002,Block Group 2; Census Tract 2506; Cook County; Illinois,847,363
1500000US170312506003,Block Group 3; Census Tract 2506; Cook County; Illinois,1036,494
1500000US170312506004,Block Group 4; Census Tract 2506; Cook County; Illinois,1236,460
1500000US170312507001,Block Group 1; Census Tract 2507; Cook County; Illinois,992,603
1500000US170312507002,Block Group 2; Census Tract 2507; Cook County; Illinois,1058,651
1500000US170312507003,Block Group 3; Census Tract 2507; Cook County; Illinois,1207,869
1500000US170312507004,Block Group 4; Census Tract 2507; Cook County; Illinois,2138,909
1500000US170312507005,Block Group 5; Census Tract 2507; Cook County; Illinois,831,615
1500000US170312508001,Block Group 1; Census Tract 2508; Cook County; Illinois,1378,461
1500000US170312508002,Block Group 2; Census Tract 2508; Cook County; Illinois,1332,302
1500000US170312510001,Block Group 1; Census Tract 2510; Cook County; Illinois,1317,348
1500000US170312511001,Block Group 1; Census Tract 2511; Cook County; Illinois,979,512
1500000US170312511002,Block Group 2; Census Tract 2511; Cook County; Illinois,634,359
1500000US170312511003,Block Group 3; Census Tract 2511; Cook County; Illinois,1229,506
1500000US170312511004,Block Group 4; Census Tract 2511; Cook County; Illinois,1650,841
1500000US170312512001,Block Group 1; Census Tract 2512; Cook County; Illinois,426,304
1500000US170312512002,Block Group 2; Census Tract 2512; Cook County; Illinois,647,316
1500000US170312512003,Block Group 3; Census Tract 2512; Cook County; Illinois,788,482
1500000US170312512004,Block Group 4; Census Tract 2512; Cook County; Illinois,2391,1234
1500000US170312513001,Block Group 1; Census Tract 2513; Cook County; Illinois,728,327
1500000US170312513002,Block Group 2; Census Tract 2513; Cook County; Illinois,943,468
1500000US170312513003,Block Group 3; Census Tract 2513; Cook County; Illinois,559,262
1500000US170312513004,Block Group 4; Census Tract 2513; Cook County; Illinois,1168,581
1500000US170312513005,Block Group 5; Census Tract 2513; Cook County; Illinois,1240,356
1500000US170312514001,Block Group 1; Census Tract 2514; Cook County; Illinois,425,397
1500000US170312514002,Block Group 2; Census Tract 2514; Cook County; Illinois,394,312
1500000US170312514003,Block Group 3; Census Tract 2514; Cook County; Illinois,1033,247
1500000US170312514004,Block Group 4; Census Tract 2514; Cook County; Illinois,1417,441
1500000US170312515001,Block Group 1; Census Tract 2515; Cook County; Illinois,419,310
1500000US170312515002,Block Group 2; Census Tract 2515; Cook County; Illinois,1163,461
1500000US170312515003,Block Group 3; Census Tract 2515; Cook County; Illinois,530,375
1500000US170312515004,Block Group 4; Census Tract 2515; Cook County; Illinois,2414,1272
1500000US170312516001,Block Group 1; Census Tract 2516; Cook County; Illinois,2119,886
1500000US170312516002,Block Group 2; Census Tract 2516; Cook County; Illinois,856,542
1500000US170312516003,Block Group 3; Census Tract 2516; Cook County; Illinois,1443,1032
1500000US170312517001,Block Group 1; Census Tract 2517; Cook County; Illinois,1188,337
1500000US170312518001,Block Group 1; Census Tract 2518; Cook County; Illinois,1192,514
1500000US170312518002,Block Group 2; Census Tract 2518; Cook County; Illinois,1070,678
1500000US170312518003,Block Group 3; Census Tract 2518; Cook County; Illinois,1372,660
1500000US170312518004,Block Group 4; Census Tract 2518; Cook County; Illinois,937,837
1500000US170312518005,Block Group 5; Census Tract 2518; Cook County; Illinois,1070,628
1500000US170312519001,Block Group 1; Census Tract 2519; Cook County; Illinois,703,474
1500000US170312519002,Block Group 2; Census Tract 2519; Cook County; Illinois,1310,636
1500000US170312519003,Block Group 3; Census Tract 2519; Cook County; Illinois,1385,448
1500000US170312519004,Block Group 4; Census Tract 2519; Cook County; Illinois,1957,793
1500000US170312520001,Block Group 1; Census Tract 2520; Cook County; Illinois,491,329
1500000US170312520002,Block Group 2; Census Tract 2520; Cook County; Illinois,2241,845
1500000US170312520003,Block Group 3; Census Tract 2520; Cook County; Illinois,1428,742
1500000US170312520004,Block Group 4; Census Tract 2520; Cook County; Illinois,1627,838
1500000US170312521011,Block Group 1; Census Tract 2521.01; Cook County; Illinois,1624,370
1500000US170312521021,Block Group 1; Census Tract 2521.02; Cook County; Illinois,1384,614
1500000US170312521022,Block Group 2; Census Tract 2521.02; Cook County; Illinois,2086,1079
1500000US170312521023,Block Group 3; Census Tract 2521.02; Cook County; Illinois,1257,669
1500000US170312521024,Block Group 4; Census Tract 2521.02; Cook County; Illinois,1396,627
1500000US170312522011,Block Group 1; Census Tract 2522.01; Cook County; Illinois,381,157
1500000US170312522012,Block Group 2; Census Tract 2522.01; Cook County; Illinois,1244,495
1500000US170312522013,Block Group 3; Census Tract 2522.01; Cook County; Illinois,1570,456
1500000US170312522021,Block Group 1; Census Tract 2522.02; Cook County; Illinois,630,304
1500000US170312522022,Block Group 2; Census Tract 2522.02; Cook County; Illinois,1276,559
1500000US170312522023,Block Group 3; Census Tract 2522.02; Cook County; Illinois,768,377
1500000US170312522024,Block Group 4; Census Tract 2522.02; Cook County; Illinois,485,365
1500000US170312522025,Block Group 5; Census Tract 2522.02; Cook County; Illinois,1713,909
1500000US170312601001,Block Group 1; Census Tract 2601; Cook County; Illinois,1145,342
1500000US170312602001,Block Group 1; Census Tract 2602; Cook County; Illinois,1274,381
1500000US170312603001,Block Group 1; Census Tract 2603; Cook County; Illinois,1615,862
1500000US170312604001,Block Group 1; Census Tract 2604; Cook County; Illinois,1573,288
1500000US170312605001,Block Group 1; Census Tract 2605; Cook County; Illinois,1594,370
1500000US170312606001,Block Group 1; Census Tract 2606; Cook County; Illinois,1048,461
1500000US170312606002,Block Group 2; Census Tract 2606; Cook County; Illinois,1067,337
1500000US170312607001,Block Group 1; Census Tract 2607; Cook County; Illinois,169,150
1500000US170312607002,Block Group 2; Census Tract 2607; Cook County; Illinois,1047,411
1500000US170312608001,Block Group 1; Census Tract 2608; Cook County; Illinois,864,446
1500000US170312608002,Block Group 2; Census Tract 2608; Cook County; Illinois,918,488
1500000US170312609001,Block Group 1; Census Tract 2609; Cook County; Illinois,885,285
1500000US170312609002,Block Group 2; Census Tract 2609; Cook County; Illinois,277,159
1500000US170312610001,Block Group 1; Census Tract 2610; Cook County; Illinois,1178,563
1500000US170312610002,Block Group 2; Census Tract 2610; Cook County; Illinois,965,331
1500000US170312705001,Block Group 1; Census Tract 2705; Cook County; Illinois,1411,261
1500000US170312712001,Block Group 1; Census Tract 2712; Cook County; Illinois,1351,366
1500000US170312713001,Block Group 1; Census Tract 2713; Cook County; Illinois,880,245
1500000US170312714001,Block Group 1; Census Tract 2714; Cook County; Illinois,1499,273
1500000US170312715001,Block Group 1; Census Tract 2715; Cook County; Illinois,1515,299
1500000US170312718001,Block Group 1; Census Tract 2718; Cook County; Illinois,793,258
1500000US170312801001,Block Group 1; Census Tract 2801; Cook County; Illinois,1794,402
1500000US170312801002,Block Group 2; Census Tract 2801; Cook County; Illinois,4439,716
1500000US170312801003,Block Group 3; Census Tract 2801; Cook County; Illinois,1634,349
1500000US170312804001,Block Group 1; Census Tract 2804; Cook County; Illinois,1268,206
1500000US170312808001,Block Group 1; Census Tract 2808; Cook County; Illinois,1036,160
1500000US170312809001,Block Group 1; Census Tract 2809; Cook County; Illinois,1173,424
1500000US170312819001,Block Group 1; Census Tract 2819; Cook County; Illinois,3644,814
1500000US170312819002,Block Group 2; Census Tract 2819; Cook County; Illinois,1485,479
1500000US170312819003,Block Group 3; Census Tract 2819; Cook County; Illinois,1580,376
1500000US170312827001,Block Group 1; Census Tract 2827; Cook County; Illinois,1104,324
1500000US170312827002,Block Group 2; Census Tract 2827; Cook County; Illinois,1117,226
1500000US170312828001,Block Group 1; Census Tract 2828; Cook County; Illinois,1669,536
1500000US170312831001,Block Group 1; Census Tract 2831; Cook County; Illinois,1245,420
1500000US170312831002,Block Group 2; Census Tract 2831; Cook County; Illinois,1439,302
1500000US170312832001,Block Group 1; Census Tract 2832; Cook County; Illinois,1799,295
1500000US170312838001,Block Group 1; Census Tract 2838; Cook County; Illinois,828,428
1500000US170312838002,Block Group 2; Census Tract 2838; Cook County; Illinois,2745,477
1500000US170312909001,Block Group 1; Census Tract 2909; Cook County; Illinois,597,445
1500000US170312909002,Block Group 2; Census Tract 2909; Cook County; Illinois,1551,635
1500000US170312909003,Block Group 3; Census Tract 2909; Cook County; Illinois,882,462
1500000US170312909004,Block Group 4; Census Tract 2909; Cook County; Illinois,1237,594
1500000US170312912001,Block Group 1; Census Tract 2912; Cook County; Illinois,881,326
1500000US170312912002,Block Group 2; Census Tract 2912; Cook County; Illinois,651,361
1500000US170312916001,Block Group 1; Census Tract 2916; Cook County; Illinois,1482,941
1500000US170312922001,Block Group 1; Census Tract 2922; Cook County; Illinois,929,557
1500000US170312922002,Block Group 2; Census Tract 2922; Cook County; Illinois,758,316
1500000US170312922003,Block Group 3; Census Tract 2922; Cook County; Illinois,801,348
1500000US170312924001,Block Group 1; Census Tract 2924; Cook County; Illinois,571,270
1500000US170312924002,Block Group 2; Census Tract 2924; Cook County; Illinois,1216,558
1500000US170312925001,Block Group 1; Census Tract 2925; Cook County; Illinois,798,489
1500000US170312925002,Block Group 2; Census Tract 2925; Cook County; Illinois,1251,727
1500000US170312925003,Block Group 3; Census Tract 2925; Cook County; Illinois,1401,470
1500000US170313005001,Block Group 1; Census Tract 3005; Cook County; Illinois,1110,480
1500000US170313005002,Block Group 2; Census Tract 3005; Cook County; Illinois,2357,644
1500000US170313006001,Block Group 1; Census Tract 3006; Cook County; Illinois,875,423
1500000US170313006002,Block Group 2; Census Tract 3006; Cook County; Illinois,2031,921
1500000US170313007001,Block Group 1; Census Tract 3007; Cook County; Illinois,2279,848
1500000US170313007002,Block Group 2; Census Tract 3007; Cook County; Illinois,1727,868
1500000US170313007003,Block Group 3; Census Tract 3007; Cook County; Illinois,793,430
1500000US170313008001,Block Group 1; Census Tract 3008; Cook County; Illinois,1799,787
1500000US170313008002,Block Group 2; Census Tract 3008; Cook County; Illinois,2378,915
1500000US170313009001,Block Group 1; Census Tract 3009; Cook County; Illinois,1201,780
1500000US170313009002,Block Group 2; Census Tract 3009; Cook County; Illinois,1565,586
1500000US170313009003,Block Group 3; Census Tract 3009; Cook County; Illinois,939,775
1500000US170313011001,Block Group 1; Census Tract 3011; Cook County; Illinois,1182,381
1500000US170313011002,Block Group 2; Census Tract 3011; Cook County; Illinois,1272,519
1500000US170313012001,Block Group 1; Census Tract 3012; Cook County; Illinois,1300,689
1500000US170313012002,Block Group 2; Census Tract 3012; Cook County; Illinois,1924,1024
1500000US170313012003,Block Group 3; Census Tract 3012; Cook County; Illinois,1653,688
1500000US170313016001,Block Group 1; Census Tract 3016; Cook County; Illinois,1630,699
1500000US170313016002,Block Group 2; Census Tract 3016; Cook County; Illinois,1851,557
1500000US170313017011,Block Group 1; Census Tract 3017.01; Cook County; Illinois,1287,600
1500000US170313017012,Block Group 2; Census Tract 3017.01; Cook County; Illinois,1851,904
1500000US170313017013,Block Group 3; Census Tract 3017.01; Cook County; Illinois,1029,368
1500000US170313017021,Block Group 1; Census Tract 3017.02; Cook County; Illinois,1809,742
1500000US170313017022,Block Group 2; Census Tract 3017.02; Cook County; Illinois,1409,752
1500000US170313017023,Block Group 3; Census Tract 3017.02; Cook County; Illinois,1104,471
1500000US170313018011,Block Group 1; Census Tract 3018.01; Cook County; Illinois,2104,1421
1500000US170313018012,Block Group 2; Census Tract 3018.01; Cook County; Illinois,2255,700
1500000US170313018021,Block Group 1; Census Tract 3018.02; Cook County; Illinois,415,280
1500000US170313018022,Block Group 2; Census Tract 3018.02; Cook County; Illinois,1094,468
1500000US170313018023,Block Group 3; Census Tract 3018.02; Cook County; Illinois,982,385
1500000US170313018031,Block Group 1; Census Tract 3018.03; Cook County; Illinois,929,390
1500000US170313018032,Block Group 2; Census Tract 3018.03; Cook County; Illinois,1531,528
1500000US170313018033,Block Group 3; Census Tract 3018.03; Cook County; Illinois,804,318
1500000US170313102001,Block Group 1; Census Tract 3102; Cook County; Illinois,796,208
1500000US170313102002,Block Group 2; Census Tract 3102; Cook County; Illinois,876,245
1500000US170313103001,Block Group 1; Census Tract 3103; Cook County; Illinois,1748,352
1500000US170313104001,Block Group 1; Census Tract 3104; Cook County; Illinois,1462,299
1500000US170313105001,Block Group 1; Census Tract 3105; Cook County; Illinois,1645,499
1500000US170313106001,Block Group 1; Census Tract 3106; Cook County; Illinois,2920,780
1500000US170313106002,Block Group 2; Census Tract 3106; Cook County; Illinois,496,245
1500000US170313106003,Block Group 3; Census Tract 3106; Cook County; Illinois,1720,645
1500000US170313107001,Block Group 1; Census Tract 3107; Cook County; Illinois,1448,360
1500000US170313108001,Block Group 1; Census Tract 3108; Cook County; Illinois,1111,422
1500000US170313108002,Block Group 2; Census Tract 3108; Cook County; Illinois,940,377
1500000US170313108003,Block Group 3; Census Tract 3108; Cook County; Illinois,2243,688
1500000US170313109001,Block Group 1; Census Tract 3109; Cook County; Illinois,1454,497
1500000US170313109002,Block Group 2; Census Tract 3109; Cook County; Illinois,1850,617
1500000US170313109003,Block Group 3; Census Tract 3109; Cook County; Illinois,1766,647
1500000US170313201011,Block Group 1; Census Tract 3201.01; Cook County; Illinois,3451,1180
1500000US170313201012,Block Group 2; Census Tract 3201.01; Cook County; Illinois,0,12
1500000US170313201013,Block Group 3; Census Tract 3201.01; Cook County; Illinois,3261,1079
1500000US170313201014,Block Group 4; Census Tract 3201.01; Cook County; Illinois,2496,872
1500000US170313201021,Block Group 1; Census Tract 3201.02; Cook County; Illinois,4315,425
1500000US170313201022,Block Group 2; Census Tract 3201.02; Cook County; Illinois,1015,434
1500000US170313204001,Block Group 1; Census Tract 3204; Cook County; Illinois,3253,280
1500000US170313206001,Block Group 1; Census Tract 3206; Cook County; Illinois,2373,467
1500000US170313206002,Block Group 2; Census Tract 3206; Cook County; Illinois,3691,568
1500000US170313301011,Block Group 1; Census Tract 3301.01; Cook County; Illinois,2456,1083
1500000US170313301012,Block Group 2; Census Tract 3301.01; Cook County; Illinois,2604,750
