,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Cicero-Congress,0.11299006565252773,0.5219815736193729,0.6437092976794925,0.37177151521291024,0.2740413919764913,0.28809633754725605,0.30761370788322856,0.3519280746645724,0.3604256495843423,0.3108829200163896,0.2273432911467314,0.24473792855282492,0.18113292940545336,0.192537819206674,0.21970838622261127,0.22326913555806455,0.1713673386523546,0.17954086462695942,0.2466331825782749,0.23136838576169094,0.2318520010650189,0.2345307367669986,0.1933311502637635,0.0677688940982957,0.08328870880503414,0.17701952213914587,0.21003414321228883,0.23712047839976116,0.10197171560137051,0.1111718235119088,0.13941574334306306,0.16096807760812357,0.15475707043681025,0.23170634707181362,0.07310003007342267,0.20329420195553569,0.26032594950974686,0.09335721234192847,0.04204717628663318,0.07519910439640509,0.5920200288678911,0.08580956961828855,0.21955991042067277,0.1998168602321369,0.061622160211186404,0.10303626034702713,0.10818403745758763,0.21191575345735697,0.23745086047733793,0.0633537093437203,0.04981256251529637,0.05450959926649794,0.23739559151034545,0.16522093088458054,0.17707902316970822,0.25802197549968064,0.782077677437621,0.23835089731983145,0.25222070687570514,0.13690494623524516,0.194846215528003,0.19789842902051788,0.19852942891001937,0.4148714856141458,0.49568778439887173,0.6773478264721979,1.0,0.236162113816516,0.34692106049416443,0.10546958532895455,0.1442356262694869,0.24573996576491222,0.2960062002320058,0.32684085618973074,0.2828240183238234,0.38167392023885666,0.40747545259116125,0.45311870819758726,0.6232629495169313,0.6775631800832107,0.719773074334847,0.7229763234174011,0.3107369296924378,0.07819973720136625,0.22435690500633482,0.22812890643032754,0.22339676431608663,0.2276109485516297,0.23410237408836249,0.18620410584026453,0.7837389049131896,0.564425090202975,0.46687705247850225,0.2984401843254587,0.6157119192819356,0.41078231436562335,0.23347611790803757,0.13724921243733984,0.5834106139917219,0.7532107003658369,0.5285882637557979,0.3596752303507975,0.27555584414741846,0.13431083132663882,0.2630389922628828,0.3481327515762656,0.39394825775516257,0.5051875218117222,0.5666358224503206,0.7002307437929057,0.3077759311837784,0.27667993381313055,0.24687791554760893,0.1544389662215087,0.25309169037290263,0.6960990292502207,0.7166251390294832,0.0386247480267762,0.044941654455632064,0.6601129062656038,0.1735284676543745,0.18588924004413604,0.2401112627960916,0.2389976985008751,0.2234346973263778,0.03376863025702814,0.06725893003542129,0.07768290862075225,0.11905423919942194,0.246836442104949,0.2507921842144237,0.21078591418112702,0.22938923911316778,0.23406917422955464,0.09840180672845585,0.46896450893609015,0.332517429646522,0.05641967815678312,0.12778566856932116,0.15193811426893952
Library,0.04370728836476236,0.12927248872018507,0.16443631762843383,0.6084716577705204,0.8016045704505532,0.7152795560067636,0.6321400792204637,0.443735606797066,0.32464232636209783,0.23549988168664332,0.13668626852021787,0.7110871862518624,0.1922916558768589,0.17795700911263243,0.27535695945255034,0.2953019067485727,0.201854284467768,0.2202673144950528,0.9575100504607506,0.8644864097623488,0.8778436241043788,0.9530116572746373,0.10564086525442316,0.09702375931611436,0.12432168154725493,0.3336788770334474,0.47048583128535687,0.6756520063132709,0.19878230694737473,0.20140186183698086,0.19696527137112296,0.187699677967953,0.3257542921228607,0.8539571952501057,0.02320207396223215,0.33926587347538506,0.5416553607972927,0.12421686050840648,0.04665784959364789,0.09014950526777156,0.37996347349117104,0.10911011557044357,0.37917906726127315,0.47430034503970614,0.07022985875899124,0.1406452690397906,0.14864443109764944,0.35987512128917387,0.4276453137568384,0.04625721810717568,0.055251313294321244,0.06122120370118359,0.9010407293654866,0.36696711959407424,0.4018438821163747,0.17122273735690938,0.23614583130561556,0.9378402812276057,0.9283057602250772,0.19511087144166717,0.16069231102848358,0.16975469341505683,0.24597777414170424,0.5691033390996657,0.47611454124361485,0.15998730794541705,0.236162113816516,1.0,0.2678111269521165,0.16714334283782262,0.2897570138331529,0.1338690986487684,0.21877698015927366,0.46331570129628596,0.5757713239949779,0.5522740379117308,0.49930839255272746,0.452127047039989,0.32223806311406245,0.2883862441785925,0.25944918817666673,0.2230199371679565,0.7208121452413736,0.05706514450726059,0.6752126459230112,0.89857334507769,0.7220361925489018,0.7841188091702525,0.5662502790724889,0.18630653666053584,0.3009402119436699,0.13345321540035476,0.110546770163106,0.17602443861812384,0.3833891647328502,0.09733913741837273,0.9384432250784464,0.05950508805071608,0.1463351407613055,0.20796163370370113,0.4289671443584682,0.37753964394266537,0.19941935900761687,0.2586259424862168,0.25286197920865094,0.36328897488538503,0.5965098434437287,0.40603097024230056,0.35966303116929327,0.194752432414683,0.7672296539344816,0.8530386880772352,0.9525804470917116,0.2265986113424963,0.47508957160644183,0.1824304643538564,0.2996452797499802,0.04230744938547715,0.049820531708844214,0.3343501863144363,0.2701651302372345,0.3001407818475782,0.861415292916726,0.9754083281711282,0.6396176454914899,0.036002171320064724,0.0773880175260596,0.09587461510802758,0.16585581200434,0.8097484282641243,0.8886893308057857,0.30558310526243415,0.951091265431013,0.9783841220461145,0.03531104806316041,0.11521308867516412,0.5262209839559122,0.07831726470414845,0.20422354297503856,0.2609597111096242
Logan Square,0.16056015770612336,0.2825735444121705,0.3436261567222282,0.4093207165727352,0.3340913787601314,0.3741455518806801,0.4234471499360185,0.6035075174551353,0.82493492840965,0.8639495918809814,0.5074601585142305,0.3514606038488562,0.5218354184124878,0.5454630421024306,0.6039381529277426,0.5960183725958342,0.49278460705743543,0.5123898431361202,0.27642592435156926,0.29233654378202045,0.28962132581299205,0.257741944759577,0.39364124234773706,0.03455440330803654,0.043784516989211396,0.11226292217589239,0.15166207702708942,0.2055704527558494,0.06276803632652539,0.06597269467001932,0.07371449842599656,0.07847569907058789,0.10302142146143665,0.23698698540632887,0.08109666527196761,0.49729948494280923,0.45140777220085637,0.2690692195527953,0.11752650042689176,0.2152177830567556,0.4729036505493523,0.24711219170816165,0.5047669134052815,0.14811783893792496,0.17443338161148883,0.2964375214405231,0.31084828123174374,0.5025462197179976,0.5018331075881295,0.1529984135509644,0.13967157351665221,0.15350388833064654,0.28944849383344584,0.11443065476221959,0.12534201875423556,0.6318370893085047,0.43182690647420485,0.2819894979240271,0.2874246639610701,0.38771256612983873,0.5314927371349467,0.5492021869858333,0.5592620935787939,0.3723416242192971,0.3958046747848287,0.27718909003604997,0.34692106049416443,0.2678111269521165,1.0,0.05797146715414456,0.0927467028938773,0.09198499429093769,0.12658477047915964,0.20565099194585976,0.2112980297756551,0.27830387030336207,0.2717884784711837,0.2796224704623075,0.28635171862271847,0.2821429418241997,0.27567078089271824,0.2566901407274947,0.36574605736925947,0.19010908246119573,0.19835498158333045,0.2805781538669566,0.3232581179995285,0.30944468671740344,0.40264052991950355,0.534259669429195,0.3890924565231181,0.24771128659793934,0.21751433458730024,0.11664104936817905,0.4017570171999899,0.19761269955826316,0.27763155177730214,0.22127268609106696,0.31326197361620595,0.40456341000505025,0.4652822274405475,0.7093342963889425,0.7273930317362354,0.08372180470145614,0.12460540322111617,0.18521581210417282,0.3423034702704649,0.28513971428344265,0.28753788313929124,0.24295428936782137,0.31643974083205545,0.295132817031102,0.2724232953570397,0.4294511923170954,0.4898740063857551,0.3713984392050575,0.4680224514913861,0.10748222010630462,0.12574638604898267,0.47464812444058935,0.4632402790033548,0.47904263380087003,0.30126980664828223,0.2742896368134048,0.35336577709179945,0.09313225402973714,0.1910293764686977,0.22306330099840577,0.34074053200867754,0.32063836520435934,0.3004271629204988,0.5490239165412434,0.26993616661442704,0.2698899718162462,0.12792031043969823,0.25601069709763297,0.5087467082787241,0.028131073440993137,0.07152583832087274,0.08982923527263656
69th,0.012092812508087128,0.057995526915797825,0.0685536000971147,0.13632126947528506,0.1431902789127651,0.1298068102762967,0.11818595071757458,0.08936001950057587,0.06869846898638304,0.05008986960720084,0.030265661281924483,0.12006507839365983,0.03504343681575971,0.033690570974455436,0.04952495478263232,0.05273984183632039,0.035869793535912214,0.03899516715225599,0.16708098265857355,0.1445157377412098,0.14675167024903715,0.1752573764631629,0.024102209808051913,0.5804756055617225,0.7437937062964893,0.4992653036402871,0.3545263474326941,0.24671947489600046,0.7297068429478402,0.7933342809633587,0.7518612029765132,0.6061797870951451,0.5073725224733154,0.19552289799422654,0.007770752289735991,0.058156094853222214,0.09419427040312658,0.02108195474213494,0.00798782064999382,0.01542457075736523,0.11622715448524633,0.01858009940128295,0.06525617687963366,0.3522915695874175,0.012054703659255027,0.023862389067419547,0.025235186628819878,0.06181375075998693,0.07401665162239537,0.008900721579538484,0.009485853370452517,0.010507188197898828,0.1507270749436539,0.45069800847526015,0.41379129375840984,0.03697746208523494,0.08743360238665508,0.15696654503592022,0.16183241058325176,0.03325263390608578,0.03142644266100681,0.032871683079260486,0.04385400993813078,0.15495573540334914,0.1455410392843849,0.08098097003690463,0.10546958532895455,0.16714334283782262,0.05797146715414456,1.0,0.5694996874027415,0.24276683433559137,0.3212838214769076,0.28162739023758676,0.26630664077430943,0.20818040374496094,0.21256635122324685,0.2028087333431883,0.1672981206309752,0.15565845510036333,0.14477625285330117,0.13306925576342657,0.1410609633172678,0.011054532438039655,0.2474414069967147,0.15066796709819502,0.1206888101071442,0.131069775642656,0.09569090316931173,0.034488843311909365,0.11881494383582862,0.06963537523636763,0.05923673495146636,0.2663717174432606,0.13428524911900083,0.05309772704167727,0.156919347768424,0.015217687258691492,0.06329133638645834,0.08018729596473952,0.12279676666855155,0.07801485157079407,0.04218550700980837,0.6367820840473415,0.39255465051136273,0.29708916089644394,0.16796793119458286,0.1917122320245637,0.17893339737075498,0.12007130696296264,0.16696151029619774,0.16931896753986855,0.17066239062313504,0.03869898800400301,0.08279076539910696,0.07345340059429663,0.10164077022246085,0.007248541195056433,0.008539432031028181,0.10836842851670175,0.04612637968707435,0.05127148967720949,0.1444009480606745,0.1636268407722097,0.10700637549528891,0.006183524907467628,0.013288496194682139,0.016351019291001124,0.028195989140670594,0.13670367891891605,0.15158216760877824,0.053478818018993846,0.16016681393565305,0.16376872385795324,0.010402052414925367,0.05333730125753311,0.10225334156279926,0.4685586722480777,0.8102034336217308,0.6372195467160418
51st,0.017596561219520232,0.07627552128281462,0.09284624745151293,0.22408783829986778,0.2447837184432889,0.22061288260413356,0.1991911707723417,0.14706613882764494,0.11097542289923432,0.08026746762664451,0.047581652555599575,0.20700024151391275,0.05846880355266787,0.055522166080112845,0.08317007547729234,0.08880537604411223,0.06036689639994419,0.06573870746672328,0.28857700530084873,0.2507600084779699,0.25463122280426254,0.3039803387068604,0.037453059196005195,0.3321434821275374,0.4250290127615941,0.81407669401611,0.6051261415805396,0.4247643016141293,0.6761319668016735,0.6950702039956194,0.6105006110891017,0.5082273355037606,0.8892700699619525,0.33928351050597155,0.01061560279427173,0.09937512377154929,0.16065063620740966,0.03612736962974943,0.013614297737818913,0.026312189350103335,0.1767724135718005,0.0317787595506625,0.11139085145134008,0.6089769309122409,0.02052582803290879,0.04090388952013382,0.043244689851832344,0.10556656585960916,0.12618072924054916,0.014484632738939112,0.016146301912017026,0.0178894908210154,0.26111323974313555,0.7890514633249828,0.7210317536390883,0.05871374612669272,0.12410777772864638,0.2718844442208164,0.2789515062905836,0.05689017521085597,0.05125078826077238,0.05378968253439893,0.07379800304746324,0.24875627241172193,0.22634307633790482,0.10474901656900797,0.1442356262694869,0.2897570138331529,0.0927467028938773,0.5694996874027415,1.0,0.22424192276752336,0.3468640770672387,0.4305691833552103,0.43875672771397695,0.3289982639845861,0.32719900443650785,0.3039321496045944,0.23136085023956032,0.21044469340943078,0.19187341736366825,0.1710230959321044,0.23768265531864113,0.01796404272859697,0.4289364420720306,0.2617707241471905,0.20947433464258527,0.22746488559610661,0.16475459416736013,0.057247874795576525,0.16986430279504672,0.08845131886576943,0.07401069386223938,0.27065364285032534,0.2004525619432093,0.06564449939730478,0.2722365293969522,0.022734390157597272,0.0844793474793013,0.11197336873265716,0.19050450844221278,0.12716092803690382,0.06750384732962611,0.8922821539826218,0.445064378030243,0.4109771390378263,0.27083004385335807,0.27955001634616167,0.2535118280243506,0.15109491268642009,0.2810055838499924,0.2889036548209611,0.29471684534292164,0.06616113080662092,0.14095157745259482,0.10083778044709793,0.149153019289008,0.012348525526478919,0.014546202555159827,0.16162825595403416,0.07889895242908038,0.08770235473701914,0.24986490413213036,0.28338306868719326,0.18533586333266824,0.010519549583371235,0.02262465396594009,0.027940591749167024,0.04828894647841556,0.23591236197262216,0.26140419571122325,0.09065985108020132,0.27825169226692614,0.2840997064709062,0.014826110062928551,0.06924608944672848,0.17026090461103624,0.268297673390956,0.6789254253489407,0.8261060340887685
Midway Airport,0.030715059137876793,0.16671119779768181,0.17942352736262318,0.15771933797420307,0.13294470250790708,0.12848777108169945,0.12592251748755592,0.11511776260450893,0.10159434150262694,0.08071967016646793,0.0559848915308588,0.10990759032230298,0.04868762821423165,0.050176291556722576,0.06355350233557029,0.06603984028427488,0.047277534937465636,0.050387786886648016,0.1378928564925627,0.11958389638838247,0.12097990065510061,0.1377448350191009,0.04756252389555174,0.1955067504279053,0.22006450223013502,0.25275883886511086,0.2201583677201161,0.17983668639404932,0.19541646973554738,0.2201174365068641,0.3118246948722923,0.39741205013783587,0.2197020767562804,0.14774332791205533,0.023360495466341686,0.06520470147768151,0.09842970556977156,0.025762819194553272,0.010811020377075929,0.01997006349996192,0.19067724565987704,0.023273668111100394,0.07244558703874739,0.20831528044622685,0.016067899654587468,0.028804485956774435,0.030387467506083683,0.06895861937448688,0.08121059814366399,0.015576633349532201,0.012847800817445184,0.014124652874064432,0.12511809449910363,0.21295681578256073,0.21244121634143506,0.0643693574714619,0.19234057844412253,0.12897495017038518,0.13691234117594933,0.03953107897280946,0.049609727607753534,0.050824146610396984,0.05648307307686428,0.1890579856026948,0.20447318240732482,0.23017381939349,0.24573996576491222,0.1338690986487684,0.09198499429093769,0.24276683433559137,0.22424192276752336,1.0,0.6020531656624015,0.2870763033464717,0.22589237327136938,0.23481383354516694,0.2579622646794787,0.2745362462975615,0.3178383401919828,0.32602141923975164,0.3302550038814375,0.3395504963095293,0.14315371992085313,0.0192417944900233,0.1723197282600084,0.12182196765545633,0.10407593100736322,0.11099493432873139,0.09303597157500308,0.049364622087414586,0.23545119616560337,0.2109062420467679,0.18914344809658146,0.7596109915102389,0.22317460476091772,0.17475423972275772,0.12716835135386118,0.03538569675678285,0.17376270925338236,0.18820134049947584,0.18476421480598273,0.10818048940525228,0.07000500801038546,0.22715742423153742,0.48275787133462367,0.36766130326863816,0.19509921434027913,0.29072658535547824,0.3064544871376663,0.3334201640604193,0.16119448234722464,0.15091895759951857,0.1400850446917653,0.04551703488361979,0.0898120813283671,0.18352000468440613,0.1948599439260408,0.009890622066094291,0.01156688814635213,0.19375274867538322,0.052948539146096464,0.058050050487312786,0.1224727937584262,0.13297986980378573,0.09663659026395961,0.008585349848969071,0.01761836410359205,0.02081453668064408,0.0337836673049479,0.12023636747135283,0.1303006320773864,0.0640770271911766,0.12743781337927662,0.13118358753263448,0.028078260113227033,0.15929565518913952,0.12054010687574532,0.17273385091359456,0.26633617230529893,0.2658207904035998
Kedzie-Midway,0.033648722296911314,0.17340839443728212,0.19887873892137312,0.2437904731037613,0.21300570413938816,0.20336754974024457,0.19628341080169145,0.17064819696952438,0.14370526373596854,0.11004116683228611,0.07176224914616046,0.17541957978689587,0.06889589357787412,0.06949075951917265,0.09260998805703913,0.09698288424031166,0.06792346806012249,0.07290082693079851,0.2247902334326579,0.194116366189377,0.19653387423977775,0.22570917624435777,0.0591618046461834,0.22271597761233844,0.2670710581000814,0.4029027669138598,0.3641026272238844,0.29800815123869095,0.2787981679057835,0.3118361454075528,0.4262683738981512,0.5213236718489126,0.34744540063311,0.24333540103481358,0.02312752183780907,0.09848134110867711,0.15274691798441362,0.0374260939398729,0.01510549643206797,0.028453320783457227,0.2676445472186503,0.03353596764999276,0.10995979190973743,0.34414551528104664,0.022643232370287886,0.042049863689244696,0.04442493481618134,0.10441742798792648,0.12397680783166674,0.020034548889975756,0.01797724459762276,0.019827332786054818,0.20326869372134126,0.34292269771288825,0.3460128984926508,0.0847725640968326,0.2363022785742249,0.20996661410288855,0.22248535587565388,0.058237117421689445,0.06734653199988143,0.0695264558586862,0.08199606968406134,0.2914296604632196,0.30445119010187033,0.2431300541132148,0.2960062002320058,0.21877698015927366,0.12658477047915964,0.3212838214769076,0.3468640770672387,0.6020531656624015,1.0,0.47188523917693365,0.373212178407076,0.37408723837447166,0.40758572815711774,0.42407532772146306,0.4367553623871044,0.4264262120931176,0.4111297782963934,0.3934027168800437,0.22648578840312147,0.024855222343269517,0.2858590627473886,0.19839510796355533,0.16738966458956242,0.17927717045588767,0.14622265059739573,0.06922738193324994,0.3086115613938279,0.21215496601433825,0.18224278854521417,0.7719334234215562,0.31505503628285775,0.1640959200828764,0.20727788722725346,0.040633400448198305,0.1866099118924372,0.22296003027277347,0.267137048884996,0.1565544650301434,0.09406403552515852,0.34262057213272074,0.7789455175914518,0.6016075835478467,0.3049287038988455,0.4355616003808443,0.44021521251108015,0.3628942069413604,0.2585716540394847,0.2443665899406881,0.22860770103206404,0.06741498246013075,0.1378589443570816,0.20945209998273423,0.2564280271471952,0.013774636557093553,0.016167980469917,0.26289445227455893,0.07914411086755399,0.08723599989115727,0.19830872437584285,0.21693976868085157,0.15402194607395642,0.01187930739629772,0.0248930015745776,0.029814737620512257,0.04953699111437073,0.1936068140955092,0.21099175838861198,0.0951454043930838,0.20815010847960688,0.21427190085835482,0.029716031735531535,0.16114774747285074,0.18326570000381526,0.1878093260857103,0.3731792912080273,0.4009382288583715
Ashland-Midway,0.040857252979646784,0.17091542289190256,0.2109739362236949,0.4687961423881362,0.4417654511853773,0.41409019468302044,0.38948157425474306,0.31051422478280305,0.24282780849645097,0.17767534011236635,0.10735202110694952,0.3631293316967753,0.12117084660805398,0.11802893060911089,0.16894525382111056,0.17887755853461748,0.12242959790524853,0.13256717187712688,0.475379499926294,0.4094317499266653,0.4147733670927734,0.47830258767410594,0.08520440832864275,0.16778127554588354,0.2128823833081799,0.5282566146137491,0.638888480310844,0.618283802450104,0.2957488382350726,0.3157404022077901,0.35764268143111017,0.36952024042053827,0.46842915060996265,0.5146482838622035,0.024474103268268103,0.1899562870833052,0.3037211632788662,0.06956163970737349,0.02692664999168845,0.05166531740721892,0.4083290274680949,0.06171976052031704,0.2130836713512853,0.6052340268910126,0.04062087974547954,0.07854844560635241,0.08307573041526677,0.20188295791702335,0.2415920371779509,0.03150628799063274,0.032035293846557476,0.035443177426387376,0.42893655627673977,0.5046726765785582,0.5417872072398403,0.13129890254269377,0.28673715395079286,0.44372266016311734,0.4693487306194603,0.10954344891776142,0.11090162330969999,0.11576116957541119,0.14932841610516137,0.5448454527716556,0.5164953248574746,0.23029321952571064,0.32684085618973074,0.46331570129628596,0.20565099194585976,0.28162739023758676,0.4305691833552103,0.2870763033464717,0.47188523917693365,1.0,0.7822939707270227,0.7339037288784852,0.7540838925540956,0.7058323440845631,0.5185704351256422,0.46512955169306625,0.41884371974322526,0.3650708347142289,0.4589505365921828,0.03914100028075786,0.5883978418653383,0.41945844785913905,0.3501287242692684,0.3765234188567648,0.29702327483414703,0.11998998642834588,0.3922149249900031,0.1926486416586743,0.1598442256768527,0.3764497582754325,0.4653989012580967,0.14099115062552037,0.4384180585757021,0.05258514084206462,0.1906824627697226,0.257472711861795,0.4353112508788854,0.2740457802879476,0.1497059870476418,0.39441414771910627,0.5399031412052361,0.7803640135970981,0.5866616870064528,0.6446862825111096,0.5763614170549101,0.3183995392856228,0.5345193000675593,0.5130624056805235,0.48374935340659164,0.12740663768532107,0.2701149109251535,0.23043793069620935,0.34638259830872964,0.024471355798613776,0.028810705609663173,0.37511680984296797,0.15108805715112883,0.16750001996212008,0.4172381811649755,0.459035265660635,0.3188683469761874,0.020951201197667108,0.04475673758380038,0.05451119824913905,0.09284454784976706,0.4048929202973948,0.443717122317856,0.17879568511529892,0.4407418991089965,0.45368593300192483,0.03442148447269491,0.15412499123306084,0.3482727712486796,0.13633619729092208,0.3472830937126252,0.43279056451023423
Halsted-Midway,0.03861150364264471,0.14779813596315916,0.18473520205042815,0.5096203132511081,0.5250759345078955,0.481973013312895,0.44262330077587436,0.3339726728189533,0.25292766199400113,0.18291279953660922,0.10814183000735898,0.43367480111714585,0.13151610979126735,0.12585390494583126,0.18595642825661066,0.19794845607067263,0.13466887847196812,0.14635617568399514,0.5866357661544759,0.5030149190308015,0.51019614795802,0.5977899243973053,0.08486495066475058,0.155611115911959,0.1988806070603939,0.5281604978013146,0.713969227167933,0.7900854953485469,0.29675290104926505,0.3099389510741704,0.3263947364958228,0.32098376983919996,0.4874689663928069,0.6507403761218788,0.022241776372872748,0.21621792739964685,0.3496957850811866,0.07842138888525062,0.02988795725074684,0.0576442027940074,0.3890669216055345,0.06926797547362765,0.2427388645672348,0.6896033398607653,0.0451155305317326,0.0887070841769009,0.09382649844771158,0.2298815811970496,0.27549551110078735,0.03294869509947317,0.03551490842867357,0.0393300579078302,0.5270761999622127,0.5397793749384415,0.5897059348949434,0.13368301285593595,0.2574531800625631,0.5471465605131306,0.5749005884085143,0.12375707481943825,0.11659624888237713,0.12226014892505291,0.16463325149252378,0.5653011571581651,0.5041417739662121,0.19524261268952758,0.2828240183238234,0.5757713239949779,0.2112980297756551,0.26630664077430943,0.43875672771397695,0.22589237327136938,0.373212178407076,0.7822939707270227,1.0,0.7288622682258189,0.6940024828235676,0.6231976230568019,0.4357490098498989,0.3883710373519379,0.34819463576710385,0.3010034306998238,0.5276914348516003,0.040879646213398374,0.7507834186484358,0.5185548963811477,0.42476930069978486,0.4592526669260473,0.3491682148054967,0.1292507046336945,0.3488276163679593,0.16273211293486814,0.13464052023737427,0.29561566932220273,0.42967038402763336,0.11854496258342924,0.5423254254584647,0.05065769381128777,0.1658855257835728,0.2290030543903578,0.4257094974501844,0.28956945441599247,0.1538234185516919,0.395264175325252,0.43834734020577887,0.6116617844270553,0.6159992590388801,0.555433997894286,0.48872953672833025,0.26183666846894127,0.6238035814744233,0.6187408950345485,0.5981989087496883,0.144060674759277,0.3083424875547071,0.2031198057592501,0.3185342846917298,0.02713096464700411,0.0319608608226232,0.35002823717072407,0.17149439202066605,0.19051914191309213,0.5095038641575964,0.5681871673881042,0.38215366829748415,0.023163434843698854,0.04973116931928094,0.06102025077394078,0.10487337555994135,0.489276671192301,0.5403616554820723,0.20021415246947175,0.5477005277311209,0.5633945601479502,0.03208279045939821,0.1326380458683643,0.3838804596937334,0.12583168231983458,0.3282828504743046,0.4173682344430263
18th,0.05273947890189155,0.2002762342909571,0.25140589639809374,0.6360898567738134,0.5661612195440048,0.5436336731246209,0.5209985398244168,0.42303976011917627,0.3298637833581732,0.24050122628202625,0.14407111607556838,0.4676780448939575,0.1650945223924545,0.16072941114310554,0.22986297298014535,0.243138699873457,0.1666462047638469,0.18034291041336628,0.5730377936267186,0.5040051254008177,0.5090576324892554,0.5609223442237585,0.11373060989088755,0.12341146766045945,0.15683146385331465,0.40091712637679855,0.5233801415187256,0.6207213979740579,0.22356360938756925,0.23643424705026383,0.262815517707318,0.27178164351557244,0.3626469640430763,0.5785264061444466,0.030515740569795884,0.25598149261233055,0.40518975119518763,0.09428701978612371,0.036636500217943686,0.07021626479217564,0.5325026251662196,0.08376475753161158,0.286863059989806,0.5033519365390462,0.05525582543078369,0.1063988123276242,0.11251988246047372,0.27192118159841283,0.3248039205964791,0.0427464200235906,0.043592199624979115,0.04822154948748591,0.5260626221347345,0.39816667728540267,0.4333491851326428,0.17699514171421352,0.3523740197682523,0.5393194692712424,0.574073912021032,0.14828391401560187,0.15074116744143062,0.15746562012925217,0.20315772572906093,0.7422786054881225,0.6872198502306086,0.26107939420858983,0.38167392023885666,0.5522740379117308,0.27830387030336207,0.20818040374496094,0.3289982639845861,0.23481383354516694,0.37408723837447166,0.7339037288784852,0.7288622682258189,1.0,0.9040560588184966,0.8141076108040523,0.5672452187486758,0.5051333137655296,0.45260584549513705,0.3891640900847541,0.6053703827203593,0.053094680069537666,0.5870350308436383,0.5097148270308806,0.4430151046668386,0.4712037201967346,0.390595273115075,0.16348975944057667,0.47533431478139576,0.21732854442980398,0.1796414963205484,0.3090886158237203,0.5892237408386047,0.15805213526979262,0.5302489383841373,0.06882849746841192,0.22527798878210553,0.31289988346797803,0.5786774536821896,0.37315851390122107,0.20246155347265152,0.29854574932858147,0.4081470829382516,0.613907543580192,0.7984520506695848,0.7248634179225404,0.6369020630884809,0.33852547603306243,0.6860283478424075,0.6359499862348903,0.5796602832891604,0.1723596604803433,0.36260138675604986,0.2769471988366075,0.4369816417902176,0.0333019411102815,0.0392022208206129,0.4801492533283497,0.20402215042280614,0.22591600317588703,0.5180439516332588,0.5521519565857717,0.4108939895877087,0.028522027066838786,0.0608749418127352,0.07403213644361424,0.12572406529966912,0.5113585265232156,0.5506588762480986,0.24236488182695995,0.5279179660373772,0.5427612308998514,0.04393500650478751,0.1793886050387561,0.4725247949539184,0.1001979569978806,0.25690294249283446,0.32263108976134836
