,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
LaSalle/Van Buren,0.045272236366876335,0.1349776827978668,0.17168201900542665,0.6341021100933896,0.8260025299617468,0.7361062079791959,0.6512491171263861,0.45781401499367286,0.3350806853728062,0.2427049287101557,0.14086399787476755,0.7172546972755296,0.19583796034191256,0.18183561769178913,0.2803239791578788,0.3004391771589356,0.2050085445197362,0.223645094051494,1.0,0.8571937055792271,0.8696373408486894,0.9323960710585978,0.10893480207652775,0.09699214909584052,0.12427708855682075,0.3341421707262557,0.4711191068022942,0.6771635415906546,0.19737271226756192,0.20060858333522352,0.19805294081462957,0.1899134935484164,0.32431075141265925,0.8452434817414889,0.024109538664008077,0.3429439765832238,0.5504787719672258,0.12510298767311112,0.047053390486886545,0.09093540143993539,0.39662973319670475,0.10996605255950147,0.3837574825308856,0.4733249558483923,0.07087326889917067,0.14164858002844422,0.14973441940215598,0.3640031698836266,0.4335411645550857,0.04721374662817798,0.055752408754457965,0.061776027281053705,0.8978618138403117,0.36515216322513866,0.4001935026637254,0.17637497777170957,0.24653072528677397,0.932637884510636,0.9612970535919663,0.19677644183132495,0.16455014075421778,0.17373420563127454,0.250051680132554,0.5943535895830941,0.4972411567253353,0.1670827204610971,0.2466331825782749,0.9575100504607506,0.27642592435156926,0.16708098265857355,0.28857700530084873,0.1378928564925627,0.2247902334326579,0.475379499926294,0.5866357661544759,0.5730377936267186,0.518059714075581,0.4698923102949738,0.33577078821115414,0.300619430042407,0.2705352419636641,0.2325744753770043,0.7487319599982504,0.05828591341632793,0.6725376824238483,0.8823574898482038,0.7192986683027739,0.7801238485381017,0.5707837370249524,0.1900187194975877,0.3142915143473575,0.13937423462826287,0.11545228357077386,0.18138692613734497,0.40039777290583334,0.10165859303077726,0.9220847548158053,0.06153266548166417,0.15278853342758345,0.21710989266711117,0.447730054702618,0.3895854702274726,0.2053191741216787,0.25766153375156137,0.2584839316412874,0.3735299938633821,0.6226445275717546,0.42248209473702275,0.3745623970531516,0.20314530352409643,0.8011839756446154,0.8904961039881453,0.9790024798988668,0.2286850231962421,0.4825791470305162,0.19046220854641926,0.3128097544854762,0.042670230028888194,0.05025521720902416,0.34903012456012894,0.2727088024305824,0.3030637908759842,0.8635220053125663,0.9635325709014707,0.6401633508472886,0.03632414481133633,0.07810702940444719,0.09665058806979727,0.16714427374845758,0.8175000522732434,0.9050979292407612,0.31002430508825,0.9212268884668032,0.9462356942359553,0.03661862585793316,0.12030066715533493,0.5425370568542162,0.07829404712143126,0.20447285740701412,0.2613123942564069
State/Lake,0.047166885539393834,0.12955537750054427,0.1650073547240889,0.6177078466403761,0.8423029083097987,0.7716944620060583,0.6854316506099913,0.48306062288074886,0.3539702397256093,0.2587183848849517,0.1504131846709236,0.8126492702542133,0.21818572968930475,0.2005700165214311,0.3124420618511214,0.33540697448619516,0.2301383151111043,0.25121586912540445,0.8571937055792271,1.0,0.9847636777935014,0.8245829681383259,0.11605323392100991,0.08389004908989675,0.107492382000687,0.2884608544217249,0.40673021614637056,0.5841863469250116,0.17231757579099946,0.1743032510229647,0.17036331978361374,0.16285909778769364,0.28194054802058016,0.7389350970412577,0.024605273157060483,0.3890792694536049,0.6141870033364782,0.14311600399585053,0.05370715266903776,0.10373214743531754,0.3810741345862862,0.12564093115378894,0.43402711471852434,0.4101489422717017,0.08078267334095185,0.16203718012179028,0.17122120624361634,0.4123266260510087,0.4880319144118287,0.05232486525514976,0.06356239669016303,0.07042923945087615,0.9542537068414143,0.3176600533115769,0.3477182923799011,0.18862632766649187,0.2371286060891734,0.918373052124105,0.8723177763581669,0.22447166418599915,0.18020709919109892,0.1906137264125803,0.27991921729861396,0.5533403127024462,0.46531630347188024,0.15712532757704645,0.23136838576169094,0.8644864097623488,0.29233654378202045,0.1445157377412098,0.2507600084779699,0.11958389638838247,0.194116366189377,0.4094317499266653,0.5030149190308015,0.5040051254008177,0.4560764100195817,0.4168449216987541,0.3033046130013784,0.272670387705692,0.24621783297861868,0.212039864533317,0.7414384422130432,0.06444822515171161,0.5839541166947435,0.9548329681592909,0.8351183005605176,0.9069538152121978,0.6502850933933881,0.21079737693640124,0.2952097453380206,0.13141562127706832,0.10912426736792438,0.15738420767837014,0.3752104000089848,0.09620731934822042,0.92095308711591,0.06469250773698604,0.14674887321376795,0.20888836881480619,0.4305569392429232,0.41151392710648516,0.2199679455787806,0.2237968866002159,0.22206861929591548,0.32266255352403633,0.5687566088378587,0.37738859046846357,0.3367269472206539,0.18580972273305488,0.7283025165958901,0.7918202008271376,0.8400101756409315,0.26049475604731825,0.5399868460483606,0.1831769196319916,0.30073805852729113,0.048695991977539814,0.05733419083212922,0.335467474781701,0.3104551215001456,0.3447311883996772,0.9631278280669195,0.8817548663572351,0.7387364848875438,0.041425693286910564,0.0890030616111722,0.11038033610722557,0.1909661858472298,0.9117187979100815,0.9143818156069886,0.34873589806504635,0.9004370706625611,0.8824313058603843,0.037882431291431616,0.11540720741061551,0.5726129323074306,0.06771588330135209,0.17654964596673028,0.22559641866483607
Lake/State,0.046770759370432624,0.1294912269547806,0.16491418323330082,0.6175279847701424,0.8415454890766229,0.7671099381835557,0.6803759084245827,0.47888350478848657,0.3507581133714123,0.256127386708225,0.14886309134403183,0.8015916200491581,0.2152535557132002,0.19801140862236039,0.3082566778501714,0.3308829502810497,0.22693399476945103,0.2477113002600915,0.8696373408486894,0.9847636777935014,1.0,0.8373407720958832,0.11487372297718515,0.08518799795135057,0.10915550402813713,0.292918443959421,0.41301310495373783,0.5931875171987495,0.17495817899876215,0.17699348153909167,0.1729763959471619,0.16528968877927633,0.2862917385030907,0.750361241424643,0.024442134591695926,0.383448795685474,0.6061691589220102,0.1409757920580608,0.05290793543118169,0.10219245930418641,0.38106446126406796,0.12376808595355628,0.42783836222652777,0.41649449510520076,0.07958599862759771,0.15961486002508635,0.16866456780349495,0.40640263295501333,0.4812438413466582,0.05163395587796065,0.06261986839534651,0.06938504275961252,0.9668619818522735,0.32255993735670424,0.3530892932509572,0.1866677582936449,0.23701063042997744,0.93207332008227,0.8833497245546288,0.22114621835750412,0.17799937270651786,0.18825452720934424,0.2760805999096432,0.5554868122292165,0.46669612605642075,0.15739081245620593,0.2318520010650189,0.8778436241043788,0.28962132581299205,0.14675167024903715,0.25463122280426254,0.12097990065510061,0.19653387423977775,0.4147733670927734,0.51019614795802,0.5090576324892554,0.46055240962048655,0.42050822286825207,0.3052527042549658,0.27427733811979327,0.24756168713273463,0.2131427796750322,0.7410487076579136,0.0636078878560967,0.5929879870998421,0.9675851928403173,0.8223943666735019,0.8931353862354325,0.6408498304840377,0.20802501913592855,0.29582707463949537,0.13159452005493308,0.10924029708137983,0.15921088481384293,0.3761618841437957,0.0962945362134424,0.9352020341522264,0.0641011663914768,0.1466710019096318,0.20876624320564516,0.43057513245800655,0.4078352425950414,0.21766148969647922,0.2272529395776661,0.22508308678346095,0.3266790186424709,0.5721395251023823,0.38036106326587177,0.3390987761738223,0.18669970863795304,0.7338952312668041,0.8002622694139513,0.8523854225162388,0.2566561204420156,0.5327406150805045,0.18306781330010416,0.3006460188593971,0.04797162523450006,0.05648222405000172,0.3354035309672993,0.30589466403635396,0.33968618457936406,0.9600094444335208,0.895195385275356,0.727568466894144,0.040810582440968045,0.0876859196341794,0.10873658972358864,0.18812235533828112,0.9028194429572802,0.9211469155906976,0.3438610865584729,0.9140795556731626,0.8960840476765451,0.03758680168719938,0.11535315545415274,0.5678383891456508,0.0687635857750971,0.1792790118017879,0.22908324700872718
Harrison,0.04223059646176365,0.1275559128793556,0.16214065478552986,0.5942830680274547,0.770564151612594,0.686816239248592,0.6074283454789321,0.42688830041026143,0.31243320737369457,0.2263338091266409,0.13136134050219012,0.6778039635230987,0.18358701844808958,0.1701131725636718,0.26286647341446095,0.2818548785498072,0.19256720519606033,0.2101200240088158,0.9323960710585978,0.8245829681383259,0.8373407720958832,1.0,0.10157809271743759,0.10173575588500225,0.1303588049945255,0.34970833083912756,0.49302964581693326,0.707512351299586,0.2085818939769791,0.2112892940913188,0.20619437311032643,0.19597042745366536,0.3417541817610672,0.8959453956244765,0.022529626186120148,0.32340276878867286,0.5169018609678891,0.11838024882806802,0.04446674990758326,0.08591715318757488,0.3739421732915589,0.10398448227849735,0.36151029091271597,0.4974005423662598,0.06693411580185489,0.13403676057211183,0.1416603936879355,0.3430758254608789,0.4078423880814624,0.044196087864520554,0.052658134913380006,0.05834784619618656,0.858727182912549,0.38500593586094023,0.42155701597899925,0.16448978534881617,0.23265739610670808,0.8937906943600137,0.8966350924950306,0.18595069735063444,0.15376833559228595,0.16239477842420622,0.23471861622534163,0.5638816395188854,0.4718196601108356,0.15885898546210322,0.2345307367669986,0.9530116572746373,0.257741944759577,0.1752573764631629,0.3039803387068604,0.1377448350191009,0.22570917624435777,0.47830258767410594,0.5977899243973053,0.5609223442237585,0.5073663408650554,0.4579404551235663,0.3242618710739446,0.2898127717455435,0.2604544647690872,0.22380781243162948,0.6989396423361048,0.05453837147284174,0.7081703250125132,0.8588805804605012,0.6886243376082261,0.7478586815464876,0.5396787276064428,0.1779628361609507,0.2985454710765325,0.1324252173132236,0.10962878788707428,0.18101256099065197,0.38027332534794395,0.09650207922446205,0.8953580206022672,0.05737784683607049,0.1443428115205492,0.20492087006011195,0.42179994852668745,0.36326084540214326,0.19150262557031092,0.27131300291135646,0.26214347028825496,0.3743500971040535,0.5946974724680986,0.4101648193744296,0.36250408277028645,0.1952458375092802,0.7602907957226022,0.8452177935121458,0.9436394542010162,0.21596874221358836,0.4532965767211869,0.17982203013960366,0.2950903057300184,0.040320789729520745,0.04748141049664822,0.32918044134098357,0.25749649688727033,0.2860747809699045,0.8209569878346555,0.9306700106559359,0.6096943035981492,0.03431214341708042,0.07375697213215349,0.0913713169591418,0.15806452650154215,0.7720631560807873,0.8497456253551139,0.2914624117890513,0.912334215640272,0.9344442651257536,0.03417415381345214,0.11371440958662137,0.5059391154816267,0.08212094707673524,0.21406025244927618,0.2735116998309419
Jefferson Park,0.377245467443283,0.23771651962504567,0.2508045897389783,0.16197247231262624,0.13175609337352254,0.14767958827434946,0.16711612550047317,0.2379416603942628,0.32488791526844873,0.44839472078774945,0.7706530163581737,0.14072197035891262,0.4093364446100255,0.4808159191657927,0.3233884318635699,0.30337856671903973,0.36275070113835217,0.34491092488782976,0.10893480207652775,0.11605323392100991,0.11487372297718515,0.10157809271743759,1.0,0.014635943443326735,0.018394151296706695,0.04559696183127727,0.06067627026483625,0.08122749584750118,0.02542610657369152,0.02694568006558313,0.03111122573051734,0.034136505258854526,0.04142568653241284,0.09329358953293838,0.17574356473856909,0.24242432116654786,0.18396096475817167,0.2655376597536414,0.17718378089214512,0.2607052214004439,0.20724483205594207,0.26634186920012465,0.23097546992590953,0.059036441108951954,0.23707066288697703,0.2707105498362506,0.2744292545142426,0.23656507239632543,0.21727205165955976,0.32263157311063473,0.20462567067092735,0.21804647378440614,0.11454815459253813,0.045814752200239936,0.05010634429387217,0.6144492330940449,0.2464881709202071,0.11141003904017675,0.11328659404200134,0.28374019665088684,0.5549125670176971,0.5249326892041553,0.3362734983248915,0.15012158230613032,0.16476590048131406,0.1910128036115985,0.1933311502637635,0.10564086525442316,0.39364124234773706,0.024102209808051913,0.037453059196005195,0.04756252389555174,0.0591618046461834,0.08520440832864275,0.08486495066475058,0.11373060989088755,0.11298735471599952,0.11880930561576586,0.1348047097576109,0.13856910415409837,0.14142376715405558,0.1400667181570616,0.14397273347449102,0.3938728106060573,0.07825312465449638,0.11122583798425338,0.13031311211400384,0.12371822165656222,0.16607528786965178,0.4384346239030549,0.19159649829104075,0.18879377991244453,0.18298451521071887,0.05787950641252929,0.17843584675411064,0.17667248131791488,0.10976790887877914,0.5374426717088847,0.24563928854859352,0.2522087987183992,0.19567273868001728,0.2795702519216226,0.5265599277144941,0.03395379213735308,0.055365092635042724,0.07995099801131589,0.1377488740912093,0.12457839768301004,0.1303261987198069,0.14093272483024283,0.12476971633131241,0.11618086528891988,0.10731737937369756,0.2799714494084962,0.20445444389445788,0.25331842447222613,0.22974729028829483,0.16610308192309312,0.18773213712997347,0.2198858637303266,0.26378956363563705,0.2531628291639772,0.1193924714950882,0.10822282884799783,0.14432132595806327,0.15005114052312432,0.2509098212084364,0.2585630289338978,0.28006840513438774,0.12723565852987728,0.1186269883434089,0.2792423474979966,0.10671069117512927,0.10654609775176972,0.292396584732106,0.22864839020003036,0.20074084306256718,0.011994783576434314,0.02967088263268455,0.03688547467122975
87th,0.0076625324665156305,0.03863764532920805,0.044690433949292716,0.08005285674991518,0.08322410274749338,0.07553745612699815,0.06892310366380434,0.05254982795679594,0.0407425610250421,0.02985371076291489,0.01824738781920638,0.069713255449097,0.02054869686230387,0.019855179248491128,0.028957412598534356,0.030807275786999738,0.020966641440706854,0.022778195735930512,0.09699214909584052,0.08389004908989675,0.08518799795135057,0.10173575588500225,0.014635943443326735,1.0,0.7804241579989385,0.2900202605009456,0.20583490602101526,0.14322753827403986,0.4600770300866617,0.4741303783777645,0.46874635135350157,0.42099282092105544,0.2955351371227156,0.11350384984955815,0.005151265731711023,0.03382860215960125,0.054793819297922375,0.012260429845002616,0.004653844513875989,0.008982171658252899,0.07052235350803746,0.010811110623598522,0.03796471844000708,0.20451621630534292,0.007024375576751534,0.013875938937342616,0.014674929495898412,0.03595931499946037,0.04307000386833704,0.005288695799723507,0.005528589484598384,0.006123098629683714,0.08749339240370471,0.2623230124826776,0.2404860397183442,0.02216361428554584,0.05520463423247932,0.09111525146912577,0.09395708848851136,0.019342792400845917,0.01860888299503659,0.01943310550677919,0.02562809083879284,0.09165773872827668,0.08720366251710003,0.054166378861572245,0.0677688940982957,0.09702375931611436,0.03455440330803654,0.5804756055617225,0.3321434821275374,0.1955067504279053,0.22271597761233844,0.16778127554588354,0.155611115911959,0.12341146766045945,0.1271370496561063,0.12267465742665272,0.10554150593187579,0.09960244833226986,0.09388935183504436,0.08811413992731025,0.0822356210701038,0.006570883047567932,0.14364358378003073,0.0874676316045944,0.07005848731897513,0.07608463458721593,0.05557315917994893,0.020264739786034203,0.0743100233020052,0.047301709161909955,0.040838661250386946,0.19675847498591284,0.082019463286385,0.03696274861526294,0.09109035694997686,0.009473873560621177,0.04169945473815007,0.05118087144616353,0.07379859910572162,0.04607179189829683,0.025177231401418143,0.3720521061518238,0.2575670936028075,0.18303672134309265,0.09913443078421881,0.11746985559917913,0.11131254910216591,0.08083497174991965,0.09731804941000327,0.09842133744757083,0.09907146165678904,0.02251314279326742,0.048185513546402936,0.047431494509521145,0.06288312002028146,0.004223881158241138,0.004975999495703278,0.0664355811530995,0.026828458973657338,0.029819116071776695,0.08382246167551922,0.09498139083737608,0.06211523444891384,0.0036050911885537667,0.007743218456259601,0.009516847353286615,0.01639843067681554,0.07936510389833039,0.08800489024188853,0.031174018015095204,0.09298240104278292,0.09506652653865501,0.006686463693249475,0.03589456149989098,0.05986514973705232,0.8071966387105446,0.4732058630430796,0.37058291622073686
79th,0.009452415608252761,0.0467206660689903,0.05455240474200207,0.10209086577084435,0.10658094990927386,0.0966879995704285,0.08814306488883246,0.06697017594614371,0.05173730353871325,0.03782778653396797,0.023005045638283858,0.08931597120952085,0.026215288376466184,0.025276158816123752,0.036988929401882566,0.03936821722823157,0.026784731382055792,0.02910747855604537,0.12427708855682075,0.107492382000687,0.10915550402813713,0.1303588049945255,0.018394151296706695,0.7804241579989385,1.0,0.37152034207057416,0.26372380383253513,0.18351658022048556,0.5785094671843789,0.6041538752304246,0.5911074053927328,0.5117512893332138,0.37829777368296563,0.14543630331167118,0.006229408127515934,0.04330652259719821,0.07014557561800698,0.015696635833667788,0.005953315792253971,0.011492875475423039,0.08874391432387457,0.01383791443002629,0.048598321306482735,0.26205184035093587,0.00898522260971997,0.0177657841130823,0.01878837326221073,0.04603259531519334,0.05512913010261867,0.006707748800427794,0.0070712313330968364,0.007832065210819234,0.1121099534544175,0.3358500668404461,0.30803398753495,0.0280139231175844,0.06831807805781905,0.11675082784583173,0.12038137999005084,0.024761710670118852,0.023641569555054646,0.024705951890064477,0.03274317535077191,0.11655691100750919,0.11031831703382383,0.06543108908535024,0.08328870880503414,0.12432168154725493,0.043784516989211396,0.7437937062964893,0.4250290127615941,0.22006450223013502,0.2670710581000814,0.2128823833081799,0.1988806070603939,0.15683146385331465,0.16101094811520916,0.15466881000952387,0.1308188797082419,0.12273203881504569,0.11504283129382178,0.10702532080264499,0.1051844002642468,0.008332873948533215,0.18405535363030037,0.1120740444691218,0.08976940934904548,0.09749097528605193,0.0711928280121591,0.025830569215968026,0.09236545894648011,0.05674990439125928,0.04867209885534089,0.2296585256514195,0.10295209424376216,0.04386104671856275,0.11671844740020065,0.011777673124010832,0.050668119807547866,0.06304586699030121,0.0932331641097644,0.05861018670406619,0.03188201463628451,0.47592128682225693,0.31595435978617076,0.22936156183578518,0.12618152952254508,0.14734341196487943,0.13876660011312225,0.09748531756430595,0.12448711517167109,0.12603838056560596,0.12694117533368438,0.028819090972806563,0.06167188849709392,0.05813615985094551,0.07849227100778773,0.005402860903512702,0.006364995700962187,0.08324402010515368,0.03434634832791448,0.038176187538345084,0.10740501120198075,0.12170471877197897,0.0795908837649503,0.004610313234262952,0.009904807720291283,0.012179718413046818,0.020994057875567823,0.10168702062908747,0.11275577265666903,0.039872016329288384,0.11914008910005669,0.12181325102520602,0.008196510378546101,0.043212091349717166,0.07643489799737734,0.6299558575666009,0.6055904851765668,0.47457877930369524
47th-Dan Ryan,0.021583145099076162,0.09347341136175279,0.1139496807079615,0.26917030936924363,0.2867905679059238,0.25978829461847547,0.23598764922748255,0.17639125491590027,0.13397226133404688,0.09709370907415939,0.05780185578004671,0.24034159294668536,0.06959656804567968,0.06647401156356834,0.09866659827977381,0.10518589473791717,0.07150705601425189,0.07779144413326547,0.3341421707262557,0.2884608544217249,0.292918443959421,0.34970833083912756,0.04559696183127727,0.2900202605009456,0.37152034207057416,1.0,0.7091667113135561,0.493404442475188,0.557588838899759,0.58675161350607,0.5825806697899922,0.5185470109658092,0.8593699998491005,0.3898453021022712,0.013039218365635097,0.11644488750849505,0.18858591189779186,0.04221895889436991,0.01598019567074949,0.030866836491304908,0.21635878989894708,0.03719961002466334,0.13064681639908854,0.6995376602499244,0.024112334698009146,0.04778884332893392,0.0505371173170782,0.12376144819043218,0.1481625823156618,0.01741218151007943,0.018971643535701396,0.021016040196696145,0.30110908071195325,0.8361138040538688,0.8002223614162359,0.07117221597374997,0.15245082530607457,0.31356572011374534,0.32386358985682256,0.06658384215228863,0.061611567149411565,0.06458411514721682,0.08743203387906141,0.3014942362908206,0.2762886022823737,0.1281255419493033,0.17701952213914587,0.3336788770334474,0.11226292217589239,0.4992653036402871,0.81407669401611,0.25275883886511086,0.4029027669138598,0.5282566146137491,0.5281604978013146,0.40091712637679855,0.400594907172948,0.3729881426587239,0.2838797173663047,0.2578923324730132,0.23480935766359376,0.20871832340030774,0.28171776968719126,0.02160776303003146,0.493007961050437,0.30043694657695996,0.24095618396820787,0.2616566331429099,0.19161814078128428,0.06831844112497926,0.20865660435148617,0.10803964258062806,0.09027685665811046,0.3120137930265406,0.24585431191054385,0.07999645511791323,0.31318202835516273,0.027826520268333477,0.1036125565626835,0.13753585003698074,0.23252843326243017,0.15306929430493477,0.0816708197453941,0.7446233105207943,0.5165685949375636,0.5024888756039295,0.3279107335389158,0.34337946769766603,0.3113296718873589,0.18402824800595216,0.33343353408349596,0.3391050223534873,0.341308804482655,0.07748444791146179,0.1656960249382333,0.12381487145841975,0.18306496663551555,0.014499440328961928,0.017081634990403077,0.19818253533507776,0.09236469672335323,0.10266983921404989,0.2886561499000266,0.32685840151301143,0.2139151932298734,0.012364460511038853,0.026580135325366336,0.03273149601058623,0.056463890122223935,0.27354996532928927,0.3033411074114121,0.1068981073339457,0.31933306751035323,0.3268240770276122,0.01820280394275186,0.08478764317646706,0.2031259111410002,0.2341429155950514,0.6119281597721874,0.7820215541551403
Sox-35th-Dan Ryan,0.027614454011735626,0.10967332909796418,0.13601368051495266,0.36869177254132973,0.40302861928084216,0.36402735049614815,0.3291324539580604,0.24242636622275893,0.1820240912320953,0.131409162137775,0.07742584246715364,0.3386625607680227,0.09662153121584008,0.09165520911467319,0.1374245170171991,0.14670478536820603,0.09972023512696845,0.10857336100043649,0.4711191068022942,0.40673021614637056,0.41301310495373783,0.49302964581693326,0.06067627026483625,0.20583490602101526,0.26372380383253513,0.7091667113135561,1.0,0.6957133237867767,0.4096660208778339,0.42241630849220324,0.41673670963608367,0.3854883478663938,0.6767855690772054,0.5494344785314491,0.016054667016204914,0.16352362874812146,0.26466781797551747,0.05933734452917609,0.02241257540878537,0.043307759508640326,0.2787115153040155,0.05224590902026912,0.1833959258388152,0.9425652782887393,0.03380584600644069,0.06717380917430936,0.071030575616515,0.1737627152282348,0.20787687619448683,0.023875015675719882,0.026594666562996198,0.029463734445465604,0.4245950786476834,0.7545106203156399,0.8257577842247116,0.09587307224386894,0.1872907562200024,0.4421594492690238,0.4564672644186122,0.09353414246970844,0.08443801763401564,0.0886833840659444,0.12191435304384099,0.404063183609828,0.3604908357394263,0.1472151980900707,0.21003414321228883,0.47048583128535687,0.15166207702708942,0.3545263474326941,0.6051261415805396,0.2201583677201161,0.3641026272238844,0.638888480310844,0.713969227167933,0.5233801415187256,0.5075644068691665,0.4614906287368373,0.33153453886222867,0.29717301421748593,0.26762627713904175,0.23358246008631128,0.39276689624109534,0.029597860425054676,0.6941638726595036,0.4235187931989546,0.33976488546079464,0.3689476590984129,0.2698667415306158,0.09458097313477054,0.2552341399776652,0.12310024273976408,0.10212375336492754,0.281859084606563,0.31031188019871375,0.09007820843181066,0.44157058759280055,0.03617295708397611,0.1226119044076119,0.16726151801392306,0.3041341719161995,0.20911956481050098,0.1105123795512221,0.5419497571046712,0.4536983501555856,0.5399742680894957,0.4404223913823305,0.41573376554076485,0.3692976785143022,0.20393010738904974,0.4643710977907657,0.47622425290041176,0.4812229557602392,0.10882133803488443,0.23234669100038083,0.1490090359796108,0.22988051710906815,0.02033203007937169,0.023952168042395035,0.2516971506920486,0.12975011799543923,0.14423245458356537,0.40702037368746025,0.46090192215945514,0.3016236417430643,0.01732869957211637,0.03726461037796966,0.04595427068039086,0.07934529238925586,0.3855755835045405,0.4275508014760633,0.1495932890886284,0.4501231344441885,0.4607916690878167,0.02299783451224546,0.09875950390878463,0.28122236496023084,0.1661601479626881,0.4339684441506062,0.5545854811436638
Cermak-Chinatown,0.03540446021446935,0.12476656493615595,0.15711743408425094,0.5014770524211417,0.5758979858643902,0.5176113534264818,0.464410493905652,0.3350659137266292,0.24819586555880785,0.17882868336861363,0.10435963190676871,0.4864639858646119,0.13628602152878092,0.12814708909118466,0.19449285482507017,0.20797716167606706,0.14147037492614242,0.15417073412970375,0.6771635415906546,0.5841863469250116,0.5931875171987495,0.707512351299586,0.08122749584750118,0.14322753827403986,0.18351658022048556,0.493404442475188,0.6957133237867767,1.0,0.28923273690280993,0.2954819867851627,0.29143407496283674,0.2755468719419508,0.4769626835792671,0.7865277075855659,0.019741215380550698,0.23394664747973629,0.3779787530247448,0.08502863550670338,0.032050794992422284,0.06194471041440613,0.34693832046560596,0.07481024420004652,0.2621999428421637,0.6974979317677138,0.04831780127873745,0.09626757582684009,0.10178256897551623,0.24850874559200767,0.2969208660035846,0.03325548782696565,0.03800807153988965,0.042112106639674116,0.6101463002557886,0.5362847688702215,0.5883758805456546,0.12997838474786003,0.22210492194883433,0.6353584391682532,0.6558028322885195,0.13392854511685442,0.11716550112828432,0.12334230428653904,0.1728589177926837,0.5243016021119165,0.4503244784025167,0.16205773230177742,0.23712047839976116,0.6756520063132709,0.2055704527558494,0.24671947489600046,0.4247643016141293,0.17983668639404932,0.29800815123869095,0.618283802450104,0.7900854953485469,0.6207213979740579,0.574118478609736,0.5126299160319499,0.35560619616783284,0.3165456042312159,0.28354625360029895,0.2443044793591518,0.5522680971612715,0.04116184952536524,0.9452849431040291,0.6076813356043336,0.4881628886401756,0.5300289276363211,0.38741957626148904,0.13292683357151341,0.29675609870558545,0.13490218570417462,0.11151033835787665,0.23480011189837685,0.3723281259201313,0.09811083607198143,0.6340638648051811,0.047195418055543906,0.14054072340886015,0.19654500100221836,0.385723325793138,0.28695883294164654,0.15056452670809356,0.3795041916598848,0.3558381350546869,0.48429353348489307,0.5693129079054904,0.45524102204091926,0.39950966134318916,0.2124166199198234,0.6481087837141299,0.6782990284833769,0.6916849120263113,0.15575933800540923,0.3315118779266342,0.17343292245912645,0.27843217128454023,0.02907041057513861,0.03424363921589503,0.3084494449330403,0.18574653561675927,0.20647251085829912,0.5850294232009036,0.6622485032461947,0.43354465307584766,0.024762441409260247,0.0532574851574984,0.06577784406007507,0.11366680764364233,0.5540513717910416,0.614306805793309,0.21303857739762405,0.6455774929782281,0.6615289398116981,0.02908038862271365,0.11164518466865277,0.3925399612606203,0.11561720385676386,0.30192819199262694,0.38585425097854936
