,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Pulaski-Douglas,0.0767175776495359,0.3620574537124708,0.4380244102327537,0.4158826544961889,0.3180640261054464,0.32334320301522446,0.33269975892585235,0.33683017276792027,0.30945465727927807,0.24707765272667392,0.16673041866231483,0.27268011414872145,0.14868326963861017,0.15360716352146034,0.1912693961954621,0.19750088323249515,0.14366758574995825,0.15256357844146554,0.3002458699172499,0.2723040674049245,0.2739105240402498,0.2894416778234098,0.13828607203087195,0.0993650597902559,0.12246597713527584,0.2575310199239157,0.2968001962634225,0.31616913809966174,0.14959526998863093,0.16342276159661526,0.2053637915296244,0.23608575978445914,0.22412376474863185,0.293512483920803,0.04947259371241006,0.18918286378181892,0.26776629862158774,0.07803662953624467,0.03304374066189869,0.06093017141319318,0.5768113407188634,0.07076037505191562,0.20816485192482323,0.28131464371291404,0.04910931930539963,0.08699335195287004,0.09167771198116598,0.19910141746754823,0.2303658250798411,0.04631418877909463,0.03927581592829506,0.04317840912445307,0.2819703415152716,0.23740468291609912,0.25292822808564897,0.19482803148168162,0.5518422694208295,0.2860032583034849,0.30423458611009624,0.11847898506088375,0.15155052178977294,0.15546746291380462,0.17057126851549434,0.41535863029459696,0.4878924935621404,0.5661142652805771,0.49397404462118,0.6772903858584189,0.28801550661611675,0.28177385024623697,0.15535920757983956,0.21010565790833144,0.3256436201494821,0.4260503794677112,0.46476137678776414,0.3879912220800664,0.5047765571234428,0.5507666195062619,0.6169921051410449,0.8900054567253523,1.0,0.8956223569655001,0.7701687864220468,0.35607072319832767,0.057396184620928735,0.29885475899801145,0.27159748720413,0.25160203096968814,0.2615180667196334,0.2458070017601179,0.15099971106544136,0.718316887408265,0.4137217475704802,0.34326963892171714,0.41053362191399817,0.6650909677920608,0.30267968369683085,0.280438976969232,0.09427098233723999,0.40055221699314847,0.5132798856488392,0.5439005373480021,0.32490506445027545,0.21356064186874538,0.1964783898435576,0.38627794427580375,0.5106168775273365,0.47902176424743603,0.694928764165476,0.7920520320352412,0.6698798713475869,0.3723823974603235,0.3368299713923957,0.30216738325441783,0.1356713579832225,0.25124637248894705,0.47139236474075746,0.594092261936488,0.030225277117228316,0.03535658482498817,0.5938443609693072,0.1561449648837888,0.169898757224238,0.28181665159665686,0.2897813329725224,0.2436145056429678,0.026219510890117797,0.05383472511267333,0.06341734607779999,0.1016848328648288,0.28489829129989774,0.29736900797143095,0.18976683992984306,0.277192848006972,0.2841316497528427,0.06654120291299107,0.3281780980947518,0.3382366694997167,0.08248331831348642,0.1882204486835522,0.22308550116792392
Kostner,0.081207328458551,0.39613496844843377,0.4731092485942689,0.3793315346575091,0.2878853434454887,0.29412313932323975,0.30455417279807506,0.31603564746229723,0.2979156013575148,0.24276882579914122,0.1683247293152708,0.2480717573229528,0.14426663834957817,0.15037414717499725,0.18278523096988017,0.18799649690910053,0.13852959475341986,0.14658945110630206,0.2701695929061966,0.24586109347810112,0.24720439257541235,0.2600922226166527,0.14113788165804203,0.09365985600684085,0.11478575529583132,0.23445764001693514,0.2672615706699726,0.2831767797155964,0.13739845456350444,0.1505484840435937,0.19148482276200662,0.2226595467839094,0.20359191586008088,0.2632514977085955,0.053480892555739755,0.17783939585831762,0.2469727483096507,0.07517096801827203,0.032397799263059635,0.05920922640425678,0.5460622960644668,0.06841727790993664,0.1949585012327109,0.2531583161510267,0.04795497516648583,0.08358345753113164,0.08800538790350544,0.1868049290176447,0.21479895379016756,0.04670819092046817,0.03847453884120447,0.04223854210068889,0.25434442919545414,0.21489386750738626,0.22845699154408686,0.19454884915638762,0.57197743335915,0.2577000831178045,0.27403010510943165,0.1131719818081513,0.14959890771609702,0.15296627821697442,0.1634813236466457,0.3750632941460318,0.4423278050127208,0.5172170380597112,0.5452056883299282,0.7195282692406837,0.2590873076414341,0.27530354652481986,0.14448709233970533,0.19154599276952697,0.3298767018316705,0.4107519039575402,0.41846680277754333,0.3478148170356719,0.45223481397856985,0.4932790589975981,0.5525921239371234,0.7971090386120455,0.8956223569655001,1.0,0.8590019008333794,0.32309121746255764,0.057799679672351126,0.2676697210390966,0.24489128636942784,0.22843961140450328,0.23681502647441594,0.22573101369932988,0.14706093671095338,0.7080047024827465,0.45815341245982927,0.3808389638855015,0.40853561668102717,0.6193427760725174,0.33610890165137297,0.2526426808641767,0.09859716315935203,0.4357876715706801,0.5418174495694765,0.5070977943270838,0.30889940899331947,0.21138439667378048,0.17976422786052657,0.36358038565000433,0.46647474549526874,0.4321768439384294,0.622394061017878,0.7093798614040849,0.7476717149255443,0.33558503044518584,0.30320843066178693,0.27176198009040226,0.12914907586185936,0.23327370848981124,0.5047652297223034,0.5878885118409022,0.029673964874368842,0.034655973971725644,0.574741990361803,0.14782744103985757,0.16030279918562718,0.2545685426105788,0.26083007158027943,0.2222644950471238,0.025806686860855046,0.05250403165942987,0.0614890044100826,0.09742859444821447,0.25792254407983867,0.2683418725727719,0.1798029798443529,0.2495520917405363,0.25570051064998733,0.0709935956981342,0.3604493064212075,0.313271458495677,0.07808004193925243,0.17432979674997606,0.20490420299873688
Cicero-Douglas,0.0850725798647751,0.43540976607642157,0.5051079305477587,0.3287359491228497,0.2482428575691752,0.25450776856698004,0.26483703951823095,0.28108827342961,0.272452441951916,0.2278453082455092,0.16405798458489804,0.21473052381428814,0.13374158767691222,0.1409038939586405,0.16628376569187384,0.17024437193951358,0.12748303751936116,0.13431242174588576,0.23222380778120139,0.21169991296512336,0.21280220199088268,0.22346148026893398,0.13978218159619923,0.0878929879448909,0.1067781806516044,0.20838029339989306,0.23323131615626644,0.24394854323534737,0.12396801247345517,0.1364137355573587,0.17644004977620745,0.20833454038925153,0.18039490952781256,0.22614672963824897,0.05802265418280024,0.1588946549519748,0.21630842220339713,0.06921339290557926,0.030537148016199937,0.05513018710940963,0.48651876952612594,0.06329338562270638,0.1734609655006385,0.22069017855257544,0.04494118108527159,0.0767046296176587,0.0806672295916589,0.16654114772234754,0.19019199467328748,0.04566618575055188,0.036215160666946196,0.039681728378553015,0.21888130835929154,0.1892973702991917,0.20050151677304784,0.1866936695511625,0.5651020417427868,0.22164140405583804,0.23564241156910212,0.10307069478655492,0.14165309079248423,0.14422977155964362,0.14929024428453294,0.32288578215086344,0.381595923647079,0.4481846457158555,0.6076244674386029,0.7227337489381556,0.22267401182494753,0.25632927342019135,0.13279189347393802,0.1707109342546472,0.339171285897196,0.3930232146662921,0.36469046326316606,0.3006297904207351,0.38878431969949356,0.4245979833504305,0.47561999525906645,0.6857476381279561,0.7701687864220468,0.8590019008333794,1.0,0.2790357464181757,0.05637093900783615,0.23059788523746372,0.21070393198482237,0.19745431553794207,0.2042992158652153,0.19696389800884923,0.13693982766505422,0.6463906961414912,0.5165776865748419,0.4321322170170635,0.40807866804343573,0.542769411032391,0.38250857867156796,0.2172744261182194,0.10134247907911666,0.47280732425957794,0.5524706179007989,0.44640417588607373,0.27855712997111143,0.2004393732363209,0.16112421059334184,0.3376354029710421,0.4148295183848902,0.37184255632710594,0.5356433180437863,0.6104104347688053,0.869348879243317,0.2886243052088713,0.260657714445321,0.23354835507230487,0.11711465064575713,0.20562833523079604,0.529207543155086,0.5462594143891887,0.028020989389809046,0.032650993000092124,0.5221381048275101,0.1331779163664365,0.14384344185061523,0.2192551523271144,0.2242245470439424,0.1928594684059102,0.024453450885468377,0.049119444868772934,0.05709138760855918,0.08908523696943808,0.22245736222747473,0.23097350313806714,0.1620221042861496,0.2145508487383177,0.219799805949325,0.07533430416575947,0.3998108556761165,0.275201801530293,0.073761200896076,0.15914817909621526,0.1846564595435165
Morgan,0.06021145980934819,0.17440800492785452,0.2221817973237169,0.8329532993469486,0.8801302363997978,0.8974056766435886,0.8375147987609274,0.6027830172366976,0.4426675143896729,0.3194157313027831,0.18547944044467546,0.7619696443753595,0.24555019294161187,0.23165794492717381,0.3494759365314711,0.37290278022604173,0.25337355174317966,0.2757449522342147,0.7485078492731749,0.7412090084077525,0.7408189914939881,0.6986806927767732,0.14368435053143847,0.08202336420361771,0.10493962749053422,0.2813487953628763,0.39238735077526654,0.5519289869120149,0.16074254997883403,0.16578222134641885,0.17195798412552987,0.1712169865354677,0.2657857901292768,0.6474346983485132,0.03207363393587427,0.4090916273771146,0.6601481182213027,0.14830587814768664,0.056423575264965546,0.10894874097454348,0.5135873876150602,0.13098930854924867,0.4593295826686086,0.38820668614622256,0.08520041298644179,0.16776251434794873,0.17745651468223364,0.4349760516969154,0.5213901725078334,0.060041274603194764,0.0670385468268751,0.07425735447730722,0.7538969603477567,0.29790644505135594,0.3270112078446017,0.2318789652885033,0.31942481541856194,0.7469541743263597,0.7762244653370454,0.23414679792285337,0.21169772547736468,0.22295083912741298,0.3098593410630697,0.8322467969672506,0.729769244472988,0.6204600545320706,0.2110107356694013,0.310361425177186,0.7205680621007495,0.3653656808492447,0.14077543713248108,0.23732961995325663,0.14286613431207934,0.2261380948468638,0.4585809080744753,0.5273425804157676,0.6050561294110567,0.5538971380008205,0.5188014232388006,0.39343900265022175,0.35607072319832767,0.32309121746255764,0.2790357464181757,1.0,0.07432977736065999,0.5366559829112352,0.7246134791818708,0.7065535635822507,0.7307617294682456,0.6446238121193067,0.23998261160272416,0.39598374948901527,0.176610257460085,0.14671966055251812,0.18795836761233012,0.5021300583672379,0.12937207851797866,0.732308946070093,0.0816567696592224,0.1975762409483228,0.2813334775789681,0.5803219929944848,0.5139439911828505,0.2694490378265449,0.21257239271539047,0.24873227200596482,0.37214089920992344,0.7294232382491828,0.4783773129006933,0.4328923726053617,0.24542871605295571,0.8447037375721048,0.8064129084214305,0.7401421018612426,0.27260164554580935,0.5836347015095085,0.2466694801568891,0.40523389674373084,0.05120527360650372,0.06033349641224913,0.4520828910874938,0.32446926742224474,0.3604152059365026,0.7696142978133627,0.7358217459574192,0.6730529241484097,0.04368875425220221,0.0939290027986892,0.11536744796617296,0.19837721344515666,0.7939975257450594,0.7943443123581669,0.37868699693358826,0.7145265363441269,0.721601468700274,0.04874157966629989,0.15534478711140934,0.7099219551372493,0.06628200200787315,0.17337374064630043,0.22100096418870838
Oakton-Skokie,0.26867303621272964,0.09368984258011387,0.09865826254462429,0.07995286489216989,0.07013675986395931,0.0785947803334648,0.08822527562608443,0.12182474518807918,0.16059800372369318,0.21967839259954947,0.34327691092428936,0.07906424447729885,0.2936334848636555,0.32013962921836947,0.20550484705714114,0.19122997120843263,0.2728838662420744,0.25032247986396766,0.0581147735960092,0.06426567293786911,0.06342685472563307,0.05437449683547386,0.3934933410544197,0.0065368122646885535,0.008291704577693232,0.02152221268396902,0.02949027326197357,0.04102622330413217,0.012090831313220755,0.012621915188638907,0.013954843955271237,0.014892908498378243,0.019955310647894742,0.04918504323649695,0.12785101904234894,0.159491129015324,0.10468745272027917,0.3203236395455029,0.3879653525569372,0.39774409329819654,0.09114907652791814,0.35243743827506024,0.1452893716529159,0.02899368743357734,0.4313115412604077,0.29850783806004083,0.2904440585025613,0.1518717952734438,0.1308539321094449,0.8045748881007936,0.4233879307752924,0.4290746137355075,0.06264150152349861,0.022281571255242796,0.02444701500937506,0.2924371263768494,0.0997364856557132,0.06048205233271953,0.060428490037635806,0.24752403155828528,0.3501255037899497,0.3332164224197081,0.22760136197194408,0.06682591316228371,0.07112331047278667,0.07505375703394924,0.07512191019359579,0.0779938368401756,0.05689634320810496,0.1897828549129016,0.011003133188733295,0.017889500512813454,0.019163312388078346,0.024760400792102195,0.0390100009851174,0.04074465985394484,0.05293367423260691,0.051521074207537106,0.053072368248577965,0.056733871724955726,0.057396184620928735,0.057799679672351126,0.05637093900783615,0.07432977736065999,1.0,0.039936083976269146,0.06137704469630508,0.07488487107425215,0.06985000873109846,0.09754954558488103,0.30526080706461173,0.07986592744144085,0.07421134258327602,0.07242816633281615,0.02364376367293369,0.07765372333849038,0.0705277839926442,0.05986909843603164,0.3502105315674994,0.09652772037920619,0.10062184903007215,0.0884241085493544,0.1408752197108871,0.2601282868373456,0.0160910214620909,0.023827170972655593,0.035194705386980676,0.06553652768725922,0.05451194533144909,0.05582150265797238,0.05610270950144407,0.06318737528639884,0.060244079816801306,0.05704967289192409,0.22249877631940593,0.11898885571831849,0.10007020460020923,0.09644708437722549,0.37509905278574446,0.4032171997010351,0.09422260966643953,0.19223127816835225,0.17602952230889815,0.06555655590877987,0.0583315735876866,0.08451346492231826,0.3535013766664608,0.428412336545675,0.3767490303911778,0.2736156960675982,0.06998306478941729,0.06399583321400246,0.18170623533893349,0.058235653860042494,0.05768348108531977,0.2122909998034955,0.0906635273082245,0.10458092342301288,0.005319178868355517,0.013582451881907685,0.017120001179265695
Cermak-McCormick Place,0.0337615199698758,0.11787268688967387,0.14855013180259877,0.4821839441524373,0.5655185464122594,0.5065189692358344,0.4526057985320633,0.32423732141494627,0.23938501189968953,0.17244839805196097,0.10042277047175877,0.48202118923210807,0.1330375978079924,0.12461927649419823,0.19017344565876879,0.20354594914257634,0.1385240862023709,0.1510437241412933,0.6722617339439738,0.5836292333879065,0.5926674903224035,0.7079175642531393,0.07804713882793923,0.14335552069381097,0.1837333630181568,0.4926473847769881,0.6939017705725995,0.9452299181455621,0.29302549562389585,0.2977762754120442,0.2889927863703299,0.2704309049184,0.481766751815539,0.7899844298281746,0.018727090401319473,0.23053500127676016,0.371632595531276,0.08392217835372548,0.03154233916611737,0.06100311345867668,0.3295650917505643,0.0737651367756901,0.25818528498917115,0.7020923077429191,0.04754212800271001,0.09503341515937241,0.1004653924211394,0.2447908838775284,0.29208503848483613,0.032278724341621386,0.03738883238287163,0.04143236103786335,0.6082811279525593,0.5425848495173153,0.5945711737229618,0.12524059903884954,0.21029625389358528,0.6334436033127349,0.6491944148633241,0.13209302653446986,0.11363145617656488,0.11971637625868141,0.16920083870416475,0.5744867788844511,0.4995407655479092,0.4275797664795176,0.15296986193515832,0.22401029101590647,0.674938371564193,0.1980233022805805,0.2470841618111339,0.428560999283626,0.17200654391066328,0.2854889744380639,0.5880750983362013,0.7505608184390997,0.5867116273778821,0.5423647174807384,0.48421841641502766,0.33577191424231245,0.29885475899801145,0.2676697210390966,0.23059788523746372,0.5366559829112352,0.039936083976269146,1.0,0.608578782375492,0.4873115867222487,0.5292732013101261,0.38349354769750493,0.12954341751843304,0.2806519052727794,0.1273089267109397,0.10521084794806615,0.22428808461852812,0.35262492895141645,0.09255423936944852,0.6337725779545723,0.04512859957461876,0.1328248344296159,0.18599867262662415,0.3670167558374788,0.2771815063349903,0.1452463346742873,0.38252952624113107,0.3430791380490634,0.4615583458195155,0.5417832865412009,0.4299574174174351,0.3772711145563702,0.20047018810164077,0.6264814717461094,0.6627887524591624,0.6864998016684939,0.153566966206644,0.3257566642937918,0.1640409899635659,0.26396962046873373,0.028602314457982364,0.033693965677056535,0.2926599041577454,0.18316981531749899,0.20360034157991122,0.5821801483182957,0.6603022210822915,0.4315481528249566,0.02434826537973269,0.05240257129967287,0.06482846913175407,0.11216501571197743,0.5494904983062452,0.6086354392119842,0.20911299426506894,0.6469800269876382,0.6614686626468136,0.027678078934052584,0.10544386296091564,0.3809867115674364,0.11569136918187393,0.30160050748874334,0.38535262247059593
Washington/Wabash,0.04520048337190139,0.12657403134347317,0.1612151635913972,0.6043061696246693,0.8216743868306932,0.744813052220807,0.6597426455277934,0.4637632268353588,0.33947562448763113,0.247654058985484,0.14383521479792147,0.7757747056862776,0.2080088760046171,0.19127575488674373,0.2979847786087865,0.3198998420864087,0.21940053305615725,0.23951714251616615,0.8822432503033593,0.9547873142840057,0.9675522089081005,0.858745422465593,0.11097341769158121,0.08724743755660233,0.11182057805684784,0.3000634247200716,0.42314252816905984,0.6073682767179185,0.17976943337284623,0.18165152728053965,0.1767871220285063,0.16835983182414266,0.2939683239658197,0.7703286086435666,0.023647754419404043,0.371232905081827,0.5862861499394353,0.13655126486690505,0.05117960865478977,0.09890620594687731,0.37308173735867217,0.11984180258065215,0.41409288932412197,0.4273028069135164,0.0769987240358557,0.1546209819564751,0.16338360656419346,0.3933985330880229,0.4656220665461789,0.04981581551905748,0.0605724930283107,0.06712300490206298,0.9607021631281644,0.3312874471388879,0.3625369445386643,0.18039697839730007,0.2317904482926194,0.9444296117842678,0.8877793790435492,0.21418080897580055,0.1719164471082809,0.18183217332546303,0.26691354843358095,0.6520742788705053,0.5477627020905044,0.4594140682249544,0.15446337654756934,0.2277803938001332,0.8984739329604741,0.280209497101134,0.15037324432276097,0.2614080145752533,0.12155694289540221,0.19806340301004213,0.4190816135468345,0.5182027186646587,0.509359592422511,0.46057149482496795,0.41937231588712187,0.30265018327209814,0.27159748720413,0.24489128636942784,0.21070393198482237,0.7246134791818708,0.06137704469630508,0.608578782375492,1.0,0.7999187316892266,0.868372291790908,0.6207939565422687,0.20098512727026513,0.2906809511255986,0.1290489853972527,0.10705144017594255,0.15997374021962207,0.3699735930379422,0.09432761441913995,0.9561247353530319,0.06193087882520448,0.1433744091112679,0.2041178400956443,0.4216228129502321,0.3948125407587841,0.21037115693456124,0.23325469625415252,0.22781021608983365,0.32932813355277113,0.5666324818328331,0.3784541852862812,0.3367093993793545,0.18438214182631746,0.729177591180095,0.8008389024099903,0.8663300532500591,0.24854534171077225,0.515289889996795,0.17896859853839714,0.29416919195693664,0.046398808866677715,0.05463617115675549,0.328264000497454,0.29623960895342205,0.3289498333749793,0.931226767273196,0.9125589368050854,0.70645365943289,0.039461866327804164,0.08483939446011465,0.10526676026243081,0.18222091311412736,0.8737990856712239,0.909478243258591,0.3326098669079288,0.940627093463207,0.9181697876507648,0.03633676794247325,0.11274756883520942,0.5501178698512957,0.07041127727180381,0.18360471893176658,0.23463941814347025
Chicago/State,0.05174629433280576,0.12905465471266328,0.16435470370688138,0.5984781221755245,0.7814463217737173,0.7743997538215591,0.7164912835833388,0.5250624451329217,0.3891582656017723,0.2886822698984589,0.1687699534406156,0.9086603145258845,0.2547758193110275,0.23213575691006264,0.3643905929329556,0.39158939375504326,0.2704578381703825,0.2953156851572741,0.7190535341042841,0.8349626466320393,0.8222280243902297,0.6883586214493886,0.1300386789232515,0.06986607648953479,0.08954582699541494,0.24060169108225551,0.3393856572318563,0.48780087198729766,0.143820244393002,0.14532191053592133,0.14220284372944716,0.1365399809636405,0.23517899194898342,0.6168163162811019,0.026424615128021994,0.46045130842108994,0.7070251689069974,0.1704600497489948,0.06385354136776807,0.12334271172764315,0.37435810614474796,0.14953787825714268,0.5118949110796899,0.34214379597912686,0.09599850716868291,0.19300303613074557,0.20390510998372188,0.48716079659181466,0.5721584297094297,0.06091896038893967,0.07553279617545673,0.08369819956335893,0.7998287752223525,0.26502512372691833,0.2900730561842961,0.21174107601851436,0.23551354306155736,0.7681065654576625,0.7379229792896105,0.2669559562380283,0.20723153852334386,0.21953841810022076,0.3279603871868834,0.59691087913614,0.5156235661435719,0.44016430886584684,0.1524802541341754,0.22305064403979355,0.7217929618737945,0.3228806778224636,0.1204250862734352,0.20913586250388114,0.10383259971709617,0.16708042303469636,0.349748800018337,0.4243932191282917,0.4426421274841588,0.40190622497682965,0.37154796362638953,0.2780344295635222,0.25160203096968814,0.22843961140450328,0.19745431553794207,0.7065535635822507,0.07488487107425215,0.4873115867222487,0.7999187316892266,1.0,0.9207161334800581,0.7673005062939066,0.2452259771722523,0.28402533068215635,0.1280963622080173,0.10679238230469822,0.13672834331844122,0.3581189614926505,0.09435081934797342,0.7688960657911292,0.07161196184713815,0.14617964289409477,0.20785580175392607,0.4216081884000984,0.45064383343718534,0.24712283927741693,0.18661849750104428,0.18887107713688783,0.2774992043437806,0.5184216351418692,0.3399395018426836,0.3063397144145383,0.1739339725288143,0.6453527378988134,0.6820218998672608,0.7040775598423168,0.3094876528091553,0.6274520745017057,0.18242875890017152,0.2973794445486625,0.05788625247652365,0.06815182985155288,0.3308335794032424,0.36861333305648314,0.4089790541283961,0.832400201203294,0.7368954323915176,0.8815626450299471,0.04922007876362815,0.10575645668298567,0.1313358393665721,0.2273187554173634,0.8643415389057495,0.7858860742287185,0.40990933120975,0.7525769773239298,0.7367018500796924,0.041263126929953466,0.11496430192573084,0.6157175346414048,0.05638324207102718,0.1471733752088222,0.18811387968480023
Grand/State,0.049573016532161354,0.1294156388468689,0.1648838188364609,0.6119015448249852,0.8220471478891699,0.7856937061088428,0.7096571241001007,0.5075752905200095,0.37354596304600973,0.274912140040495,0.16016253738509528,0.8789592858162874,0.23730775277241878,0.21713096070992235,0.33975357053526023,0.36495961301848423,0.2511449758527839,0.274210131418459,0.7799234795708867,0.9068621851329868,0.8930309677226679,0.7476339295799926,0.12345104420768807,0.07588215075007011,0.09725646326475519,0.2612939638146354,0.36856727605737083,0.5296809498430378,0.15610876406961147,0.15781298928084142,0.154346466071193,0.14791305820937026,0.2553945895567624,0.6699209892128719,0.025554006711733704,0.42631979521264346,0.6652671859759534,0.15721159982188174,0.05891094126077501,0.11382880587063401,0.37880749586426204,0.13795381080679842,0.47484785468076296,0.3716059931549661,0.08860661084670593,0.17801166206913974,0.18808925702414514,0.4514606559653604,0.5325236326166163,0.056762474010597794,0.06970879663363591,0.07724640190688861,0.8682124972921593,0.2877981652308457,0.3150247646954777,0.2009580458865794,0.2367555797331485,0.8339340886793951,0.7986495114404162,0.24645269555183902,0.19441386520531606,0.2058191809657236,0.30505486787914365,0.6269935377692095,0.5353421611705872,0.45344295232896686,0.1547833049348608,0.22726269279206157,0.7839215565290029,0.3090694113297981,0.1307945323600799,0.22711670249366184,0.11074279997198341,0.1789586690776795,0.37614313440811104,0.4588831074921654,0.4708370570374018,0.42675135430326133,0.39250255189714933,0.2899051398336027,0.2615180667196334,0.23681502647441594,0.2042992158652153,0.7307617294682456,0.06985000873109846,0.5292732013101261,0.868372291790908,0.9207161334800581,1.0,0.7124632916817887,0.22882039531592194,0.2898327706102961,0.12973503827734092,0.10793574778500392,0.14582662072450794,0.36706182223356076,0.09525430486835267,0.8351065213544915,0.06833616010112416,0.1466169093127197,0.20871310924440264,0.42751522391151514,0.43365270743199225,0.23450144050526248,0.20266696035006113,0.20337363582329746,0.29749145908649394,0.5434004596157478,0.3573829782820587,0.3205693440481222,0.1795027398538676,0.6860251119107885,0.7332030571705831,0.7638050317598509,0.28588600243804013,0.5869327566624114,0.18306117013281917,0.2997455283317694,0.0534069819535946,0.06288474605726006,0.3339996696176302,0.3406527676304833,0.3781432598906405,0.9012481884611911,0.8001387789276528,0.8134744770479186,0.045418015772964254,0.09762300050938046,0.1211705264701968,0.20974487144750212,0.9177729849336828,0.84830410336375,0.3807731136086883,0.8171680372693444,0.8001400434691108,0.039655514431855776,0.11526593895746017,0.5993506489781164,0.06123833793867338,0.15983484797478129,0.20429439506174432
Sedgwick,0.06495349414979047,0.14330965266430892,0.18177814530546227,0.5849517401374612,0.664518554011825,0.7167251646665919,0.7355089035918788,0.624978131303336,0.47969469585892444,0.3643757326457611,0.2151240536949312,0.795567688825634,0.331992110987476,0.3017857296836557,0.4745925235618479,0.5100962621556899,0.35233931588682726,0.38471466821982114,0.5704527184380044,0.6499956492797205,0.6405549005574545,0.5393344812475231,0.16576712264387441,0.05540725262585084,0.07099848150916037,0.19129088834281877,0.2695013062110816,0.3870397093482545,0.11242560488289009,0.11429019639341188,0.1143957799182937,0.11196500529030619,0.18481038721239623,0.4835907849176376,0.03254576869053911,0.5979966876803656,0.8853681389789929,0.21882907165404897,0.08217422078466116,0.15889308748895078,0.39471845843181086,0.19228656614202133,0.6664804900484276,0.27001477168669824,0.12375831500696857,0.2478030982529002,0.26195564032262353,0.6335810454602734,0.7454838677142172,0.07938274761533634,0.09733832144765456,0.10786718803866359,0.6277655935136771,0.20808951444487278,0.22810690202903747,0.2696278993181744,0.2573165945572293,0.6034602709969278,0.5902661540971655,0.3441642433074505,0.2686501132812389,0.28479701527966933,0.4274209668774955,0.5372281115189483,0.4891304834442276,0.4337203918420925,0.1627162410418564,0.2337509862267749,0.5659172210279722,0.40226177518654865,0.09545888070794176,0.16444752127419923,0.09280768501566436,0.14593210199475917,0.29665049005947386,0.3487883415725299,0.39021558796351463,0.35810717479300885,0.3384597215682446,0.2679602290543645,0.2458070017601179,0.22573101369932988,0.19696389800884923,0.6446238121193067,0.09754954558488103,0.38349354769750493,0.6207939565422687,0.7673005062939066,0.7124632916817887,1.0,0.31932814301125206,0.29442467931444294,0.1379655760652567,0.11596768172357244,0.1219664744601427,0.36283762068368225,0.1029184366303447,0.6005924179422458,0.09053284198980928,0.16201749049826053,0.22844896286730798,0.43866281474158975,0.5489439809663416,0.3145326785261908,0.14683580213869676,0.1605142106598029,0.2398918176159061,0.4764691707981832,0.31617832559383036,0.2906900602094481,0.17539887190021575,0.5545759412070199,0.5623619281322693,0.5586085823955792,0.39979100765607495,0.8115245411957175,0.20132685541053122,0.32030147569844764,0.07450676777189043,0.087756375903003,0.35324720167620055,0.4767162741611357,0.5295832700951826,0.6570378159044427,0.5794101386659298,0.8653617818928374,0.0633970349422996,0.13638639947833722,0.16895943934979443,0.2924109488340675,0.6978505039947596,0.6299647342479633,0.5341150483651357,0.5856258613062988,0.5761825871130746,0.0514776435034916,0.1278673738720214,0.7013546320608072,0.04472269717141252,0.11707947953078751,0.1496315665571816
