,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Sox-35th-Dan Ryan,0.027512102187651124,0.10942284091183849,0.13573325418190846,0.3683113889613823,0.4026499007854341,0.36364698942054297,0.3287542797708428,0.24207123374876427,0.18170356806900054,0.13113355697251589,0.07722118523739113,0.33828342563865327,0.0963882173381093,0.09142889630218554,0.13714264596455347,0.1464137773604539,0.09948268749157049,0.1083242554561565,0.4707524220253685,0.4063518626627962,0.4126354506426461,0.49266907610121696,0.060500627408384626,0.20549858841119076,0.2633604133013989,0.7089146260681084,1.0,0.6954522407899426,0.40928798169191344,0.4220398848883459,0.4163595164636285,0.38510838357371874,0.6765122842541005,0.5490941860987465,0.015986189259905755,0.16321758382580887,0.2643041036743633,0.0591642117568042,0.0223246831913019,0.043167332067231175,0.27834338903585965,0.05208660865005065,0.18307440906549033,0.9425076022966838,0.03368759540898261,0.0669864070294363,0.07083650483493778,0.17344840462920294,0.20753934162766077,0.023782943594770414,0.02649506312378591,0.029356496887126392,0.4242189712879352,0.754290779332496,0.8255942475877984,0.09564079625647658,0.1869664760006837,0.44178630887098624,0.45609707589644877,0.0933051490075492,0.08422237895225242,0.08846139268966749,0.12164922270191963,0.44108941900785514,0.4036845636042427,0.360110532895603,0.1469237055168118,0.20969534549900748,0.470118985214461,0.151366439468682,0.3541462242957588,0.6048117625673978,0.2198139442338762,0.3637222652963395,0.638592428006714,0.7137204181455409,0.523029698339361,0.5072084525348614,0.4611215874208799,0.3311560958814087,0.2968001962634225,0.2672615706699726,0.23323131615626644,0.39238735077526654,0.02949027326197357,0.6939017705725995,0.42314252816905984,0.3393856572318563,0.36856727605737083,0.2695013062110816,0.09435050313775718,0.2548738197113483,0.12283376351898793,0.10188299047765033,0.28149007123694486,0.3099364504343942,0.08985417618709213,0.44119733586511745,0.036048950357998745,0.12234597920633418,0.1669523809262113,0.30375989699392014,0.20878129980002494,0.11026084436228795,0.5416064149968296,0.45332755370059524,0.5396301388463896,0.4400489249155287,0.4153564447615347,0.3689172965077216,0.2035949438628035,0.46400273986326934,0.4758589004656031,0.48085896276622403,0.10857191978639821,0.2319961316716439,0.14871585487602718,0.22953114479662087,0.020250255747308966,0.0238598780663277,0.251338195199746,0.12947629049651327,0.14394381980113624,0.40664205029339995,0.46053274345934797,0.3012498730747395,0.017256150901803456,0.03713800359269708,0.045808072631195004,0.07913756638541018,0.3851956233951127,0.4271751416134615,0.1492995628623453,0.4497515789082641,0.46042246474485804,0.022908258073324916,0.09852325813321376,0.280853528095462,0.16585191292208892,0.43359382851481537,0.5542473488936281
Cermak-Chinatown,0.035282304200290625,0.12449821029582922,0.15681689522693426,0.5011191119594847,0.575569312734147,0.5172588419513756,0.4640421454532715,0.33468710823586023,0.2478383116870121,0.17851051619956132,0.10411593052790019,0.48610147590780206,0.13600531514097505,0.12787500006009261,0.194163683915376,0.20763956787784063,0.1411844433408119,0.15387281794141683,0.6768904951166684,0.5838615745790622,0.5928671189220056,0.7072591452532934,0.08101680720374152,0.14293988060272222,0.18319497656672307,0.49304398625837437,0.6954522407899426,1.0,0.28886178700054904,0.29510954807555423,0.2910625848397923,0.2751796746516844,0.4765975285628267,0.7863323442310057,0.01966121745930371,0.23359533255607307,0.377598505671329,0.08481210007679488,0.03193692199993948,0.06176671776823432,0.3465585762260615,0.07460984809853784,0.2618370823310841,0.6972380269522889,0.048166582989351725,0.09603475203076671,0.10154225890842335,0.2481510644016657,0.296548103965711,0.03313859962588379,0.037879712960614605,0.04197434043142388,0.6098345254188959,0.5359391895941453,0.5880531263559032,0.12970431136667573,0.22175947268705262,0.6350603825236337,0.6555166620779321,0.13365028173693036,0.11690589295005652,0.12307555118967563,0.1725453111504293,0.5985737910919318,0.5239514954196305,0.44995296483681885,0.161752924040512,0.23676769801353506,0.6753780079774009,0.20523429428023798,0.24636252731555577,0.42438821930164367,0.17951776969456323,0.2976351496644492,0.617976339558158,0.7898929363137309,0.6204152483731021,0.5737889840219925,0.5122756720598808,0.35522603285052295,0.31616913809966174,0.2831767797155964,0.24394854323534737,0.5519289869120149,0.04102622330413217,0.9452299181455621,0.6073682767179185,0.48780087198729766,0.5296809498430378,0.3870397093482545,0.1326496211854952,0.29638337332601145,0.1346229082033262,0.11125756643959636,0.23444839855035093,0.3719477671842591,0.09787547474269534,0.6337650781892564,0.04704656850642797,0.14025571413931257,0.19621448748138662,0.38534337281503106,0.2865884592646288,0.1502698995074635,0.3791239894109528,0.3554579635500056,0.48393040223753414,0.5689812235411774,0.45487056213901594,0.3991306284551235,0.21207645380518822,0.6478180616102868,0.6780266993594345,0.691421186950887,0.15546000074043428,0.33113343739725287,0.1731188681672319,0.2780641255159376,0.02896420187458361,0.03412431148405234,0.30807434981543075,0.18542334093124876,0.20613581101469305,0.5847050544842736,0.661966218349838,0.4331699654399881,0.02466787837392155,0.05309615379853912,0.06559291134310423,0.11341139470947269,0.5537130132420307,0.6139972216069215,0.2126980586153688,0.6452852939472262,0.6612462179458507,0.028974153753980523,0.11139224635042029,0.3921604006151816,0.11535943871407767,0.30155436076273023,0.38547430436895413
Cottage Grove,0.012062723474034576,0.05443646695823671,0.06555663709279266,0.15121745415520135,0.1662624776938462,0.14954590480543434,0.13473671298816964,0.09920658803591048,0.07485781053085316,0.054147631645987813,0.03213729388738148,0.14131371101686224,0.039471066566433545,0.03742811810148486,0.05622225868301935,0.060069049115405546,0.04082486025897856,0.04447817580474351,0.19704166350122124,0.1720043931309581,0.1746429447283246,0.20824394406589553,0.02532970217894589,0.4597076601939067,0.5781820098674577,0.5572519890534835,0.40928798169191344,0.28886178700054904,1.0,0.8872192246136205,0.6239263562830175,0.48853337211692416,0.6047732694539918,0.23238619171958474,0.007419116543289213,0.06756189903035578,0.10908553718105612,0.02460384943723131,0.009242785688596341,0.017875506004241207,0.12057594790720236,0.02161890150427804,0.07568901656412579,0.4136642571530729,0.01393144905732903,0.02786162658392572,0.029451197033094862,0.07174998083379303,0.0856828681768349,0.009747037676649455,0.010956140126649036,0.012140978095996952,0.17879827946396395,0.538915981323286,0.4910176078861602,0.03962238491542469,0.08626945481320873,0.18611956103124755,0.19023075051208652,0.03870859047574613,0.03453229083042657,0.03624693119244846,0.0499093008995418,0.18091441795784097,0.1681553183193327,0.15377213735284248,0.07541894923870927,0.1017311543530307,0.19845035490802218,0.062588532856021,0.7294690031256198,0.6758582703332878,0.19508669179700952,0.2784300167254971,0.29537633901536764,0.2963801763820584,0.223217403012044,0.2233428359227238,0.20891195384881248,0.16314125776351066,0.14959526998863093,0.13739845456350444,0.12396801247345517,0.16074254997883403,0.012090831313220755,0.29302549562389585,0.17976943337284623,0.143820244393002,0.15610876406961147,0.11242560488289009,0.03861838195555948,0.11800741589436267,0.0641226636135997,0.05399492820449399,0.2232900877330279,0.13750863652488826,0.04809011513343887,0.18663891627914744,0.01548521934298083,0.05996259733590832,0.0782408989509607,0.12939535996488816,0.08576223398453335,0.045531046623056834,0.7485959462917897,0.35139042390904823,0.29253660948478244,0.18302997942797322,0.19370329548775264,0.17729078439802073,0.1104375524522807,0.18997178746175272,0.1960024359291055,0.20119330754005577,0.044999047142515576,0.09565372011945611,0.0708632960871437,0.10266672685414271,0.008381221478795242,0.009873192616533933,0.11077180756275705,0.053673427564508554,0.059660432375539266,0.17095254462724133,0.19393318479980556,0.12702740654791353,0.00713479179965039,0.01535597443238353,0.018998212695916207,0.03287506434810529,0.1611012457234913,0.1783611046480622,0.061442620236638386,0.19101658775662034,0.1947204447492599,0.010222600330633318,0.04966285129913836,0.11495100998245288,0.3742732677883204,0.7331016164803844,0.670505982556852
King Drive,0.012990969421726188,0.0597079163733916,0.07158339589817879,0.15764993238283898,0.170099491280961,0.15347695184282237,0.13886113627262092,0.10327519612731646,0.07844128811220308,0.05687492076267666,0.03394802547545771,0.1436195325772569,0.040787656633280885,0.038886987642526974,0.05794063511645028,0.06182683016801162,0.04200807300307429,0.04573127676846008,0.20027547636917356,0.17398852173108537,0.1766766940934245,0.21094977200576898,0.026845126148245406,0.47376447259804016,0.6038389968319164,0.5864280732074911,0.4220398848883459,0.29510954807555423,0.8872192246136205,1.0,0.7032156419716593,0.5506327947926278,0.6179181590731048,0.23547577585925153,0.008087075491751243,0.06896314353866877,0.11160643411128546,0.025029233144629338,0.009429066507093558,0.018234730246690953,0.12869224243985292,0.022018940980394662,0.07732865454056642,0.4232191146250732,0.01422510061977373,0.02834147137983761,0.029966372207126463,0.07327316397987443,0.08763429460653377,0.01016849281362734,0.011187478860158981,0.012396194269966531,0.18117189805903663,0.5483129415293891,0.5008152921922111,0.041731765807513484,0.09343840901315521,0.18865350890728624,0.19362301871399945,0.03944389730701104,0.03602689949187927,0.03776749056974614,0.05137170759196214,0.18825862611476474,0.17685166344542713,0.16323257280939701,0.08291896590835257,0.11091947006279507,0.20106825857019048,0.06578741544460763,0.7931442971772454,0.6948086975781188,0.21977303478062557,0.3114604503663438,0.31536406274745604,0.30956358739062384,0.2360817797772321,0.23790319721609252,0.2239260931469748,0.17757373712743807,0.16342276159661526,0.1505484840435937,0.1364137355573587,0.16578222134641885,0.012621915188638907,0.2977762754120442,0.18165152728053965,0.14532191053592133,0.15781298928084142,0.11429019639341188,0.04000015238402718,0.12766051923754929,0.07066989790328032,0.05963195758638408,0.25072003808729987,0.1474403732980027,0.053178297928094094,0.18890260629721142,0.01657833035217919,0.06562444370618302,0.0849952094131221,0.13740852650542607,0.08959276367549146,0.0478391385253105,0.778353332446875,0.39146914957137174,0.31845490160437473,0.19226037300240512,0.20881706158884464,0.19216818067445107,0.12185401694405233,0.19616748778660267,0.20091282933032706,0.20454493148122616,0.04588540238524296,0.09793721151351796,0.0772066647614203,0.11046751256105809,0.00855213678870484,0.010076239461172842,0.118768952134338,0.05472743065839658,0.06084183269237409,0.17336180233176854,0.19664109427652898,0.12854929986843014,0.007285916167256692,0.01568171694952725,0.019359270627367513,0.033468818086084734,0.16369343600567468,0.1814176056587481,0.06301048998035083,0.1930962708446705,0.19714167396734925,0.011056304222391032,0.05457276663006949,0.11910993995847584,0.3832816439043553,0.8261827523026254,0.727962587420503
Halsted/63rd,0.015833100253055864,0.07682412203085723,0.09059504717526799,0.16932105670533723,0.1720499488074886,0.15711630985921582,0.1443116372946514,0.11131701756989185,0.08663654892495241,0.06350568976946146,0.038743320424665294,0.14299689348592465,0.04342092072114023,0.042107209647595976,0.06098245999161476,0.06477935228215137,0.04413628989315405,0.04789947598533476,0.19772145486070483,0.17005168237687243,0.1726626975269427,0.20585783975510138,0.030999736722192327,0.4683790667830785,0.5907859836582404,0.5822551321982921,0.4163595164636285,0.2910625848397923,0.6239263562830175,0.7032156419716593,1.0,0.7828968855165735,0.5559656388924802,0.22908203868502763,0.010258904239611708,0.07037932186305888,0.1139165789987831,0.025502386125214452,0.009733905820746607,0.01876617827753653,0.14978050483078378,0.022532188401976454,0.07902122810032332,0.4078210817562955,0.014699601371392545,0.02884894372961329,0.030515796704675156,0.07483150175483048,0.08969648257584513,0.0112290602915402,0.011573903807367699,0.01281533800889815,0.17777051074042868,0.5014331744344876,0.468239591416488,0.04711992713979317,0.11475473448175055,0.1850788286988079,0.1921479505591715,0.04026351792004826,0.03953312618968541,0.04126574030282808,0.05393033815339615,0.20006762935684022,0.19478201394852046,0.185705623271205,0.10736393117313044,0.13913185867930916,0.1966344856299896,0.07351591531432805,0.7516393986801794,0.6101890216680851,0.3114490017951113,0.42589251727055316,0.35726245156052217,0.32601689077914237,0.2624524419910904,0.2708511889970068,0.26105052136567153,0.21990805624156387,0.2053637915296244,0.19148482276200662,0.17644004977620745,0.17195798412552987,0.013954843955271237,0.2889927863703299,0.1767871220285063,0.14220284372944716,0.154346466071193,0.1143957799182937,0.04289533823620554,0.1555503052549186,0.09237267439514933,0.07857985831616011,0.3496381616866551,0.17385211953979307,0.0704208057816383,0.1845206151916958,0.019810423894872625,0.08375368131853636,0.10554623584308062,0.1570832097172061,0.0978371967208109,0.05354954107292152,0.6608123682596425,0.5216555980638123,0.387546486071917,0.21042492439355553,0.24890476219885546,0.23403581196600012,0.1593482587172506,0.20327238850409884,0.20341352961493617,0.20194462754423823,0.04687627720689342,0.10040268766413488,0.09691834799453633,0.13240854629665824,0.00883799793840307,0.01041187255234475,0.14053564575908536,0.055808266377769235,0.062006431577947115,0.1707167493034009,0.1928690090359568,0.12667519537991137,0.007551112692924104,0.016203805082902333,0.01985366875178715,0.03411302844275914,0.16237670727653516,0.18001429877731157,0.06528075357475312,0.18781969171613086,0.1924914243760226,0.013667016102389738,0.07069721573236047,0.1262369428546985,0.3808259800317591,0.8498410971727778,0.7308768620470919
Ashland/63rd,0.01812086469128371,0.09098130657134862,0.10579595892283343,0.17291843616988178,0.16831560796293993,0.1553113753555291,0.1444224434905582,0.11485649690635498,0.09129071395910457,0.06766577698257763,0.04209865291832569,0.13892170207191767,0.04483999767842052,0.04402374235920113,0.062293866701201565,0.06592313570241481,0.04515030289343685,0.048862163802573855,0.18958739974051506,0.16255361178721564,0.1649821720009169,0.1956402876031834,0.034017440579816316,0.4206161969771414,0.5113967449664051,0.5181948304526525,0.38510838357371874,0.2751796746516844,0.48853337211692416,0.5506327947926278,0.7828968855165735,1.0,0.47380439282916126,0.21657446727964827,0.012101499838366472,0.0702486454982732,0.11302916838151748,0.025620536829661478,0.009909784275562454,0.01901460315836901,0.16285795431973632,0.022719690624526164,0.07884888787278979,0.3723420166063433,0.014952700796106107,0.028942741332589228,0.03061388811207827,0.07468155665271273,0.08946676293724581,0.011983041237885348,0.011793517389272926,0.013047092678162422,0.17020950456314313,0.43606997807624387,0.41496973552270117,0.05073747514124433,0.13060017779531102,0.17701339272161248,0.18503212585937004,0.04038780194975933,0.0417472611683614,0.04343020657623985,0.05504995845211409,0.20190838884090834,0.20194493313409617,0.19754574653207385,0.12750404511920002,0.1606641974763758,0.18737511249949712,0.0782693573405839,0.6058659510916787,0.5078716020421726,0.3970328450810943,0.52097248377355,0.3691398592502409,0.3206066433894047,0.27141560050807667,0.2849507329936668,0.2802479983599451,0.24935783090149882,0.23608575978445914,0.2226595467839094,0.20833454038925153,0.1712169865354677,0.014892908498378243,0.2704309049184,0.16835983182414266,0.1365399809636405,0.14791305820937026,0.11196500529030619,0.04453269681741321,0.1752131086557963,0.11064089771808368,0.09480601613155042,0.43864737583217805,0.190419953056483,0.08533041511998224,0.17597811636542693,0.022332125933603328,0.09850711186254536,0.12127343247143743,0.1683191446554124,0.10209130977482896,0.057242778225622765,0.5366181130402737,0.6111507306462163,0.42315454067683544,0.2166798626143936,0.27251002196334784,0.26129049080108885,0.19012201431044043,0.2013845259223585,0.19827960631433386,0.19353091042013382,0.04699421669655524,0.10010993845860351,0.11239779831174042,0.14758210380149145,0.009007258965886967,0.010604590178191431,0.1549379206056357,0.05579761488339114,0.061909524792900655,0.16400525128344293,0.1842420844007315,0.12246161337098685,0.0077150357517608075,0.016475384579953612,0.020061819993755028,0.034220526502019996,0.15694298401296009,0.17361791465431312,0.06590233952041612,0.1785385179997601,0.18333563013163337,0.015810401638072773,0.08420949433555575,0.1284217795901195,0.34897283940076335,0.6660550253278779,0.6148804292549086
47th-South Elevated,0.019160293097009912,0.0812175718941725,0.0994159404363919,0.2494055360308676,0.27438392969336933,0.2470660499705527,0.2227707185525955,0.16379750989921463,0.1231917932843937,0.08898319700793576,0.05256786458157899,0.23226935965087836,0.06526563053264935,0.06185344307016075,0.09294681200953168,0.09928737136078646,0.06747223530364485,0.07349814179014584,0.323933171643859,0.2815715121759245,0.2859215374021068,0.3413747948753757,0.04128946389936221,0.2951626863410915,0.3779175352365612,0.8592352712183542,0.6765122842541005,0.4765975285628267,0.6047732694539918,0.6179181590731048,0.5559656388924802,0.47380439282916126,1.0,0.38106518592312216,0.011418550073296691,0.11133531329837398,0.17999406404513457,0.040453570378076745,0.015222184711254728,0.029440450740200172,0.19362440649673965,0.0355730714569208,0.12479097784273781,0.6833529034599541,0.022956272613977785,0.04580859759052854,0.048431141342103676,0.11826897185069389,0.14134734720408748,0.016091703984393354,0.018053504614137114,0.020005080537044348,0.29317135358771534,0.8871885424477584,0.8101893666439979,0.06498373236789345,0.13409330550609508,0.30527072952661155,0.31304968010142603,0.0637175954375393,0.056993486649039485,0.05985205636953281,0.08249315953784467,0.2985786670077588,0.2753811362024265,0.24888492224774592,0.11100030553922625,0.15445862778394806,0.3253765266674846,0.102779472803497,0.5070165043746648,0.8891621137227316,0.21935789629050012,0.34706562576133443,0.4680617867968506,0.4871067475079926,0.36226662144850874,0.3579119817488421,0.33049236068352944,0.24746631586589113,0.22412376474863185,0.20359191586008088,0.18039490952781256,0.2657857901292768,0.019955310647894742,0.481766751815539,0.2939683239658197,0.23517899194898342,0.2553945895567624,0.18481038721239623,0.0638507744968936,0.183542089934285,0.09343436539201631,0.07795934076774978,0.2690869772809583,0.21851013881199308,0.06902102469246713,0.3057046468827331,0.024879110380756495,0.09020556490507295,0.1206031388058385,0.20951724143022607,0.1413855823765118,0.07481719921889984,0.7932950383690092,0.4454599874688193,0.43483338742581995,0.3000101298574046,0.30221275144320237,0.27245464202312464,0.1587875175835196,0.31411491284257786,0.32373737938461405,0.3308229610551775,0.07410475810267463,0.15787464390822606,0.10825432704552376,0.1622049802216581,0.01380495884248091,0.016264161034670127,0.17634062314203158,0.08838964674173622,0.09826055620682426,0.28050461076787003,0.31818715107889406,0.20802783636326777,0.011756705085029417,0.025305607345036375,0.03126994900141516,0.054082334786913815,0.2647606493138959,0.29336446326474375,0.10146015873926471,0.31249221980937114,0.3190357206953559,0.016079501070697628,0.07355280241899273,0.19002122847530806,0.23833878125753072,0.6087671839031151,0.7604882885638458
Roosevelt/Wabash,0.03912986859734512,0.12412539814947846,0.15748783303573913,0.5606379923684346,0.7010488180041973,0.6250047391030469,0.5542749501152557,0.391240400155907,0.28677967499349327,0.2071426247568956,0.12021134269763863,0.6077274881465143,0.16526271237263082,0.15363590889698964,0.23662122674766647,0.253596802448268,0.17297072643727388,0.18871579315993023,0.8450964767356927,0.7387038532872128,0.7501383298859434,0.8958435598475938,0.0930649370714572,0.1132486350022242,0.14514650751256813,0.38946557160852935,0.5490941860987465,0.7863323442310057,0.23238619171958474,0.23547577585925153,0.22908203868502763,0.21657446727964827,0.38106518592312216,1.0,0.021116211865703786,0.2898830685507659,0.464930882212882,0.10586606254160713,0.039738704770675946,0.07684088440664669,0.3606359061562776,0.09299527505782318,0.3242609633301989,0.5546447373667903,0.05985592680640973,0.11988347255324494,0.12671546084375782,0.30762162507141405,0.3661930758215371,0.03981875542718763,0.04707623736797135,0.05216835630069374,0.769250632250741,0.429342630161045,0.4701438602771713,0.15039649674110572,0.22539688491426663,0.8008724648200504,0.8134447531545967,0.16643608424584244,0.13923579188577392,0.14694645614824797,0.21101582736125027,0.6513571299932461,0.5491023411440192,0.4610607438164746,0.15678858700335996,0.23135609333950413,0.8538177340956292,0.2366342657691259,0.19519305039807258,0.3389043224770159,0.1474513358786679,0.24297987771065502,0.5142947358500526,0.6504512003174533,0.5781989567535932,0.5246331542108158,0.470616982809817,0.32921336065342466,0.293512483920803,0.2632514977085955,0.22614672963824897,0.6474346983485132,0.04918504323649695,0.7899844298281746,0.7703286086435666,0.6168163162811019,0.6699209892128719,0.4835907849176376,0.1604162825908038,0.2935277043877209,0.13053347557541417,0.10793061986387013,0.19347704777536937,0.37318314561373817,0.09494976753679998,0.8021355407191724,0.05291418714442259,0.14033383532188803,0.19865517692922277,0.4056196122811655,0.33317899433339343,0.17493163776429355,0.3024459695513914,0.28527169636884875,0.4013695152982304,0.5862268580261932,0.4194313539705349,0.3691388627981047,0.19690454263278215,0.7304074687182565,0.8005198723744118,0.8617570412706135,0.19337702204010832,0.4075366079370423,0.174497519258528,0.28537137122210277,0.03603091574063089,0.042438945991869606,0.31798655146237337,0.23062235237768594,0.25627793123068515,0.7356390326780842,0.8345241188976237,0.5459112855156567,0.030659884123970943,0.06596695012855512,0.08170928557742992,0.14142098046300297,0.6926891915015255,0.7651700110020109,0.2617221089713089,0.8189067313680148,0.837165693765096,0.03178605907974666,0.1107358507135712,0.4627715904099052,0.09139440493230358,0.2383364458748034,0.30456985405370934
O'Hare Airport,0.4535458638428572,0.1329978709514948,0.11290469724580261,0.037646629299716176,0.028628208107227347,0.03174648212430654,0.0357625865375773,0.05029108114304063,0.0676671083090793,0.08820089381873202,0.13959349131967058,0.02889183089038769,0.07174268680283577,0.08429488550555142,0.05812008227408324,0.05489178449151435,0.06357219501950147,0.06050855219609119,0.024016805032867725,0.024511148859182104,0.02434846679303512,0.02244139587916062,0.17542772824184358,0.005123265577615572,0.006196765801799118,0.012980808322744362,0.015986189259905755,0.01966121745930371,0.007419116543289213,0.008087075491751243,0.010258904239611708,0.012101499838366472,0.011418550073296691,0.021116211865703786,1.0,0.04385921394780244,0.03654721550475028,0.050490295111316516,0.050273411985925574,0.055333665535566616,0.05662447253452028,0.05265142303296701,0.0426018963675365,0.015316353322100372,0.056150306558971144,0.04996521627745253,0.05008611913571893,0.04321961715548885,0.04108545757988272,0.12318688612017409,0.05415215178672071,0.05497163563013432,0.024511885512559995,0.012321505931470739,0.013312087129212957,0.11434339676506568,0.08513637037872475,0.024069429034264917,0.024896363262233632,0.04995835286777671,0.09728802239773374,0.09205611949055319,0.059475586015018546,0.032205096308607545,0.037485162986874626,0.04356390721892489,0.09485898690645288,0.0729024709896722,0.0231119134126076,0.08088618109010262,0.007731801471081415,0.010565801526623578,0.02326988312022001,0.02303757428630939,0.024380345925640107,0.02215437862364582,0.030405777600731456,0.03150752797089724,0.03445514915066086,0.045476353687399614,0.04947259371241006,0.053480892555739755,0.05802265418280024,0.03207363393587427,0.12785101904234894,0.018727090401319473,0.023647754419404043,0.026424615128021994,0.025554006711733704,0.03254576869053911,0.07684979968299328,0.06221109852726398,0.10815233100643518,0.12306729427864196,0.025367068522194107,0.05155546721688132,0.1332207688175889,0.023631324479018737,0.31803503743419037,0.12248819995777445,0.09457334650808577,0.05101984092687286,0.05860803789606714,0.09932248002046652,0.00979512987149619,0.01959626294721917,0.025358946716820357,0.03455405269753523,0.037781661675489506,0.04171729105495438,0.06354440679774406,0.028893345631269905,0.02630928587307565,0.02378272288965601,0.04905028074993654,0.03963535650562306,0.10469530676453578,0.06960751895703511,0.04940316667374202,0.05188621141997299,0.0633209402148037,0.046509730746571665,0.045051857907988026,0.025362583495589206,0.02361112325096905,0.028639430821486775,0.04846299430483712,0.05695802390885286,0.05347312127646608,0.05017951457888451,0.026843887397521686,0.025659636062448445,0.05029386301427748,0.023010987462585522,0.02316687656813091,0.5896612650459458,0.14301331737642597,0.0426319006548589,0.004331429078435956,0.009325431044010023,0.011056337211722861
Belmont-North Main,0.09169676803738463,0.14418526532448267,0.17883717022982498,0.4011193252709273,0.40535351500915884,0.44741003880141217,0.4863388162668164,0.5616099113486783,0.5426843411538295,0.48339092841861203,0.3110955334912592,0.4767370569901398,0.540670336048169,0.4785978429044786,0.7489195010290031,0.7983150647645219,0.583536589163752,0.6367813231596061,0.3425645005341982,0.3886994941876041,0.3830687394199014,0.3230253092193114,0.24206918957581794,0.033710295430022914,0.04316609789108276,0.11618613447480382,0.16321758382580887,0.23359533255607307,0.06756189903035578,0.06896314353866877,0.07037932186305888,0.0702486454982732,0.11133531329837398,0.2898830685507659,0.04385921394780244,1.0,0.6170704381887898,0.36202917105762455,0.13671750447146305,0.2644087131624303,0.3256088215552774,0.3190786444770109,0.8906225575072131,0.1628776379294791,0.20618159043828138,0.4097210969342705,0.43336592974422833,0.9404913223940096,0.7846068067610708,0.13043718383982308,0.1621466446710997,0.17967755837621402,0.3756938297011785,0.1252541300170233,0.1373934050754535,0.3834678089361816,0.23995221193668223,0.3613208002796462,0.3550761410130944,0.5714464908896442,0.41877554920112736,0.44507501819861994,0.697301503541826,0.3477716187303682,0.33701810923228204,0.3185075961039929,0.14983216225105317,0.20295942780017262,0.3388866869327217,0.49694022565313495,0.05798520245081313,0.09913804268145011,0.0650207914585311,0.09824547406205736,0.1896301639961184,0.21587563504673934,0.25562089048475184,0.2384957266199691,0.23187209797000663,0.20089183002435523,0.18918286378181892,0.17783939585831762,0.1588946549519748,0.4090916273771146,0.159491129015324,0.23053500127676016,0.371232905081827,0.46045130842108994,0.42631979521264346,0.5979966876803656,0.5143251970215907,0.24545020254100788,0.13050815591275908,0.11241202103722757,0.084749679007382,0.28434978397758953,0.10116649994166702,0.3593152131111648,0.13008788533659113,0.16125876955540075,0.21802091615099017,0.34736865416866874,0.5646092533419806,0.44084033031023634,0.08858379781838088,0.10434825458310613,0.15748257204093433,0.31906525540440617,0.22320982271993697,0.21197568404078196,0.14504097316647424,0.3462315854774514,0.3429297627569652,0.33557233576109013,0.6651357538650479,0.7009237347075481,0.19575360956703583,0.28325507320705096,0.12399306352840136,0.14608253021705628,0.3032175933703952,0.7928372818055642,0.8810112829046747,0.39331117982786556,0.34710243603138047,0.5219951162504249,0.10559128163920345,0.22727458011776655,0.28065569849308236,0.4843676098484064,0.4184489171598555,0.3785186765095812,0.8670200240317396,0.35025808604016756,0.34484235149597586,0.07156038957583079,0.12980912223120267,0.5369942806759099,0.027224476199736294,0.07129324695342718,0.09102096502391677
