,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Austin-Congress,0.13209988335789252,0.7121302834305376,0.7606722201847305,0.2516820999776318,0.18485739852195734,0.1952835257620112,0.21001673889185915,0.24982853883580444,0.2724743453517214,0.2543956290682176,0.21123112447554648,0.16627815868944776,0.14672749527122173,0.16039471921084633,0.1680477566524625,0.168658726741598,0.136258644594873,0.14088233893836707,0.16575035978681146,0.15582951974619916,0.15609399431631757,0.15755661610758576,0.18960314320345717,0.05346428592135109,0.06463760790645308,0.12695293814360104,0.14595856398775575,0.16074347707656775,0.07475202050727647,0.08221249497991134,0.10654374231743409,0.1266047773349667,0.11016494655178365,0.15579343110238622,0.09409427696559816,0.11222771029119856,0.148857942312493,0.18084544348646708,0.07528171399447145,0.03651851083369579,0.06275280602115518,0.10058597013944454,0.40590686765236156,0.07019867566340073,0.15878267505113355,0.13845996314569384,0.052486749656603895,0.08220038120235662,0.08595609315391098,0.15415954204680207,0.16939004994052353,0.06087208225913335,0.043040733106413855,0.04680780101570932,0.15975111450842544,0.11644080589870114,0.12405748985416976,0.2275595036488763,0.6226013721804035,0.16027322170009498,0.16957540618827321,0.10640424380628644,0.16717316801852175,0.167652254937042,0.15391417242422067,0.23364406089285136,0.2794994314179767,0.33428003865278194,1.0,0.6761681257460209,0.1586807134979891,0.2756022683740876,0.08007527570064259,0.10369684258591952,0.22866589210248767,0.24159643980658427,0.2287850409181094,0.19382073098346334,0.25951525762042443,0.27900131139546247,0.31162990770895926,0.4424303436010347,0.49277826410155046,0.5440703604950906,0.606585068119706,0.20988554159124703,0.07445659842741528,0.15198606482120672,0.15347509853089603,0.15149793681113335,0.15379407350705138,0.16170408192494107,0.15258208245136995,0.5299808604719224,0.831575879564691,0.6867249296593473,0.2613218957780834,0.4156172694426452,0.6037632653502887,0.15697752997918807,0.15154078897570286,0.7539087039254109,0.683036604726229,0.3603567699396074,0.26291032698480693,0.233860990453065,0.09750558937197103,0.20455569442503566,0.25331443837190587,0.2653017544918001,0.34965701967544227,0.39632512230652117,0.6687164877516579,0.2070327130175358,0.18602159563735637,0.16589668184224868,0.11832938559070443,0.17840408941066804,0.7364277679605312,0.506818332177016,0.033738796066048425,0.038964572944808075,0.4580428720748191,0.13031288748127232,0.1379271950642103,0.16176963414887052,0.1606234270855154,0.1526727155615191,0.02980940059839362,0.05695652665872733,0.06428672108832964,0.09379518858040983,0.166650646377635,0.16880332065933776,0.15752431612806914,0.1541699386237791,0.15729347734400434,0.1193602325613655,0.6570440033013556,0.2307872641911539,0.045082899605162347,0.09593382859808236,0.11155614550751386
Cicero-Congress,0.11189302372330111,0.5204653200801487,0.6424417381760559,0.3701291380443502,0.27245866607323055,0.28649654799814744,0.30599527683956435,0.35028737393481446,0.35878363403649255,0.30926191764518013,0.22584140293574112,0.24320134498620052,0.17975345970292422,0.19112370483542296,0.21822357772157844,0.22177621652142365,0.1700200732225399,0.17816648147510392,0.24509315960768838,0.22985795654951435,0.23034056679994006,0.23301381685252276,0.1919147402252128,0.06695757954096572,0.08236756008755404,0.17565332357188698,0.20857268346397384,0.23559838499435234,0.10093530165902294,0.11008444382180362,0.13819202156744662,0.15965783941893205,0.15347036393604302,0.23019521503149057,0.07224936913797206,0.14402953788911274,0.20185017938220376,0.2587629805455692,0.09237186566635411,0.041455163330348786,0.07433343245816176,0.1274345493423751,0.5906329884944184,0.08487186386084249,0.21807544567852477,0.19838222196915573,0.06085853517330331,0.1019937662664988,0.10711282348865937,0.21044959943305275,0.23592811618588316,0.06257638580293531,0.04914847163886836,0.05380457825345771,0.23587295596127444,0.16389519872002167,0.17571262961845535,0.25646263760207855,0.7812179757778531,0.23682639027041325,0.25067092070622643,0.13569222815754334,0.19342546164143135,0.1964690833220899,0.19709833329068413,0.345474382441632,0.41324148046322184,0.49413361592272587,0.6761681257460209,1.0,0.23464192012671725,0.345281562881771,0.10441337629953007,0.14299134263686547,0.24420155562051274,0.294398165255504,0.3252094797582469,0.2812302623098022,0.38003249553400076,0.4058418387709509,0.45151656200597856,0.6219458153969205,0.6763840663802151,0.718714829654093,0.7219277132433214,0.3091160388558718,0.07731305732752347,0.22286155903425203,0.22662532637518554,0.22190355930241543,0.2261084825737698,0.23258632217870046,0.184808847468731,0.7828848101896689,0.5629824447494498,0.4652885306638489,0.29682980339712883,0.6143772323334434,0.4091502403897019,0.23196134130195645,0.13603497354350522,0.5820055933461024,0.7522561268209403,0.5270824819947946,0.3580332945198195,0.27397112759780834,0.13310969760195335,0.2614718642769114,0.34649293333674963,0.3923096064506982,0.5036463474583163,0.5651974126711427,0.6991151174555652,0.3061573688975605,0.27509376378388156,0.2453374532018564,0.15315349446345433,0.25154043244169444,0.6949715822298377,0.7155574885410407,0.03806645821153033,0.04432208897829234,0.6588872301248193,0.1721738663804879,0.1844949438662952,0.23858335182270496,0.23747193404182906,0.22194140737919033,0.033260529185055836,0.06645147464091329,0.07679981012280879,0.1179259020095432,0.24529605414120936,0.2492448410298491,0.20932256991319736,0.22788297011373249,0.23255318973988323,0.09738614620332676,0.4673782142642128,0.330883212182539,0.055698535436362794,0.12661467041734198,0.15066245194597602
Library,0.043099368557226084,0.12809449600327683,0.1631134068701835,0.6071205303718719,0.8008117679648179,0.7142079039288013,0.6308441048991162,0.4421252386771374,0.32301216829669993,0.2339810108473644,0.13547451846638353,0.7100031395416693,0.19087825679202586,0.1765877487639479,0.2737725021976233,0.2936945672498508,0.20041411534192094,0.2187812159487044,0.9573240413355677,0.8639233046533682,0.8773320086261482,0.9528064450528713,0.10458370031824177,0.09601626297404553,0.1231672797004556,0.33204413193866084,0.46890118596866215,0.6744676937656526,0.1973505125473033,0.1999629129141453,0.195538530016549,0.18629988166561795,0.3241235095422072,0.8533541546300306,0.022814618934593144,0.20764043747226346,0.33762884186311654,0.5401713762552879,0.1230629675097314,0.04602234149369024,0.0891840608634245,0.1799684339461645,0.37832180127868337,0.10803385215686734,0.3775372930577513,0.4727199319989766,0.06940015810977888,0.13941623251117496,0.1473819684629636,0.35823316353998236,0.4260229255418772,0.04562540625534014,0.05453999725878913,0.060460781259426055,0.9006206961450237,0.36532470364212755,0.40020792298571456,0.16987596709007965,0.23462567004162485,0.9375710104228097,0.9279967946992173,0.19368936416381885,0.15938309466425815,0.16841298112715922,0.2444389331871928,0.6791400360899839,0.5676697026431552,0.474536189378877,0.1586807134979891,0.23464192012671725,1.0,0.2662369859979147,0.16581076789093185,0.2881554135276188,0.13266995965859227,0.21729433551855457,0.46172347642247974,0.5743508258728137,0.550808808677919,0.49775908112413225,0.45052399046553454,0.3206093136641777,0.2867861354473758,0.2578875902085519,0.2215275774477695,0.7197570188077266,0.05633861918989483,0.6740271416377266,0.8981434418835861,0.7209847480989774,0.7832659989129978,0.5648111278196369,0.184910965784393,0.29932751378749284,0.13225596034978424,0.10946274250286876,0.1746615141675923,0.3817480226784525,0.09632976499427062,0.9381764791766162,0.05875850555612652,0.14508212632828435,0.20650543159135296,0.42734564276233866,0.3758976800427119,0.19798581059351616,0.2570656438801454,0.25131110813459806,0.3616467192657769,0.5951324030432493,0.40439672144047356,0.3580210966920554,0.1933319458836034,0.7663205451539462,0.8524321912654069,0.9523733990902706,0.22509833800972912,0.47351005142233227,0.18104689529477958,0.2980337702021013,0.04171292363254921,0.04915636977501737,0.3327151445020959,0.2685876702815232,0.29852881453311225,0.8608404797699372,0.9752996609558484,0.6383399291277,0.03547062702440461,0.07650696932251964,0.09487399333915729,0.16452780902164182,0.8089841608087895,0.8882201958225023,0.30396634944951256,0.9508778843238009,0.9782884576425774,0.034786690402928935,0.11410441022601717,0.5247114072064636,0.07742977254253795,0.2027770575254067,0.25939575934635156
Logan Square,0.15925143177011652,0.28098008590140594,0.3419876269041113,0.4076879472488394,0.3324564506255689,0.3725032966615109,0.42182206738992534,0.6021453409808185,0.8242248520872731,0.8633844367186414,0.505922211985986,0.34982000188792706,0.5203189374329716,0.5439856765362975,0.6025769277205355,0.594639873941955,0.4912266295248805,0.5108590547260042,0.2748400809759338,0.2907322151012272,0.2880198718587218,0.25618305443890144,0.39200250057583386,0.03403798233696921,0.04317586407908729,0.1111697285826373,0.1503875086311437,0.2041204312937354,0.06199532231523088,0.06517504944977022,0.07285941589217912,0.07758711313482408,0.10197901179560313,0.23546515557854958,0.0801901892610049,0.4069997543206826,0.49574746398173253,0.4498040613985822,0.26749329331406935,0.11640591500861781,0.21374357093236876,0.36462597163332067,0.47132167184379187,0.24557130977578176,0.5032251466796379,0.14685751663384872,0.17307574438997278,0.2948290642413438,0.3092273052963578,0.501001351499473,0.5002872527317052,0.15171857004093872,0.1384467419223311,0.15222206307197622,0.28784722670489216,0.1133260500356712,0.12418268424490561,0.6305403835096723,0.4302073854031537,0.28039673697709416,0.2858256189251204,0.38607228855395054,0.5299916764286945,0.5477314372087734,0.5578097074881733,0.3401599395543883,0.3706992701630037,0.3941665932918376,0.2756022683740876,0.345281562881771,0.2662369859979147,1.0,0.05723743853823063,0.09176510584622069,0.09100810057865626,0.12541947800913986,0.204200760296492,0.20983340860531216,0.27671563649633885,0.2702087831358945,0.2780325920777409,0.28475387744867436,0.2805499970863264,0.27408591478754635,0.25513294367177863,0.36410367627133483,0.18870208706796357,0.19692436885390976,0.27898710091638224,0.32162876115448763,0.3078247965247045,0.40100488121894934,0.5327631723830824,0.3874525003995929,0.24616933620162273,0.21603465162725435,0.11552499713944166,0.40012102464784305,0.1961841492105966,0.27604416723455233,0.21978428300391792,0.311639196775862,0.4029285396356009,0.4636920322415987,0.7082451001534155,0.7263578102302993,0.08279778755784234,0.12344962603590656,0.18382358183559222,0.3406653686358152,0.2835432546141505,0.2859387121149542,0.2414210025196241,0.31481471970180736,0.29352564562267147,0.270842737666094,0.42783001996159853,0.488312286983485,0.36975604902925635,0.46643514655804635,0.10641485628119197,0.12458510693887666,0.47306810412029604,0.46164797702875054,0.47746767392614176,0.29965680994089894,0.27270658205151965,0.35172478999279644,0.09214828693152595,0.18961966736667088,0.22157084386042375,0.33910296580724736,0.31901059739668763,0.29881493270258347,0.5475528487478077,0.26835902544700846,0.2683128950714775,0.1267486757222086,0.2544546040869355,0.5072106092668717,0.027685161314854406,0.07068661012255945,0.0888658055630965
69th,0.011856252146945655,0.05726129997414464,0.06773638050426924,0.13511113864097576,0.1419503929995599,0.12862632255712797,0.11706200845964718,0.08839955061932674,0.06788016360802127,0.049423309437542966,0.029795662841551274,0.11893166023854138,0.034521877930354376,0.03318330079705381,0.04886343215479507,0.05205002301315602,0.03533962118504251,0.03843316458211697,0.1657486281280774,0.14327028143988213,0.1454969397022442,0.17389699298809333,0.0237037599395278,0.5790645851049089,0.7428092489052989,0.4977159337145486,0.35288514825860806,0.24517929687892984,0.7286786835466712,0.7925128806721943,0.7509023143460277,0.604823535841084,0.5058344506288966,0.19410022099490334,0.00760367883589342,0.03515835744931574,0.057420545475875114,0.09320381152030591,0.02072101738515284,0.007817043782149424,0.015139310435222701,0.030393394553207553,0.1151132314975043,0.018251675682876674,0.06446404472758265,0.35065079397721755,0.011818721865207733,0.023466853770672723,0.024823108462222736,0.06104859950714806,0.07315940320859578,0.008714645937968911,0.009290191486692578,0.010295169146341238,0.1494562285935846,0.4490936571277006,0.41216072449848773,0.03643587594176302,0.08648540495542259,0.15567134241117367,0.1605189833254842,0.03275004020737994,0.0309436289526076,0.032373178088768335,0.043244697873393245,0.16075970939279313,0.15366825925009073,0.1442913112229225,0.08007527570064259,0.10441337629953007,0.16581076789093185,0.05723743853823063,1.0,0.5680668221442524,0.24123389735124803,0.31965565330497536,0.2800350644931555,0.2647346694296128,0.2067236423109546,0.2110985914590701,0.2013660048590397,0.16596499905938883,0.15436826562493566,0.1435297080935583,0.1318737451641651,0.13983014076006064,0.010833930256649135,0.24589993711887334,0.149397356911014,0.11955227569890013,0.12988342940442213,0.09469138608880978,0.033973113451293856,0.1176878150412185,0.0688100804252027,0.058492336344238914,0.2647996514676543,0.1330842307392791,0.05240481302031857,0.15562432517598343,0.014935350567856104,0.0625145026034668,0.07928698380946154,0.12164980639079637,0.07712945111740462,0.04159215765877892,0.6354973976958285,0.3909155971709774,0.2954800711234537,0.16663245142311903,0.19030052214701884,0.17756097160641363,0.11893785761783178,0.16562957833898165,0.16797876736903825,0.16931754431806484,0.03813995281658545,0.08187292697155008,0.07260019408002537,0.10060625652250828,0.007090487946377816,0.008359359281087934,0.10729620635152866,0.04549577828342005,0.05059448358217256,0.14315597202615096,0.162306858322079,0.10594163372842928,0.006044394684015854,0.013034043659090435,0.016052814500862562,0.02774933421831002,0.1354918517371436,0.15030791630912546,0.05278261986448968,0.15885955059101478,0.16244822685333393,0.010191696221337962,0.05264232124329574,0.10121531432726079,0.4669719413170393,0.8094407713292384,0.635935931986578
51st,0.017281316497186384,0.07540225305970322,0.09186403780460545,0.22259309044950987,0.24324705100893412,0.219125989631049,0.19775824959022537,0.14581011615198455,0.10988909477505132,0.07936661021989623,0.04693767931395918,0.2055465095485734,0.057730684351855334,0.054808562325046765,0.08224971422146743,0.08784842118633518,0.0596133366164172,0.06494285878508459,0.28697668725563674,0.24921272073644102,0.2530773961389676,0.3023649477437221,0.03690661769249223,0.3305094384014786,0.4234049236545541,0.8133277421604794,0.6037675477581219,0.4231400444244606,0.6749489575819667,0.6939398306317552,0.6091540520622316,0.5066904889032718,0.8888032264557378,0.3376464723308223,0.01040187387754444,0.06026192229879676,0.09835374867124155,0.15934157444840563,0.03559452977974933,0.013355054023453838,0.025887364905838938,0.052148840179281473,0.1754070257304263,0.03129209405330855,0.110302300865568,0.6076269383485452,0.020171998801664825,0.04032299953760657,0.042641174018510884,0.10450981543365935,0.1250173678255237,0.014212756453296687,0.015850937053302098,0.01757029618561678,0.25954905093226166,0.788215405379321,0.7199772871101107,0.057973619186628404,0.1229544146847115,0.27030461809785494,0.2773624612616848,0.05616510576077269,0.05057396412567396,0.05309081436379041,0.07294232139062305,0.26646004945040797,0.24721247380151642,0.2248433596627867,0.10369684258591952,0.14299134263686547,0.2881554135276188,0.09176510584622069,0.5680668221442524,1.0,0.22274683221877925,0.3452245949988815,0.42894878076955234,0.4371423565216046,0.3273657562722447,0.3255674358052131,0.30231680026135543,0.2298504367234514,0.2089822030189764,0.19046123679548577,0.16967701019900946,0.2361594555934972,0.01764384621645901,0.42731491967521645,0.26020552474188974,0.2080142860066745,0.22596273473630885,0.16343053690453363,0.0565198315752151,0.16852221091086458,0.08749661523621764,0.07315348810153739,0.26907550563129323,0.19901618807630256,0.06484937508256357,0.27065622472789813,0.02235270828247865,0.08355033698697899,0.11088171340099551,0.18909634461042846,0.12599289183697615,0.066694536383814,0.8918272228486369,0.4434551206666195,0.4093451595090632,0.26925166304438225,0.27796022760472744,0.2519598649471036,0.1498225989764672,0.27941401028527024,0.2873029796659275,0.2931100892910915,0.0653620414652391,0.13972122434147022,0.09980789736108495,0.14788849739313575,0.012108096548761363,0.014273441509716104,0.16031558009073638,0.07800745146647133,0.08675243409598014,0.24831916617477146,0.28178865222919774,0.1839432639779345,0.010307335325840345,0.022244332815861564,0.027496863035343485,0.04763854588056275,0.2343926662026617,0.25983955877168285,0.08969120673434848,0.2766635241105178,0.28250445060805135,0.014549341158110757,0.06842369191254648,0.16891744185965948,0.2667228388827909,0.6777500320434875,0.8254001891492891
Midway Airport,0.030240076286185632,0.1653801524310621,0.17804952158085643,0.15642127238570688,0.13174975885323498,0.12731346042735087,0.12476039317352863,0.11400957919964455,0.10056009477302953,0.07981574396201933,0.05526739297837516,0.10882700671632127,0.04803362498354005,0.04950896323230899,0.06277461183701674,0.06524168020535602,0.0466363395794447,0.04971858148468266,0.1366757845753651,0.11845289214117262,0.11984191683313455,0.13652841343661332,0.04691872512513791,0.1940841191976719,0.21857887105584542,0.2512081417931615,0.2186725201332001,0.17846135336311786,0.1939940945089568,0.21863168326739113,0.31020298035827626,0.3957744935027777,0.21821728285413652,0.14648453288073798,0.022971094351140378,0.041698769335900526,0.0644129667307134,0.09741388064977204,0.025344471651452958,0.010594221707425591,0.01962340426390989,0.03629183244094703,0.1892685725590093,0.022885333013745717,0.0715996605895303,0.2068581746890813,0.01577362545236305,0.02835090026430172,0.02991611517627336,0.06813836758503554,0.08030335308199447,0.015289231927623175,0.012599885269974494,0.013857972770219065,0.1239598393386169,0.21148809658274761,0.2109737647313673,0.06358409714647438,0.19092703709118422,0.12779835106390386,0.13569959039016782,0.03896373244504848,0.048947447216743725,0.05015108082192031,0.05576140025598518,0.17056112884963748,0.1876541139411984,0.20302603859962248,0.22866589210248767,0.24420155562051274,0.13266995965859227,0.09100810057865626,0.24123389735124803,0.22274683221877925,1.0,0.6006877867385104,0.2854776472108956,0.2243936415484715,0.23329634190062173,0.25640302210455157,0.272952865837553,0.3162123766113812,0.3243904891629485,0.328621866361717,0.3379133592876026,0.14191398842329953,0.018904634474456426,0.1709692151031001,0.12067980849997285,0.10302754609389243,0.10990850166751215,0.09205259567584649,0.04870453439393734,0.23393242290660113,0.20944259725625994,0.18773932147922429,0.7586770306931118,0.22168189774885474,0.17339553106921027,0.12600027987919743,0.03486055999842678,0.1724073200946797,0.1868000339582225,0.18337337604121304,0.10710929484974091,0.06917697113737784,0.22565593806163786,0.4811873306465636,0.3660188756113756,0.19367774021275586,0.28912394754074355,0.30483700507564626,0.3317855349282073,0.1598834068128798,0.14964734530224233,0.13885842382715907,0.0448920925662893,0.08884875967075517,0.18213302520278377,0.19343915091965957,0.009688422438762742,0.01133835983337968,0.1923351245689109,0.05225691408322294,0.05731537426921033,0.12132742528986616,0.13178476602110778,0.09563140330139823,0.008404510493307371,0.017302824650360225,0.020457009128260057,0.03327540626437467,0.11910209209770187,0.12911784717960562,0.06329404393999075,0.12626846275800446,0.12999671602515228,0.027632952790997752,0.15799164646648026,0.11940431410446133,0.17138193289428472,0.2647641580086707,0.2642495278024048
Kedzie-Midway,0.03314189790332083,0.17205419758297422,0.19744667842791155,0.24225563347266146,0.21153686503806632,0.2019233320976073,0.1948585849157577,0.16930339950507342,0.1424632070754462,0.10895986211985784,0.07092129425003882,0.17405865774986437,0.06807611069521573,0.06866653988573537,0.09162923312976493,0.09597563138428311,0.06711098713281038,0.0720516043393457,0.22329392722101649,0.19269769826910566,0.19510834353094936,0.22421084602164232,0.058418016792652995,0.22122430180106165,0.2654979796618015,0.4012672219435371,0.3624603218427833,0.29639818021919606,0.27720931433917456,0.31021442231330626,0.42464508155461106,0.5198063959579893,0.3458057619546334,0.2418014048754721,0.022740984278482954,0.061661953035342935,0.09746521201729964,0.15146806325144246,0.03687992700554221,0.014824750374639803,0.02800372784036508,0.05344155530001535,0.2660706446249362,0.033030345497937,0.10887892641000914,0.3425068235665123,0.022262680683544714,0.04145782475113323,0.04381022582080752,0.10336711823778649,0.12282408164026827,0.019687054251371242,0.01765687081274105,0.01948252588864256,0.20182473901513656,0.34128439277954276,0.3443736535986081,0.08384162898580645,0.23478180596059467,0.2085053242219867,0.22099420019876087,0.05750090149057038,0.06653841245799491,0.06870197070873121,0.08108354194140051,0.2703815971339125,0.28982627935209626,0.3028353942707619,0.24159643980658427,0.294398165255504,0.21729433551855457,0.12541947800913986,0.31965565330497536,0.3452245949988815,0.6006877867385104,1.0,0.47030213049991654,0.3715698671774139,0.3724449793505653,0.4059521637558899,0.4224506365208553,0.4351394532069153,0.4248030223801789,0.40949787305300517,0.39176390556220786,0.22498576068521875,0.024447689098058323,0.284261780356559,0.1969643840991767,0.16605622001509152,0.17790363585441743,0.14497010053261922,0.06840512387490777,0.3069923291147194,0.21068822055476535,0.18085980986483738,0.7710398281039275,0.3134309754698899,0.162774238553818,0.20582343985217186,0.0400551626060948,0.1852134169268486,0.22146780519666384,0.26556387533209863,0.1552608364070321,0.09307436985186547,0.34098236576488783,0.7780752874601414,0.6002412266133983,0.30331250079600863,0.43394479337252767,0.43860198788126725,0.3612519784015781,0.257011441530129,0.2428306879235131,0.22710309580664234,0.06660634431868494,0.1366420213708565,0.20799210753160305,0.25487125505338565,0.013513047602442568,0.015872314336836724,0.26132754270015823,0.07825092607008431,0.08628907180715978,0.19687823980640803,0.21546144425200683,0.1527380974321138,0.011645995332308479,0.024485015291900197,0.029349770192881215,0.0488753608575907,0.1921896097700785,0.2095279002046637,0.09414917673730527,0.20669342443920713,0.21279997375069973,0.029252169591857752,0.15983684466862352,0.1818795139458521,0.1864091991809948,0.37153697819520337,0.39930192540897175
Ashland-Midway,0.040276819700666815,0.1695697067811712,0.20951012249957213,0.46720966653753276,0.44015346897097973,0.41245978025633834,0.38784171274048834,0.308893504680578,0.24129475763973926,0.1763069973592227,0.10628537378723554,0.36148708679691705,0.12003191371188089,0.1169057861508547,0.1676063545467462,0.17750531315591342,0.12128444196337058,0.13137394985312265,0.47380030921537486,0.40779903260735406,0.41314331018097045,0.47672676291716887,0.08427064687832647,0.16644645173332154,0.21141384675449504,0.5267502983187494,0.6376089662177047,0.6169550476141965,0.29414105652968603,0.3141158626874704,0.35600099674052915,0.367877810268176,0.46684228077941947,0.5131208459188135,0.024071154555068402,0.11648624245983505,0.18854974416540102,0.30210599656226494,0.06873689293256273,0.02649464129787226,0.050984856715439994,0.10063917443619155,0.40669579965204267,0.06095535766611681,0.2116146411345149,0.6038756725519911,0.04004276486142218,0.07765935793086998,0.08215599593786568,0.20044271161025917,0.24006130756218527,0.031022599829114823,0.03154583461374433,0.03491744122546729,0.42731503395728077,0.5031307773479016,0.5403034498889556,0.13011149927723642,0.2851388782475513,0.44211228130831126,0.46776285042119353,0.10846483478383138,0.10981569072214654,0.11464965165356267,0.148063185825445,0.5438904078871751,0.5433670055194958,0.5149706600796302,0.2287850409181094,0.3252094797582469,0.46172347642247974,0.204200760296492,0.2800350644931555,0.42894878076955234,0.2854776472108956,0.47030213049991654,1.0,0.781434998198969,0.7328884629758448,0.753132116869631,0.7047329183022147,0.5170489212420102,0.4635391975806573,0.41721589705064965,0.3634284807180994,0.457353940212396,0.03857754029233382,0.5870031678752243,0.4178309780264165,0.34848841897711796,0.37488135335580386,0.2954142487289421,0.11885694441492957,0.39057577699766327,0.19123420572477273,0.15853816504310944,0.37480768588665214,0.4638088276510572,0.13976062763645433,0.43680342424780133,0.05189666329306902,0.18927377429847847,0.2559142531412855,0.4336942574398549,0.2724630485626148,0.1484392349674456,0.39277563574256885,0.5384161510000564,0.7794985446199046,0.5852633895476662,0.6434211654954435,0.5749420983631648,0.31677320528282915,0.533023234546369,0.511532610382533,0.4821800137566923,0.12623743492636647,0.2685375208160242,0.22892944786716748,0.3447432492514193,0.024068440229855353,0.02835704937108644,0.3734746239699011,0.1498157707524058,0.16616618630747684,0.4156094559449654,0.45743875236895737,0.317241706925708,0.020591929173999657,0.04413890703918436,0.05380616361738457,0.0918623486582596,0.4032581874164901,0.4421067388717868,0.17742370436672159,0.43912909384652205,0.45208431191572224,0.03390646525998656,0.15284074105361758,0.3466329171756393,0.13512600014809145,0.3456434983219414,0.43117172995014164
Halsted-Midway,0.03805334686792114,0.14653911715814766,0.18334445285066864,0.5080854770701176,0.5235645392418239,0.4804015283500837,0.4410120165480217,0.3323377971243209,0.2513766802082746,0.18152771712671253,0.10707084701301538,0.4320566049414546,0.130327706131694,0.12469210975305507,0.18456192655977685,0.1965189713073982,0.1334661326614868,0.14510307445993184,0.585237414771555,0.5014707017586402,0.5086621478392652,0.5964152488350086,0.08393341008044095,0.15432110877639513,0.19744854141406934,0.5266540267648682,0.7128936892592882,0.7892529667714071,0.29514413689910474,0.3083186753056513,0.3247636019288705,0.3193557870616339,0.48590421351145135,0.6494905422061414,0.021866221386152605,0.1316673591316257,0.2147413193571484,0.3480555811008287,0.07753317772731325,0.029422170862222968,0.0569128762418427,0.11375050648401258,0.3874269593343807,0.06844541479435395,0.24120597984074912,0.6884575316702748,0.04449433678579375,0.08775075366525824,0.09283828158547702,0.22837427018394815,0.27391087314220813,0.032449361977723495,0.034988424753137605,0.03876471210830293,0.5255679887147968,0.5382921733940906,0.5883140061574138,0.13248471611675824,0.25589475270188133,0.5456721594775171,0.5734783548835833,0.12260541848316957,0.11548042680932326,0.12111582733970244,0.16330963101002374,0.6066378875354863,0.563860185578623,0.5025991297150199,0.19382073098346334,0.2812302623098022,0.5743508258728137,0.20983340860531216,0.2647346694296128,0.4371423565216046,0.2243936415484715,0.3715698671774139,0.781434998198969,1.0,0.7278315272320803,0.6928690797084329,0.6218803353147713,0.43413234282373975,0.3867309104331902,0.3465548016592622,0.2993906751542422,0.5261842097811747,0.04029899361194653,0.7498210915570437,0.5170333587646669,0.42314504667752517,0.45765636714561364,0.3475281375230188,0.12807281384548277,0.3471876227752863,0.16141538796780028,0.13343790195337013,0.29400801906192964,0.42804936156610945,0.11741919971806486,0.5408425970294382,0.04998609862918881,0.16455741678753746,0.2274976060301461,0.4240858438146375,0.2879680564845765,0.1525403443814463,0.3936259239007875,0.4367326510797002,0.610317853499062,0.6146652324596062,0.5539745274629645,0.4871663671923207,0.2602713681105293,0.6224877198855773,0.6174131995213522,0.5968251191421725,0.14281712477937855,0.3067234699084462,0.2016762474689747,0.31690786240836527,0.0266965809225467,0.03147221124823043,0.348387955179961,0.1701466919668921,0.18911093491138486,0.5079688592569045,0.5667517530207739,0.3805123191806388,0.022776455192159088,0.049067804510077535,0.060261437801782294,0.10382050361992422,0.4877141934227212,0.5388754493286704,0.19877842845645935,0.5462271072646893,0.5619499534963286,0.03159281497391966,0.13144450027716525,0.38223940493242836,0.1246699937604565,0.32665071087148395,0.4157395813022516
