,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Kedzie-Lake,0.09799720693532353,0.33796099408841657,0.4307096609117443,0.6155585820425388,0.4507970482750271,0.48026680662347193,0.5171451286800341,0.5765588157705769,0.5309130181208092,0.4089994940278821,0.25699104881544926,0.40962447477282127,0.2531828409902787,0.25778382337369155,0.3301116908260754,0.34114209233466297,0.24639934287561618,0.26243142095373695,0.39499191746869877,0.37943261917699767,0.3794229444265014,0.37229990497917453,0.20579046976703885,0.06969049333634787,0.08778734981186428,0.2148818460714553,0.2771227701007558,0.34529881815327007,0.11970255892797613,0.12778866781282247,0.1488064444365341,0.1618453978705769,0.1925350206796752,0.3593741465446035,0.05606849061255262,0.21813729740241217,0.3243557053606463,0.43666412971341517,0.13380218391579823,0.05538597611616675,0.10351929268200695,0.1905529181222605,1.0,0.12091446679572156,0.355085442310408,0.26675643430561735,0.08286853191856218,0.14945675766655914,0.15760636192452487,0.3405424468194623,0.3895473785523051,0.07270350020695485,0.06593786339007264,0.0726559363107557,0.3870683785247467,0.21076648997879827,0.22928359040437274,0.31005802061171056,0.6199292473757542,0.38610868801093595,0.40633302318918174,0.20422182120367138,0.24990575236598592,0.2582048352132764,0.293928051706609,0.5519255311738959,0.6546862875242135,0.7686445782281657,0.40590686765236156,0.5906329884944184,0.37832180127868337,0.47132167184379187,0.1151132314975043,0.1754070257304263,0.1892685725590093,0.2660706446249362,0.40669579965204267,0.3874269593343807,0.5310032226622589,0.538606126195785,0.5716580540851839,0.5983858275710936,0.5757216778903639,0.5449281243623617,0.48531567270867904,0.5124126886414392,0.09040187929043307,0.32831037536100055,0.3718197835589911,0.37309621391432496,0.37754593487385707,0.3934595370885384,0.2557159849231632,0.7435154651675784,0.3408791506665202,0.2836873893199084,0.24271627821991046,0.8488959538791285,0.25026593554265997,0.37819280533849375,0.12742744647721443,0.3829443318672533,0.5456103309370748,0.88449783578632,0.5621664481124081,0.3479462047333356,0.15995219227557678,0.26019945551691415,0.3828538141792992,0.6066845157836591,0.5965025928510008,0.6066332933802324,0.43806573124531445,0.48961504969382524,0.4407792802923614,0.3937188625889261,0.2340411085182429,0.41996070828563303,0.47822815853393236,0.7875873905095124,0.05054502007328123,0.05929385230569337,0.8793206634107611,0.26912415293741115,0.29227562712253174,0.39402111708051196,0.38435131578802345,0.3754264677530254,0.043646686265881834,0.0910139742567595,0.10803235645352748,0.17501865128709657,0.4081373880289923,0.40869951713751645,0.32743450482863795,0.37026820753050643,0.3763794267934548,0.0815448498580416,0.3009410148238488,0.5582314213878445,0.05695643410955023,0.141742165939867,0.1755399852279152
Morse,0.11505249535672665,0.07760359005269683,0.08987043785918748,0.1304274772523625,0.12845216437325696,0.14187920987388736,0.1551423715519097,0.1942391910189332,0.22743145113778282,0.27350374123156695,0.29107704175800847,0.1519981411768963,0.4719574226136251,0.4375462700604382,0.36019384160955886,0.3423276632604311,0.490664468339743,0.45841419529391214,0.10888515325905171,0.12448015861697348,0.12261637596400345,0.10293661365845333,0.26476984661937053,0.010594310539910012,0.013575402194021436,0.03665575262720314,0.0515603797227936,0.07394733323343558,0.021335915072416545,0.02173208738499456,0.022240409433661654,0.022426122265525098,0.03516756422484496,0.09223929953002194,0.05212141960086789,0.5190773594056104,0.3178285317234349,0.19582335455612032,0.8739924964503036,0.4257523189414032,0.8211830945784357,0.6000476798497486,0.12091446679572156,1.0,0.28312926158454294,0.051495627978004735,0.6387991896501205,0.7733658489557631,0.7324876908103248,0.29896228013110987,0.24946095714372504,0.3084530775510143,0.5032071129328051,0.5575730097793531,0.11992730905155147,0.039598068829785456,0.04343618019142191,0.29965663962251343,0.10649833347148942,0.11522646613149684,0.1127635444011736,0.5571070347071522,0.4115470194251761,0.41564718941638584,0.4073047694660501,0.11142847155506007,0.11087964755688413,0.10900379935851812,0.07019867566340073,0.08487186386084249,0.10803385215686734,0.24557130977578176,0.018251675682876674,0.03129209405330855,0.022885333013745717,0.033030345497937,0.06095535766611681,0.06844541479435395,0.08284045645187861,0.07810394528842665,0.07732491391863756,0.07236328019395655,0.07011927655754717,0.06778956312629311,0.06269590730431737,0.13007751398283204,0.3511766098887275,0.07310726204227586,0.11897123441409174,0.14856456803370868,0.13701792753215886,0.19120015165335125,0.45847125841024017,0.09583368750881135,0.06465572876389007,0.0588617863153306,0.029421166758994442,0.10313369075349475,0.054838721240065974,0.11479264530988556,0.16243083643111164,0.08387278043751695,0.10142858678989064,0.12382751486114772,0.2124295736008431,0.2997799500359693,0.027942145203877795,0.03408136247025941,0.05154426834501021,0.10383810792444406,0.07611634118531943,0.07432154325300001,0.059335230296558586,0.1098975517298665,0.10859464318447441,0.10662696054710379,0.4785082686658636,0.22286672590072426,0.09523221043515918,0.11486871537924899,0.38582603850384467,0.45438716034745796,0.11798308919989135,0.4010295747115203,0.3605912228442029,0.12549663119773724,0.11059376458631125,0.16853282378399026,0.32778427674119426,0.7021409190685897,0.877701811357263,0.6566289967154934,0.13326948253150728,0.12032172400206051,0.34338793491879205,0.11203670416931016,0.11005395244563078,0.0885389227612262,0.07198881263224385,0.17583108906327813,0.008550997989717658,0.022462677625261454,0.028696538937779216
Diversey,0.08727152660904601,0.150040093281637,0.1873777567043242,0.4478299577841196,0.45337486317356296,0.5010366149929948,0.544805518681001,0.6157843821396389,0.5657159961434668,0.4783091405180698,0.296622143731482,0.5315313878927995,0.49345055424333367,0.44228772003642375,0.6999083190117183,0.7520938255516805,0.5270700097699402,0.5756891449826955,0.38211640565487764,0.43240917514958477,0.4262161023595215,0.3598681724936346,0.22946586059728033,0.037413083277994356,0.047945123823043466,0.1294624260799549,0.18200933328329696,0.260634087682574,0.07502062116179792,0.07665142493501854,0.07833500371232734,0.0781635736344679,0.12390168676616484,0.32300842991558903,0.04214237043571789,0.5453669609085171,0.8902681016952589,0.6916336511456634,0.3212539294090126,0.12105468785983206,0.23462120210240386,0.47132888056609296,0.355085442310408,0.28312926158454294,1.0,0.1815226200498176,0.18287852992792755,0.36369905234529226,0.3847694484136922,0.9467977281010197,0.8805808205459957,0.11763960012182205,0.14370439770990212,0.15929128063644837,0.4184407869012608,0.13941767142657346,0.15299632164660026,0.36877009081759643,0.25501781032700943,0.40254909319071236,0.39629135233159124,0.5079481152212638,0.3894338143548294,0.413715305913584,0.6373658309751025,0.38898037853823875,0.37548099482245384,0.352511620369162,0.15878267505113355,0.21807544567852477,0.3775372930577513,0.5032251466796379,0.06446404472758265,0.110302300865568,0.0715996605895303,0.10887892641000914,0.2116146411345149,0.24120597984074912,0.2852646428454801,0.26574928503275985,0.25771029099743187,0.2207634091676354,0.2070451716267301,0.19386618396971297,0.17241985443549018,0.458103179710272,0.14432941781560008,0.2569866643659163,0.41284015118598605,0.5107182899181054,0.4736340959468137,0.6655518360193838,0.4720330737044263,0.26612500989990884,0.13741178114335703,0.11763262000946802,0.0935331854783235,0.3117380352244998,0.10547423750072847,0.4000279699091232,0.12339707538181703,0.1683707581028168,0.2303758486238995,0.3814377066146675,0.6038997162061736,0.42719779176278694,0.09853652658712592,0.116033785724043,0.17529931879920846,0.35605267720395295,0.24727364954891057,0.23386642355418003,0.15664090526555421,0.3874849063821369,0.38344398374348837,0.3743437064442492,0.5916165410930878,0.786356645916601,0.20580501069595566,0.30472411477260575,0.10976097953136121,0.1293943367727821,0.32821363298775247,0.7053597392702845,0.7839950257228313,0.4381887106492443,0.386800761685112,0.5785035534926543,0.09344617870190412,0.20166697749595244,0.24898092970355487,0.4302388227563493,0.4666520904940965,0.4223664177475374,0.79888591308409,0.3897426468463473,0.38402770999290314,0.06832548088249071,0.13469420002867968,0.5983480000006572,0.03019407157846441,0.07932761273825444,0.10135331172125937
35-Bronzeville-IIT,0.026201991140676218,0.10326019379544715,0.12839951722865042,0.3595244324837456,0.40025764784552204,0.36022582116973617,0.3243055825589311,0.236670735334272,0.17671490571580598,0.12727400060470664,0.07459838327145651,0.33799863061494695,0.09457373260558637,0.08935773424237353,0.13496321110722195,0.1442499553127676,0.09790852783305884,0.10669919529138286,0.4717434474732999,0.40851656410883197,0.4148653612010568,0.4958486568399686,0.05829367603030347,0.20306895914459314,0.2604862111052791,0.6984200433720115,0.9423158405714506,0.6963744746661895,0.4124113479616288,0.42197037794654707,0.4065659936919365,0.37108003398963385,0.682459370535566,0.5535224031404319,0.015097973459674443,0.0991740993970096,0.16186502632532543,0.2621860807761385,0.05856776711087211,0.021979011869291992,0.04260404266837909,0.08581746549995597,0.26675643430561735,0.051495627978004735,0.1815226200498176,1.0,0.03319709971321553,0.06634690144901344,0.07016365264585449,0.17199399755297007,0.20571629900661922,0.02309475007094547,0.026085825801045695,0.028915526948784027,0.42596725041896805,0.7666464805438974,0.8418269899962589,0.09260882916658911,0.1776418477314545,0.44367108191139004,0.4562153093255185,0.09242961365092259,0.0820642759806461,0.0862802465787488,0.11977674482786352,0.43106188087291836,0.39069718420845745,0.34603361438072816,0.13845996314569384,0.19838222196915573,0.4727199319989766,0.14685751663384872,0.35065079397721755,0.6076269383485452,0.2068581746890813,0.3425068235665123,0.6038756725519911,0.6884575316702748,0.5018081885383838,0.4837533229180519,0.4383641661685549,0.31289680256843355,0.28009121514015706,0.25196600721807166,0.21954720597364813,0.3869464128508332,0.028643042949230275,0.7012394624223491,0.4260560807591403,0.3408850666262071,0.37034398687784703,0.26880261253261506,0.09241805982450021,0.242090635502857,0.11562512124803619,0.09580145904217015,0.26469599708241676,0.2958479755980909,0.08443141500271208,0.4437428877062218,0.03447682706936717,0.11559350191003365,0.15837109995241735,0.29211759168495166,0.20354080888245762,0.10696728618096865,0.5425863691967356,0.4283665059401486,0.5075439358205196,0.42606764575570877,0.3938638736643004,0.3490928735157386,0.1914762179256377,0.4570461049340483,0.4725070381514232,0.4818645407170633,0.10756825578000204,0.22986860029809356,0.1408489194342276,0.21889196017619308,0.019926759115638962,0.023490262361943952,0.24018930417091033,0.12837852121646826,0.14277095008943524,0.4077992774765491,0.4625740931362296,0.3018613991032151,0.016962633210066747,0.03660730766370093,0.04525161937570185,0.07839160200197252,0.3853536124621973,0.42731715593745967,0.14749849987835853,0.45304138961083673,0.4632030757409088,0.021752803573024445,0.09288021804824331,0.27568129197990154,0.1637613512985308,0.4278657264420018,0.5467490026544263
Main,0.12013227838539609,0.060475460984554155,0.06808395473872415,0.08567289892075762,0.08291718587147334,0.0918256052290315,0.10087400793548029,0.12898962542088582,0.15592382498915647,0.19609002020691713,0.2392688567759734,0.0977100143104795,0.32693795837435935,0.31753050385305903,0.23885500620305622,0.2254948197524033,0.3295974800189566,0.3047751561095024,0.07003882498677128,0.07987832047090228,0.07868978730509131,0.06612912738819504,0.23554866780143605,0.006870244444407901,0.00879775237861423,0.0237137620132154,0.03329734907630158,0.047667139449933456,0.013728343249134217,0.014018718547874993,0.014487968664746394,0.014738288791281095,0.022660453991412748,0.05927952091738183,0.05559737368173179,0.3342321708752312,0.20506583141924034,0.12655399048108837,0.5584721567902385,0.661240020160916,0.7772673798278406,0.3853058759810424,0.08286853191856218,0.6387991896501205,0.18287852992792755,0.03319709971321553,1.0,0.49415473864542564,0.46843469111553215,0.19301141606955108,0.16130551596348647,0.4074510727138859,0.785777282736125,0.8710189033951313,0.07702130684726204,0.025502627973669513,0.027983525246761322,0.2306111389526483,0.07714395278814677,0.07402078010077921,0.0725770593915853,0.3582371741889051,0.3130589114508847,0.309641018197334,0.2704046545705487,0.07279597387998898,0.0732867701063038,0.07305620313768069,0.052486749656603895,0.06085853517330331,0.06940015810977888,0.17307574438997278,0.011818721865207733,0.020171998801664825,0.01577362545236305,0.022262680683544714,0.04004276486142218,0.04449433678579375,0.05454447123596072,0.05169464901011208,0.05156827491022634,0.04965418072396129,0.048603337854096436,0.04745700774519829,0.04446458986378779,0.08448238383202844,0.43006691924993473,0.04704704967563005,0.0763232624305212,0.09522851864891825,0.08787171239079769,0.1228728741482927,0.32380756199669375,0.06706630088345282,0.049365823406262964,0.04592532764493729,0.02012088088109393,0.07046141214834023,0.04339601962897892,0.07369849713385304,0.1640665686939883,0.06442791214003639,0.07465550441226232,0.08382963061641212,0.1431162014775594,0.22166212801219368,0.0180205177731621,0.022655596026013792,0.03421204021986757,0.06837714625993402,0.05120184216698247,0.05050750421084142,0.04263814347660667,0.0713328078649064,0.07015088755845471,0.06859566117343012,0.3082819148450206,0.1442348940366078,0.07124454494358837,0.08083838795906914,0.599935441535284,0.7072927900535672,0.08199186586711062,0.2583221465343749,0.232336703692903,0.08061724014220363,0.07106228547036281,0.10805190613370651,0.5109509474740566,0.9067576302216294,0.7273943448741004,0.4208593224076412,0.0856815479406551,0.07741031128171769,0.22382455803883256,0.07190066005374658,0.0706734609379563,0.0935398256044433,0.05683445785621647,0.1153678592005206,0.005548096582911654,0.014560191260176505,0.018584732834390195
Granville,0.1092782204036296,0.08840126771474732,0.1041070337755913,0.1659356475835469,0.16529120076998666,0.1822505876520482,0.19865709818926408,0.2447982232951149,0.2793350506821516,0.32312001588070105,0.3101030821481793,0.19604764699103877,0.5596549435405922,0.49928531420220873,0.4513686314435907,0.4319587692865981,0.5998887118258658,0.569008334067088,0.1404152420855552,0.16072300035972864,0.15830965630393856,0.13283686370679698,0.26913233397895464,0.013612872503484644,0.017448254957198955,0.04714298249599718,0.06636699960223155,0.09526459637674951,0.027520906044719417,0.027996525623402397,0.02849955958612351,0.028592540174793377,0.04532578525634626,0.119012743866562,0.049453352673597246,0.6662615825625368,0.4084666859909402,0.2516639769426585,0.8826956989057322,0.3294384717755379,0.6356261935657779,0.7713243530996705,0.14945675766655914,0.7733658489557631,0.36369905234529226,0.06634690144901344,0.49415473864542564,1.0,0.9451776994134414,0.3841149282219635,0.32030882902963975,0.25457013805331363,0.38916439877458564,0.43121159305128715,0.15477921119430468,0.051047613280177886,0.05598488109357783,0.3341484341564895,0.12688001571043886,0.14869471906822146,0.14536573800668617,0.715578699211286,0.45348788470620094,0.46563136791050247,0.5083877034536919,0.14232698014551803,0.14054197014584782,0.13688396017605953,0.08220038120235662,0.1019937662664988,0.13941623251117496,0.2948290642413438,0.023466853770672723,0.04032299953760657,0.02835090026430172,0.04145782475113323,0.07765935793086998,0.08775075366525824,0.1053374321231673,0.09899428930217075,0.0975300846779423,0.08960705306849574,0.08626638632140096,0.08287359827385152,0.07603074805028892,0.1667364645135764,0.2972702326498197,0.09426789419651843,0.15363223398014816,0.19191502641499641,0.1769589852307539,0.2466178902147158,0.5344832180478795,0.11695700460384463,0.07474611499792551,0.0671699402032247,0.0366048311564815,0.12787079238435764,0.062060348777414474,0.14818088631613932,0.15595451232197668,0.09635494437563247,0.11960836941637752,0.1543401775291336,0.2646485672215464,0.34460371205778234,0.035998943715866656,0.04313955393260341,0.06526511872915486,0.13196514201514262,0.0954720830654623,0.09260742482611528,0.07136583178798248,0.1409561942685937,0.13969610717369335,0.13749406438273026,0.6143590506526491,0.28606427573254795,0.11116652919155276,0.13947115093994772,0.29853263189152524,0.3514873474926578,0.14446565903080602,0.5156069835358672,0.46372608980901175,0.16194381462787702,0.14269985395644819,0.2176785372866594,0.25356361967076646,0.5435963134245193,0.6787990130708628,0.8451483077702778,0.17189105135741617,0.15513930555224026,0.4373529826793777,0.14465351604754614,0.14204784582362304,0.08391443341681101,0.08138916135359178,0.22365865054332953,0.010984871806720729,0.028863598940208065,0.03688822192283314
Thorndale,0.10945487950397674,0.09197157883438592,0.10863343599346506,0.17552670349379,0.17483504072934347,0.19280333104168615,0.2101795796070153,0.2587275602081153,0.29415541542395734,0.33779260226076785,0.3173482602200902,0.20728330997294103,0.5835767129282603,0.5167246600299668,0.4764908702510575,0.45646051771014584,0.6294998815812682,0.599269683012075,0.14846755289724842,0.16987444122274112,0.1673266480199256,0.14042700528634255,0.27284601523708046,0.014400322349010872,0.018457188674645075,0.04986658893986775,0.0701949759843064,0.10074724050074697,0.029096584960732443,0.029607321427954608,0.03015204536923755,0.03024930112711937,0.04792985677713062,0.12581907233953768,0.049573428680238694,0.7049052980838408,0.4321224357855273,0.2662306763624877,0.8347047271733246,0.3118725488543999,0.6026611812759094,0.8160626382828621,0.15760636192452487,0.7324876908103248,0.3847694484136922,0.07016365264585449,0.46843469111553215,0.9451776994134414,1.0,0.4063651070683374,0.33887038375878537,0.2463121341125107,0.368683439243445,0.40858192604858723,0.16361805869297272,0.05397799778491717,0.05920107747058875,0.3451663972240746,0.13303615719013354,0.1571920475503797,0.15371434444095142,0.7570835614000381,0.4661323810577009,0.48026047048634657,0.5362072479907746,0.15057849486459388,0.1486308455350063,0.1446380939525329,0.08595609315391098,0.10711282348865937,0.1473819684629636,0.3092273052963578,0.024823108462222736,0.042641174018510884,0.02991611517627336,0.04381022582080752,0.08215599593786568,0.09283828158547702,0.11142532654188536,0.10469440646628236,0.10310488256798855,0.09453170035425996,0.0909279882368198,0.08727343398122757,0.07997237680970518,0.1764052272096297,0.28921266641429677,0.0996751531931991,0.16236957999196858,0.20279393268445917,0.18701237288966344,0.2607525066116851,0.555432642002924,0.1231184254468251,0.07798710551587702,0.06992080924105178,0.03864492801136936,0.1349075516319543,0.06450527576304256,0.15663206317892794,0.15646050067960643,0.10039730240982388,0.12519432659293933,0.162935217217418,0.2792991171093434,0.3581873559217599,0.03806985464832275,0.04562103809511067,0.06901970564418125,0.13958597348478613,0.10087360745684651,0.09777342193147441,0.07497042294185105,0.1491273181371889,0.147766279085371,0.14538106398386974,0.6499912816187623,0.30264428470291316,0.11615477836958142,0.14668806061137496,0.282621731017204,0.3328340032998212,0.1521367033457686,0.5454676658070248,0.49056563902557926,0.17120007978479956,0.15085990750047315,0.2300367743949093,0.24009830711565883,0.5155973176257355,0.6429350156736519,0.894168645408522,0.18174146836397312,0.1640425210833422,0.46259786929677843,0.1528909556581959,0.15015521014470867,0.08404542663463928,0.08456202681814648,0.23657775108613774,0.011620479549970626,0.030533335580222677,0.03902105485273342
Wellington,0.08905419573215788,0.14693557863826107,0.18298261332749732,0.4246540672088712,0.4294941439329469,0.4744373324047346,0.5158897227611444,0.5898575999533772,0.5556937693679888,0.481334982988347,0.30320169156974325,0.5044812468319858,0.5152203792496491,0.4591035706287399,0.724864920307669,0.777164350068205,0.5529047654488674,0.6038294867767167,0.3623608701483478,0.4106953120669888,0.40476854533807705,0.3414374710258366,0.23504407783099704,0.03542821462436764,0.045402862567225984,0.1226097705437822,0.17240732604945336,0.24696538299477797,0.07110330988665123,0.07261800693986056,0.07416777474018318,0.07401864939161727,0.11740449892979168,0.30637789684359085,0.04275554327502672,0.5759047115357062,0.9402930507981597,0.6550003013477894,0.33927558086739734,0.12777989253325175,0.2476704507947127,0.4977602005670299,0.3405424468194623,0.29896228013110987,0.9467977281010197,0.17199399755297007,0.19301141606955108,0.3841149282219635,0.4063651070683374,1.0,0.8337323021780864,0.12313510195263452,0.1516649384698957,0.16811845914727955,0.3971678150201696,0.13212062480934506,0.1449806469369701,0.37569376235029683,0.24749480243326713,0.38200179488855707,0.37572515300789483,0.5364170114784212,0.40295241284120514,0.42823464247696735,0.6657426021695159,0.3684084887400229,0.35631049604553516,0.33559113027114024,0.15415954204680207,0.21044959943305275,0.35823316353998236,0.501001351499473,0.06104859950714806,0.10450981543365935,0.06813836758503554,0.10336711823778649,0.20044271161025917,0.22837427018394815,0.27034130544769425,0.25200788013086317,0.24468267227622112,0.21072010362134053,0.1980001954548307,0.18573102490127238,0.1655184115854694,0.43373346526123147,0.15089132446491446,0.2436098439559617,0.39213930766973354,0.4859583144543953,0.45022852666812285,0.6325881742022047,0.49158435237871123,0.2557942183749794,0.13378911738084764,0.11483529640165394,0.08895556067730928,0.2981035946264541,0.10312689313647087,0.3797394423732344,0.12619640739516716,0.16466078151986296,0.22415509400502873,0.3646207002335781,0.5858413281263819,0.43390132281167776,0.09335507989759437,0.10998867786565096,0.16619918329136707,0.33756571608977326,0.23513719040509795,0.22281687008106046,0.1506912345737656,0.3668719293665508,0.36319460964108075,0.35496463096829073,0.6247449455880552,0.7445212109614363,0.20068700273857998,0.2941053832353247,0.11585404241431241,0.1365744777095243,0.3158744329949682,0.7449688035488633,0.8280482313543227,0.41588836293173764,0.3669873098523534,0.550854348327066,0.098620996881302,0.2128357340724158,0.26287867831305084,0.45437736262060213,0.44273942209100475,0.4005340925746652,0.8340583747823146,0.370052605143814,0.36447056548390694,0.06958557973183231,0.13205941951916433,0.5682998611460034,0.028591585716323777,0.07511935099714381,0.09598112706427714
Fullerton,0.08297496550976127,0.15677278724472746,0.19698703539958803,0.5063677992721339,0.5139516752542876,0.5687431464498865,0.6184576002206552,0.6732854521458099,0.5788758414464679,0.4645928399336981,0.2798702507326496,0.5988761965513643,0.4440518856114264,0.4029209847373133,0.6355723350652115,0.6833357787360529,0.46997371718897046,0.513195582855243,0.43192287138074165,0.48646786682153,0.4796714842364497,0.4062089392171475,0.2157929407377493,0.042468156751279504,0.054418847996447695,0.14690207782848844,0.20642089105467756,0.2953119389889703,0.0849624217641209,0.08690416514515824,0.08895628189455325,0.08872767605652057,0.1404001666458904,0.36493105009095594,0.04063722687247657,0.48041651983769557,0.7839530300284258,0.7845558643275901,0.2829493755890565,0.10674528923059835,0.20685072123306106,0.41513938909314724,0.3895473785523051,0.24946095714372504,0.8805808205459957,0.20571629900661922,0.16130551596348647,0.32030882902963975,0.33887038375878537,0.8337323021780864,1.0,0.10565573714015203,0.12675844613951098,0.14050028186936983,0.4716854070811274,0.1579372552058059,0.17334258024115992,0.3499105752305599,0.27186717348631273,0.4540841500818645,0.4481973067250328,0.4474164354003826,0.3574057221351869,0.37924006466635957,0.5717512845575594,0.4413486560104375,0.42378517312827363,0.394433689061774,0.16939004994052353,0.23592811618588316,0.4260229255418772,0.5002872527317052,0.07315940320859578,0.1250173678255237,0.08030335308199447,0.12282408164026827,0.24006130756218527,0.27391087314220813,0.32317367071824044,0.30056894258521827,0.290554512445235,0.2455484105871659,0.2292065369506949,0.21366662415693993,0.18911029638960067,0.5202245825351309,0.12994261813212396,0.29085232036544845,0.4644005767142149,0.5710616619932981,0.5313717340629651,0.7447317740248525,0.42704092685784345,0.29063758233746917,0.1456377412836689,0.12392293642210915,0.10505634286754581,0.3448112478128391,0.11072358163573906,0.4508007347799985,0.1166638487746243,0.1764468960744928,0.24415399364350526,0.4219737774203673,0.6368676998227273,0.407355200463433,0.11170405076365199,0.13139898779286752,0.19840255148051514,0.40288301399168003,0.2776764671208023,0.26133202508363784,0.170926704010921,0.4400206846970656,0.4348926142257738,0.4232317468169468,0.5211489288085648,0.8929976335133671,0.21704666164852596,0.3291089266684949,0.09679579181325085,0.11411413001678936,0.356940571520736,0.6211679387300525,0.6903709942434232,0.49398234698566945,0.43658342308952236,0.6446899720697504,0.08243215826138661,0.17788504685039913,0.21942086458029905,0.3789303152585887,0.526577883365159,0.4773520717878165,0.7133701928103083,0.4389694195344077,0.43306995587195185,0.06527325400746731,0.1403909239235926,0.672523978196507,0.03427569670071724,0.09004438933714358,0.11503077819805384
Dempster-Skokie,0.24760021905779517,0.07667620537702845,0.08002278922600312,0.06383852616707357,0.05620590448825286,0.06298578637914097,0.07067316217306102,0.09745966243630126,0.12838187423436495,0.1757038584919786,0.27626221304524656,0.0635907929530276,0.23793507170275047,0.25780035992573985,0.1660446945855247,0.15453032624711538,0.2223418279852799,0.2037251675553411,0.046573135026507166,0.05163864888184126,0.05095376979544903,0.04358353822167557,0.32100258763559647,0.0051660846675237355,0.006559211359937973,0.017099434011348766,0.023479326661445983,0.032752863570588694,0.00959315364057567,0.010009410893719902,0.011057155401205153,0.01180222919407241,0.015864961326479472,0.03938010583900828,0.1223035884609936,0.195380618746574,0.12952735234011872,0.08424302398503941,0.2766815246287326,0.4046792509877297,0.35722304439401725,0.2163230214774684,0.07270350020695485,0.3084530775510143,0.11763960012182205,0.02309475007094547,0.4074510727138859,0.25457013805331363,0.2463121341125107,0.12313510195263452,0.10565573714015203,1.0,0.42482993814896974,0.41943732272583756,0.05028791970834885,0.017727823144457602,0.01945846173833383,0.23428548226491835,0.08006968806421694,0.04852892392666156,0.04842821038118432,0.20541934549719376,0.2809921945942117,0.2676362610033344,0.184503778638411,0.05333823053753327,0.05670067720848336,0.05980798280338964,0.06087208225913335,0.06257638580293531,0.04562540625534014,0.15171857004093872,0.008714645937968911,0.014212756453296687,0.015289231927623175,0.019687054251371242,0.031022599829114823,0.032449361977723495,0.042147672298600114,0.041005821605036956,0.042240557244690474,0.04524170554223097,0.04582777626539879,0.0462189858900157,0.045184390920738865,0.059463715629098225,0.8039739042234423,0.03190011509182038,0.04930497504276179,0.06033596759296518,0.05620560724541648,0.07869461817005632,0.24665407128859168,0.06382539081886744,0.0605046197119712,0.059478198268693015,0.018838506952534185,0.06191495473063028,0.058221054603674834,0.04805276904234814,0.30975954898614183,0.07862128964916422,0.08103202133727637,0.07050087846992556,0.11265070218192795,0.20817231595392005,0.012775672572159055,0.01891871924168916,0.02797327640760576,0.052241450640263094,0.04339907247278978,0.04447214196779375,0.045093961191709754,0.05048934920534606,0.04819603129358997,0.04570827408282509,0.1831524490400244,0.09587096326630509,0.08089382050691782,0.0771014191050201,0.3997188935608173,0.4146932375456338,0.0752276314222124,0.1572439708807386,0.14351864233757228,0.05264349320811865,0.046779426575066244,0.06818358947357439,0.3892240493175023,0.39559520165366735,0.3357824114504151,0.22977548043449994,0.05620461069468322,0.05132711231477768,0.1472531683657867,0.0467432906249267,0.04627369305555009,0.19923487085897656,0.0745516439860023,0.08372189229934945,0.004200492610401404,0.010765500720054149,0.01358462638680546
