,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
Cumberland,1.0,0.18198603794283313,0.1665767045859112,0.06860557936183144,0.05348417388823927,0.05972012561803268,0.06756935420045765,0.09625756253041785,0.13135891194680666,0.1767027734777138,0.2929369875620333,0.05546714951797016,0.153509260156366,0.18017162176606874,0.1208815354369661,0.1136061671239929,0.1361213255014904,0.1288106721996802,0.0444253017951888,0.046296086327439624,0.045904911149308475,0.04142298169578084,0.3750081999483914,0.0074381278025522045,0.009187352972063955,0.02108386284765765,0.02701624060996318,0.03469004992524543,0.011795978733813996,0.012708466276459359,0.015504311182422886,0.017756694419511897,0.01878053524057316,0.03849319065360397,0.4517343198975865,0.1069533057889171,0.09059446080257691,0.07156249462780567,0.1100864383664106,0.1030920289063366,0.11978530586717426,0.10846412232583665,0.09762919501970718,0.11465022769638988,0.08692747067721837,0.026047879866829715,0.11972062779693107,0.10888705987394579,0.10906337197583249,0.08870601720650331,0.08264109000962074,0.2470410065310724,0.11299778791215354,0.11585988796468397,0.046006007480574616,0.02052641636323128,0.022333807265002847,0.23605121610931756,0.1365934892831325,0.04495573913385987,0.04615052177791722,0.10775181861979705,0.20830749019287642,0.1966093773424794,0.12527430174585014,0.0578812613005805,0.06618685393494389,0.07539364177526071,0.13166747558865505,0.11149677388719206,0.042880425002125105,0.1587782145229943,0.011771388366676313,0.017168095703060632,0.030069194537610953,0.032959509878817204,0.040067818538745505,0.03785240169542282,0.051801082079597986,0.05274511355814645,0.05685641909765072,0.0710460566644935,0.07572694078977214,0.08018179663504842,0.08401800857234071,0.05936112239069288,0.26689160560398134,0.033187391428864,0.04449750354695777,0.05097639671799551,0.04882484852170918,0.06406076466661317,0.16436936264426252,0.10030888060207767,0.14271877435293878,0.15304695249518177,0.0345371876534535,0.08648959644801937,0.15843875985288106,0.04419891421481687,0.6963826067935863,0.1745557122191925,0.147988802679639,0.08932167240442584,0.1130088034470501,0.20312068344823392,0.015730452988981482,0.029118390279246013,0.03985657918145133,0.060752797625563404,0.06133896712096256,0.06641856934623773,0.08918090524283079,0.05242456752351125,0.04813896402232778,0.04387771453777559,0.10484415799569273,0.0786604475324758,0.1588679898313878,0.11622717884593037,0.1001233288198731,0.10713554037782214,0.10739672327341267,0.09813825908066164,0.09420797651703261,0.04779619793285999,0.04388008902011398,0.055916296976370745,0.09610749197953015,0.12228199813197112,0.11602834618538474,0.1089694845487636,0.05080115216718999,0.04794889088448093,0.10432140133194401,0.04298646035625506,0.04311057013472903,0.7675249620450515,0.18781288385242972,0.08112053852685282,0.006181359826100493,0.014381352228625672,0.01748307762015311,0.07527974494201983
Oak Park-Lake,0.18198603794283313,1.0,0.7838938169560615,0.20770364158545435,0.15206101138998399,0.16321783122261535,0.17848266460887927,0.2254222736063313,0.26375989522633453,0.2677910756833943,0.25092196584597715,0.14056725880561238,0.15707280108532454,0.17571139409264966,0.1688290787713698,0.1671110042105405,0.14358380366052131,0.14632300403205037,0.13333838290582822,0.12794991791658714,0.12788617585553613,0.1259632761002028,0.23564180111377994,0.0378781858597742,0.045855445376250824,0.09213139649904706,0.1082041996593929,0.12319213466444975,0.05364030326903368,0.05886218799242566,0.07583264210399702,0.08988403611697014,0.08019196190974776,0.12282136908466702,0.13164662884244382,0.1154422490399791,0.1427787199629461,0.15981687253220112,0.08164116963149345,0.04277541388056135,0.07049614044666427,0.10511694596620948,0.3373676662414917,0.07728294981309318,0.14957981127838238,0.10288113482073108,0.060201268313942125,0.08805459239348955,0.09161677748113792,0.1464798596116884,0.15630296380583322,0.07635790993496881,0.050102585703697744,0.05414683117038972,0.13039900536554214,0.08529508675806896,0.09128353115352253,0.2579678389602274,0.5443365571757457,0.13007495306764194,0.13701119725140928,0.1103141652902364,0.1877378647118621,0.1861560772149808,0.15738812511697822,0.1873959666984931,0.2238615533584884,0.2673816070500101,0.7117387915812431,0.5199150870439391,0.1276688319066309,0.28040291807174256,0.05699663804045842,0.07508720826742935,0.16489880953504552,0.17156442357006688,0.1690830215279933,0.1460839884383394,0.19832079119457477,0.21096418548064375,0.23449867968664218,0.32613274698246647,0.36020032543102964,0.3942825283993176,0.43358108810441937,0.17287307404090949,0.09257365156822671,0.11660383592566072,0.1252566627145504,0.12772401541752612,0.12808308850403768,0.14190727347243742,0.16491377338061794,0.4181107269687458,0.7802176464358309,0.7580353187400242,0.1862648061088298,0.3303119150123667,0.6976894039694529,0.12740136371047742,0.20357104406866802,0.8821064481549367,0.6183625092584656,0.2983541745237334,0.24558967802385606,0.2559314456281987,0.07029337568687366,0.14562213027742202,0.18348352486032585,0.2100219956395634,0.26160316207153883,0.29434955120769346,0.4756414740184369,0.16594851067678726,0.14915838298703962,0.1330643263825393,0.12047089931120668,0.16149734925593404,0.7056570197287334,0.4284429180495333,0.039738148959362916,0.045541058790087845,0.38371605447600804,0.129361286943199,0.13477207601531985,0.13287838042372532,0.12960551128659784,0.131216384656423,0.03545014173951381,0.06492136777048162,0.07164607026754809,0.0989251664369724,0.13804346843701604,0.1376868175908293,0.1545568837028482,0.1247638364170811,0.12690710362177302,0.16618600138644138,0.8901252445661556,0.20189790251337691,0.031927302382005245,0.06847476417034307,0.08015183960675651,0.2349063474334905
Austin-Lake,0.1665767045859112,0.7838938169560615,1.0,0.2649093405949023,0.19395504197013735,0.20820430665360712,0.22754057024988095,0.28526754522803927,0.327598929431907,0.3203485477599472,0.27612904180320824,0.17922100804923935,0.18551125435079896,0.20478695340827546,0.20599421810912083,0.2050975913265345,0.17100327051605926,0.1756088162004075,0.1698460366202388,0.16320325958251786,0.16311054465615893,0.16035075437519694,0.24869695710000256,0.043850922608096705,0.05359280110173804,0.11244950895216566,0.13436806697268674,0.15535315196573363,0.06465864298442298,0.07063428535825528,0.08950050769051188,0.10459986180446364,0.09826103202239302,0.1560211988740015,0.11166498265191618,0.13907851941345756,0.1772857627207547,0.202788928513716,0.09546039294398564,0.047380507293416245,0.08057101732988561,0.12558604762258324,0.4301224202840232,0.08952039101323483,0.18687018462891894,0.1279733325374383,0.06778827609142068,0.1037262383647689,0.10824354588955218,0.18247993116869704,0.19646934811745834,0.0796961160375538,0.05577977179249607,0.06057711345959008,0.16628784295001606,0.1050927136447733,0.11284483064465903,0.29447442087210773,0.6942438788262055,0.16581871632943573,0.17459124505352022,0.13235962253229705,0.21534771449717144,0.21515298497032856,0.19041269845409406,0.23848196166320534,0.28469183190373143,0.3397193889371415,0.760335249233707,0.6419814593572244,0.16263502574369548,0.34139377927341674,0.06744165221546036,0.09150947789863784,0.1775525315070019,0.19692852661221405,0.20898038617056308,0.1828413617222284,0.24929685316646621,0.2638593711733517,0.2923115198364159,0.39902276343125354,0.4361979699967771,0.47132030391231744,0.5033647155064253,0.22049646288844524,0.09750837989894627,0.14712321483370222,0.1597327299661794,0.1628592996230585,0.16338625873454765,0.18021610378206407,0.19372968283367153,0.5268470763297318,0.7174820651088466,0.6270698592130414,0.20707745977750086,0.41851783784049335,0.5615442356772624,0.16241330519187686,0.19527380628333285,0.8886608435422919,0.7887929572822524,0.3804083931351456,0.30834775578820317,0.299151900039768,0.08521431140994243,0.17081855673283888,0.22233440011162167,0.26661107576944465,0.32464770967411427,0.3629257810349066,0.5340108949904951,0.2112246897719722,0.18989775105313816,0.16944335865945515,0.14588010001691756,0.2039715931903456,0.9001936676660587,0.5463115741662173,0.04382041665046865,0.050535318550655954,0.48924502138743997,0.1584579813558789,0.16616782362557767,0.1694892504468321,0.16514472908832,0.16706502399986367,0.03878226817939026,0.07344342835907486,0.08232373560188896,0.11758821524494444,0.17609942228099387,0.1755686771167449,0.1903685741668558,0.1590204931393586,0.16170867835545125,0.14766379821686157,0.6977637103036216,0.2567264789768538,0.03668293610485882,0.08154530436329867,0.09660448046116882,0.2995847001784865
Ashland-Lake,0.06860557936183144,0.20770364158545435,0.2649093405949023,1.0,0.7319577366193919,0.7717924054260226,0.794376753651782,0.6535052430286447,0.4908789460100899,0.35317995207424585,0.20597887841585288,0.6514568855567913,0.2545527638424702,0.24476302285404003,0.35778998361378983,0.37928643388046296,0.25861869597218423,0.2804208919351369,0.6323420386338837,0.6158948358327947,0.6157144078063632,0.5923990549395374,0.1601834141769605,0.07882894065816214,0.10067928709369808,0.26702345650290704,0.3664539476904106,0.4993696220550424,0.1497784076651524,0.15618260193927763,0.16780575018722738,0.17138917327361108,0.24765855367527143,0.5589981871074505,0.03702684173684395,0.2481283722428609,0.3992688470433587,0.6222731972625455,0.14649920294097943,0.05641265271507401,0.10873415081442643,0.2143938942026688,0.6150749755715001,0.12999786100222205,0.4472476119516288,0.3589292050485807,0.08533258998280605,0.1654535865618137,0.17503270947400498,0.4240653570068613,0.5058099718828247,0.06355465648478428,0.06717693875707312,0.07438215315289903,0.6274359288482971,0.2761586608789063,0.3029307780679842,0.2565227147121532,0.3815683204866519,0.623902371941733,0.6532844908413815,0.23105090450957028,0.22663825428434922,0.23780601299688978,0.3160639907288421,0.8337747276115842,0.8333157315298421,0.7321946177456886,0.25112031929355816,0.36953375298074076,0.6066299904830575,0.40709587131178204,0.13467379063258514,0.22205205983931983,0.15595193535699453,0.24169994852149862,0.4666341393179224,0.507528541317004,0.6343363817462226,0.5929140349538653,0.5711330021761865,0.4543188683744863,0.4140398127870671,0.37747484449510066,0.3268899460194419,0.8321830164423855,0.07893695437516927,0.48040688492960226,0.6027674460607323,0.5969249559824379,0.61038207121641,0.5833661685142006,0.25086912673720757,0.47176279204262556,0.21013845442996498,0.17449108985622533,0.20482490096917463,0.5968073197193557,0.15379129521783788,0.6112659539103901,0.09233737029728756,0.2354379203821619,0.335830256809521,0.6954028947389618,0.5652305580963767,0.2968081945163931,0.19959871519400563,0.25832591756033935,0.3907532939138058,0.7943747327815225,0.5381082622158803,0.49494784002191916,0.28839616699457854,0.7641304280748107,0.6975109219710907,0.6278583124679096,0.2687847347022665,0.5634780652045278,0.2942543996388022,0.48470615515884885,0.05122796799999443,0.060380517990928646,0.5410638642641217,0.3182715124209822,0.35238431566509465,0.639618017807305,0.6179804022992691,0.5841503269246275,0.04379107005223187,0.09408379623524499,0.11475568351143572,0.19570578877415296,0.6616352621352102,0.6620858096369647,0.37876826086805454,0.5973614930223183,0.6054066012510375,0.05582117521328928,0.18489576312900868,0.7413979668134303,0.0637697418978547,0.16638240295990908,0.21118160248606638,0.8839745307189822
Clinton-Lake,0.05348417388823927,0.15206101138998399,0.19395504197013735,0.7319577366193919,1.0,0.8905032908909067,0.7871090392085711,0.5515482168667508,0.4027612258764734,0.29146980136165224,0.16860470291409482,0.8210045431635709,0.2332997355970711,0.2174012897888278,0.33431746355159986,0.3580460769541443,0.2432071349106571,0.265283609452646,0.8250396717838547,0.8414213711253805,0.8406601300563555,0.7693397190924094,0.130136736514394,0.08197113057794504,0.10513489531962827,0.2846132715744564,0.40080008811066875,0.5739621934687297,0.16475934002527706,0.16858113235724562,0.17052402043610107,0.16680427073701568,0.27259365361130344,0.6997895709022383,0.028117889826250252,0.2468992868307147,0.40350494988776986,0.6545943055048868,0.14548342439051798,0.05462575128213991,0.10598843827193817,0.2134706910285364,0.4502156597283254,0.12802588994524827,0.45279433201427827,0.3996644553210182,0.08258344968570613,0.16480997314782497,0.17434187832686873,0.42890659719518576,0.5133978553686357,0.05594443481632116,0.06486909652475238,0.0719157080091236,0.853444755937515,0.30664037241598235,0.33663409060577537,0.21144533154213713,0.27935055954213395,0.8398729330140313,0.8584480389370769,0.23001242079458853,0.19698126831883125,0.2079580678706587,0.29737160384454975,0.761121363163661,0.6490817609852529,0.5475587307202285,0.18435260987363666,0.271885439362201,0.8005236911321277,0.3318639592355464,0.14150222406751647,0.24269069740034543,0.1313179326508508,0.21100529453208933,0.43956879476811556,0.5230160593305277,0.5641994521690855,0.5124147620926154,0.4735353085691089,0.3508067905203838,0.3162251205717983,0.28607652259947774,0.24649818895304715,0.8795615732595221,0.06919967833954277,0.5638892057710823,0.8208578850108338,0.7804714578499088,0.8212321610614544,0.6631452651511479,0.22677214019269554,0.34738875803726504,0.15409614975799446,0.12785921208975595,0.17315038105177472,0.4416465456134417,0.1126561425670419,0.8246495495065923,0.07304138213887361,0.1723712063569945,0.24588702821413455,0.5090407312875852,0.4688118609014942,0.2464172631041584,0.21679384026131893,0.2364536127991017,0.35069532138339465,0.6594207235400934,0.4322039647871729,0.3879977622083346,0.21625896086443497,0.8228042196520219,0.8446702617465286,0.8112710727941632,0.2678604159314541,0.573706817455951,0.2154479655720406,0.3548060067146971,0.04952181229578483,0.05839589170374127,0.39604021182677646,0.319713441425871,0.3556273995498259,0.8738343640571676,0.8198759197542487,0.7202438042240218,0.042153954859333924,0.09108404539327195,0.11252117965236783,0.1949020337745411,0.8951724812510004,0.8957874466895552,0.3676275976606901,0.8027826016372157,0.8059896542452994,0.043087484634375735,0.13536010921780497,0.6546651089128158,0.06610799567377032,0.17398467492565056,0.22253503166169258,0.6470458686822919
Grand/Milwaukee,0.05972012561803268,0.16321783122261535,0.20820430665360712,0.7717924054260226,0.8905032908909067,1.0,0.8829018244241208,0.6181239175662631,0.45131997286666004,0.32701480757808,0.1891747354090398,0.8425859429587076,0.2608758408851468,0.24373170963926966,0.3734363462564244,0.3995714333493369,0.2711417849679908,0.2955919646962369,0.7347314089124835,0.7704751242233634,0.7658699992563415,0.6852436555324356,0.14596610100170934,0.07435623002733559,0.09531949547904323,0.2576604897842761,0.3617897301335818,0.5155357206809902,0.1481144316066109,0.15202781604775767,0.15565127471253232,0.15385417174564214,0.2453237512243996,0.6235195960174521,0.031196900668457785,0.2726795514856274,0.4455922792754537,0.723726574766229,0.1604904914174788,0.060473593217287534,0.1172795923530536,0.2356046665680986,0.47969661139050995,0.14143115077626725,0.5004760804958378,0.359630567824092,0.0914711316598463,0.18174873640875075,0.19228995227286858,0.47386468463416076,0.5682235118086523,0.06270434271043818,0.07186055425270285,0.07965718184355454,0.770162374556862,0.27569124671360506,0.3027358972523203,0.2372933515278566,0.299479974478721,0.7522139534986009,0.7644932514610547,0.2539371504623444,0.22107900569492844,0.23334443769539195,0.3317266530447386,0.7457837095357146,0.6595405606758422,0.5661420589353976,0.19476757528130081,0.2859170527588535,0.7138186382140869,0.3719079442394554,0.12819975152590057,0.21858782780680797,0.12688913472266988,0.20140074594073454,0.41186853734906514,0.4798313911572773,0.5416157655598266,0.495327336856149,0.46411881381863074,0.35442000597452894,0.32150056378840597,0.2923068410702697,0.2527509547825885,0.896914096842602,0.07758939736170008,0.5047780122220139,0.7437031212270062,0.7733982184834014,0.7847350747687506,0.7155178511658182,0.25390331904877933,0.36470787462224663,0.16327141495759923,0.13581244168292858,0.16716516703773548,0.4606443669367378,0.11982010599007317,0.739999002275959,0.0817337733788085,0.1850284983646649,0.26385767570302715,0.541299424132467,0.5253984944804935,0.27659612211646933,0.19540817905727598,0.22226427766591766,0.33264796072550556,0.6542859742437297,0.4287375471237613,0.38900570334014045,0.22272451146445887,0.7701929774338638,0.7618231877154946,0.7224661995369578,0.2958418865013483,0.63604604517478,0.23127906270387102,0.37948818076044355,0.054835558041033565,0.0646655627906904,0.42295286541899896,0.3528687668187426,0.39241183151540615,0.7979611593273874,0.731429494019134,0.7475482650387356,0.046706771750872185,0.10089223420377287,0.12438095471015986,0.2150405472559252,0.8415378942637413,0.8018854371880878,0.40869255755358536,0.7195537303733188,0.7198942934178224,0.04801697274103157,0.14528733773923505,0.7340374650221966,0.059989483927689824,0.15784909858060067,0.20172593028354113,0.6855912444444437
Chicago/Milwaukee,0.06756935420045765,0.17848266460887927,0.22754057024988095,0.794376753651782,0.7871090392085711,0.8829018244241208,1.0,0.7000930156785614,0.511172219756349,0.3702853582030039,0.21419866178447938,0.7874481007556384,0.29102560253104887,0.27354358298117953,0.41531582171041775,0.4434097612423294,0.3006875043922839,0.3273944590355541,0.6495471911928057,0.6838538168530639,0.6787790501917108,0.6055834948770168,0.16530178192293257,0.06780738638162336,0.08684645962759842,0.23391760133831174,0.3269082660005523,0.4622422063788565,0.13337657374433926,0.13748034292611178,0.1429044928705311,0.14301477425168724,0.2210838792654702,0.5526218255103513,0.035164676743261236,0.2975764946622941,0.4845674887280712,0.776446939189613,0.17510165636875824,0.06641382061098569,0.12862332221628034,0.2569869209622246,0.5165930507112849,0.15467481500999244,0.5442698452387137,0.32371460158968407,0.10049990249431856,0.19813773134790982,0.209649233933308,0.5153369561891488,0.6179764192367726,0.0703704931926993,0.07898809227599021,0.08753436289412016,0.6808432099235949,0.24806815947841826,0.27243613785480514,0.2686353484511413,0.3263319795312789,0.6642074991577618,0.6758020628251651,0.27703982775505803,0.2489389214422501,0.262536099733453,0.368091060455682,0.7125948305684645,0.6631598892602523,0.5860987304853703,0.20948654111893086,0.30540891173473306,0.6303735340759427,0.4212327178102129,0.1166559865228384,0.19723978387314697,0.12434049674440624,0.19434307141955373,0.3872471551922156,0.44042759204821025,0.5189299763480992,0.47925533260812775,0.4563621830300145,0.36181978724806574,0.3308515690751177,0.3027268582184479,0.26306189404732316,0.8367634290951568,0.08714767363565465,0.45079327487540966,0.6583551890004362,0.7152831823744725,0.7084261772694855,0.7343661084056088,0.28404659124688236,0.38799855755566715,0.17623573203099815,0.1470412906694837,0.16347772072956107,0.4847262602229801,0.12993251006841083,0.653609452951457,0.09255251488625145,0.20227805505064628,0.28799129696820924,0.5799137771775227,0.5950774660523312,0.3130531686571664,0.17652936572412975,0.2107886417968209,0.31765895203070293,0.6417883117978114,0.42776568430030765,0.39330467096453203,0.23309498542745014,0.7062482769938309,0.6815208574907772,0.6391756989266059,0.3227608064035003,0.6917841764122317,0.25266765575525485,0.4117490007682039,0.06024671035878706,0.07104460272116243,0.45758778534150685,0.384169102002873,0.4267061841731799,0.7070008488313875,0.6458596767475784,0.7245194937306452,0.05137080422040382,0.11084932247150227,0.1361860401835925,0.2345049276264443,0.7495236108495985,0.7079938692790807,0.4501018249451005,0.635475989223625,0.6355985084731852,0.05427320314319228,0.15891264691198095,0.8313913666182954,0.05474244972585844,0.14384358859203086,0.18354612216910773,0.7221992903298371
Damen/Milwaukee,0.09625756253041785,0.2254222736063313,0.28526754522803927,0.6535052430286447,0.5515482168667508,0.6181239175662631,0.7000930156785614,1.0,0.7301432546103173,0.5277369117310928,0.30535328023245023,0.5728810510781597,0.3879627959498187,0.37453872525413295,0.5384333707316437,0.5661115001512151,0.3907574723343273,0.42199678584820943,0.45563675230546297,0.4809207821420615,0.4767369042004897,0.42467684450649335,0.23586633929759634,0.05161367108146964,0.0658745179979247,0.17453372682810855,0.24033931039849482,0.33283791211033936,0.0980530653690296,0.10209513484321742,0.11008684410956283,0.11360520678304935,0.16230438553072668,0.38938634265078714,0.049535681723738845,0.3633760270696708,0.5599721728971627,0.70446772299105,0.2170202256877789,0.08510264479711989,0.1630964250775757,0.31504541636764216,0.5760447748827332,0.19372431715807678,0.6153009637926056,0.23611894057947766,0.1285624368869448,0.24424083661738064,0.25816159795316646,0.5893534706316103,0.6728541804570427,0.09709280414316314,0.1013913333868752,0.11217162946172651,0.4770815920189011,0.18130444243039723,0.19899413996030704,0.38255316871897344,0.3993716718573384,0.4650193230033646,0.47393430896786165,0.3389404794999816,0.3460586083404583,0.36351047866583797,0.47564522180441055,0.5466488093712831,0.5671289093415762,0.5579952089580589,0.24926791095091577,0.34969269617629506,0.44154114198219724,0.6016508019804842,0.08805287926150354,0.14535607740097886,0.11360928227424631,0.16881704880873427,0.30830629341733623,0.3317453253809931,0.4208249869239958,0.4001663490452868,0.3974628548494481,0.3554892341527785,0.3349799584170899,0.31419829396005006,0.2792883789063233,0.60124049146901,0.12053347101803226,0.32239409319493023,0.46196296370134937,0.5233529939590651,0.5058360369408931,0.623492917082324,0.3833890021428215,0.43063750491821084,0.2131214673786164,0.18023317806401365,0.14773100222729835,0.5045693084526268,0.16040216192245166,0.45769151876720776,0.1321479519701653,0.25459948841931623,0.35665005915799497,0.6169141959683735,0.8499693214006231,0.445140557428638,0.1305574920415425,0.17484972428775858,0.26447288774704575,0.5270043013588653,0.3888772333278431,0.37338804521902785,0.25306445330616834,0.5149000297686529,0.48435092536948454,0.4488239281945655,0.39214484513369413,0.7134506709367266,0.31541833214070836,0.487631538495246,0.07735160236980862,0.0911120684776412,0.5295972489573169,0.4577577871907018,0.5011416611399452,0.49625393647740573,0.4523048212740893,0.5609341553534765,0.0662474164197028,0.1416617393385913,0.17157650162697902,0.28810394496748865,0.5277446937293511,0.4956647759357847,0.554197744901481,0.4449576755302646,0.44500809110404793,0.077086412693716,0.2012608056832376,0.8419847343691788,0.04177912158012841,0.10879645264101964,0.13801816312316523,0.6633490406771281
California/Milwaukee,0.13135891194680666,0.26375989522633453,0.327598929431907,0.4908789460100899,0.4027612258764734,0.45131997286666004,0.511172219756349,0.7301432546103173,1.0,0.7190740619696263,0.41712334666179485,0.4221366932450181,0.4761688589657959,0.4793404722081684,0.6075840983403027,0.6165107676278835,0.4624585576809144,0.4902813401973425,0.33285267506648886,0.35173430718257687,0.3485230848443305,0.31022329261511106,0.3226668549316792,0.03995465732393773,0.05081079020217931,0.13233913485620757,0.18014179322078214,0.24609445456495227,0.07388201028754444,0.07743710235103794,0.08557048065886472,0.09019126184889019,0.12189291404898833,0.28497225041569274,0.06675091016368845,0.40027713255393893,0.5410079098617527,0.5380677221457716,0.2503353410273516,0.10364070537165324,0.19446788312887806,0.35249330029652126,0.5303688135080223,0.22688656291722023,0.5651942415822815,0.17621949335104387,0.1554551784895989,0.27875861068485713,0.2935729733407394,0.5551651843587322,0.5783634919853985,0.1279557196233571,0.12345874076299776,0.13616207043987183,0.348480143263015,0.1357038944400694,0.1488064308228419,0.5214577019869412,0.4343142555100963,0.33954383150532047,0.3461833110345741,0.3763579703066866,0.45448088411358756,0.4738432960004806,0.5462676966124891,0.40928656745764963,0.44103242344933374,0.4599810109941863,0.27190111099693526,0.35818843637431885,0.3224214572943511,0.8239668124773505,0.06758504183021272,0.10949673630709202,0.10018664773572185,0.14201424858374878,0.24073972701409502,0.2508150879512766,0.3276390903420982,0.31741759099437217,0.3232872583555949,0.31714164430177894,0.3076227948523378,0.29609508485459607,0.27066508964601677,0.4408452425251229,0.15911815584558736,0.23765888305133123,0.33762424830912247,0.3873036138123091,0.371688673439431,0.4779142895244837,0.47958966801223996,0.41787061392717934,0.23812313328165177,0.2054555371459497,0.12844690259979535,0.45122700574877117,0.18483085020906861,0.33422909428085074,0.18086445778292357,0.29532476477608094,0.39768488430818716,0.5350216572736048,0.8589916186746658,0.6045687356752457,0.0986329608117452,0.14219131971447593,0.21333106623310016,0.40603297624800017,0.32559823707398144,0.3232801291702554,0.25176503490652113,0.3802481118147309,0.3551942602284397,0.32798604649038743,0.4262490076240387,0.5761692720387064,0.3582987352045526,0.49604792586132007,0.09448462541052077,0.11097387054688368,0.5166234305302779,0.4768421431729457,0.5054740596399971,0.36268771482866113,0.3302645787275876,0.421398774034214,0.08140375483074887,0.17083317772501364,0.20290304472859805,0.3249271693891952,0.3860101401643894,0.3619074730391507,0.5775877427312435,0.3249186443153801,0.3249205188099259,0.10482769885961411,0.2370929500790588,0.6148112656644075,0.03243141684678858,0.08351920300222691,0.10536584058375612,0.5164563937776822
