,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
87th,0.0075646065369655985,0.03830715281975457,0.04432519699590459,0.07952091575862945,0.08267956982139597,0.07502401775567125,0.06843806310142272,0.052142658163819994,0.04039972182137972,0.02957820348968945,0.018055506453300414,0.0692247377108712,0.020338993438602238,0.019650771883894393,0.02868786783466854,0.03052550249598313,0.020753776130066074,0.022551872485199426,0.0963964895787622,0.08334291270717045,0.08463582721435019,0.1011237125620426,0.014473607895125903,1.0,0.779913468913485,0.28907395504130046,0.20497763585946924,0.1424945150327353,0.45913490220626124,0.47319706364981484,0.46780952833486034,0.4200322590394307,0.2945854883511096,0.11285362027876465,0.005080104201903676,0.03352747575578009,0.054375265579228345,0.012118774233861524,0.004588324145060143,0.008871102028128528,0.07003029961279623,0.010682651319971866,0.03763823581479635,0.20366098214701495,0.006933013226445495,0.01372010118856353,0.014512263461941389,0.035644970205641203,0.0427138445960426,0.005215998353174014,0.0054532331943073446,0.006041267953095633,0.08693240748074077,0.26139779479310166,0.23958285457712733,0.021941812837250958,0.0547840228631667,0.09054074028737039,0.09337223011101586,0.01914233853803224,0.018414154060807313,0.019231952246171517,0.025381350054187526,0.09432797779934016,0.09108123454982638,0.08664377644861418,0.05375098344416277,0.0672889756729801,0.09642798863348635,0.034248735752149415,0.5796425812824924,0.33117829800408255,0.19466603391096332,0.22183456373125102,0.16699233917640496,0.15484861551906515,0.12273159648154262,0.1264465835365027,0.12199691640722321,0.1049167402380791,0.09899769950040999,0.09330473743005048,0.08755080918882585,0.08169497839692101,0.006484276330776332,0.142909525733282,0.08690674428191321,0.06956845774463243,0.07556891708681976,0.05515070881382198,0.02005719727094032,0.07380173550638928,0.04692216615079293,0.04049526528536295,0.19591567712411825,0.08147967547114786,0.036642294778893324,0.09051593742954307,0.00935804053127569,0.04135109803362263,0.05078076942624916,0.07329247303997331,0.04569893860075248,0.02493366287397879,0.3710821069472924,0.2566462515704726,0.18221791601032283,0.09853129825346513,0.1168074978953877,0.1106691762329897,0.08029989504955332,0.09672124507907362,0.09782067877505565,0.09846854703337574,0.022288764278351653,0.04780121537155726,0.04705125051242703,0.062425466828122445,0.00416334838360619,0.004906810663386465,0.0659616440695642,0.026573372799871983,0.029543837612006255,0.083275588883845,0.09439285875610127,0.06166116944966259,0.0035519404327038003,0.007644472795269497,0.009400601234390822,0.016221415661063356,0.0788359368907079,0.08744197152344874,0.030889855553628134,0.09240106569669276,0.09447769042703841,0.006598637370471901,0.035580613436565364,0.05942174379819514,0.806740273977009,0.4722719343523024,0.3696128860456255,0.07770985939322725
79th,0.009336789036118981,0.046344272841758544,0.05413506396829111,0.1014776197036281,0.10595277277056804,0.09609341106054353,0.08757962512353819,0.06649383226175208,0.05133431726225637,0.03750212368361132,0.022777064377295184,0.08874813135359241,0.02596444718290017,0.02503189243352239,0.03666831713873769,0.03903340614647147,0.02652994670753011,0.028836930486290116,0.12359472961002382,0.10686123551233682,0.10851899155961936,0.12965940883464244,0.0182011116048244,0.779913468913485,1.0,0.3705503298844037,0.26279734090255447,0.1826968912445636,0.5776740894364782,0.6033505596482817,0.5902874108661272,0.5108468987057208,0.37732807639390825,0.14469782252612326,0.006146436042289089,0.04294902850639418,0.06965516537465133,0.015525403355156299,0.0058733180491525585,0.011358149128734398,0.08817821541181294,0.013682404592764806,0.04821181672169467,0.2611268659976086,0.008874123210159224,0.017577725644666784,0.01859223730513176,0.04565995661963467,0.05470889630699496,0.006619698449198448,0.006979382068288314,0.0077324194500425205,0.11146407243798946,0.33488392426806085,0.3070777590206166,0.027750733459739097,0.06783571608005955,0.11609064243293862,0.11971034384509857,0.02452108449143008,0.023408967165493184,0.0244657219299284,0.032448916704319854,0.1205114960823985,0.11589731343933311,0.10967809248401648,0.06496170460828796,0.08274392269535803,0.12363919487245582,0.043424335620110145,0.7432126441588269,0.424069925227611,0.21918665042968147,0.2661416989063951,0.2120146062720281,0.19803432844586244,0.15606620263133356,0.16023641990015666,0.15390845866258646,0.1301182255460027,0.12205413148537869,0.11438785286002137,0.10639569339880292,0.1045608127921116,0.008228202970965784,0.1832346764625408,0.1114282760786511,0.08919987933475804,0.0968935646724279,0.07069786231510126,0.025582410577661537,0.09178636742610859,0.05632162465982499,0.048285200910305054,0.22876817673689065,0.10233594470527464,0.04350043637659653,0.11605836008725634,0.011640360514892577,0.05027068969109592,0.06258745648554732,0.09265091981760304,0.058172821774425454,0.031593271775913846,0.474989174963083,0.31499465814454425,0.22847158366167417,0.12549375299645307,0.146600290113584,0.13804487423968193,0.09688792677402608,0.12380415501201654,0.1253510086118375,0.12625125901479964,0.028550472801168493,0.06121990651477542,0.0577010950331654,0.07796664707013548,0.005328894650316641,0.006280574724454231,0.0826994091112034,0.0340419783917791,0.03784844144896764,0.10677414847435898,0.121029799674185,0.07906080437496998,0.004545292945655582,0.009784854994374233,0.012038785385594311,0.020780985918459307,0.10107514262494148,0.11210787123356483,0.039534247951259434,0.1184727299636634,0.12113801515748257,0.008093199701000479,0.04285512978390999,0.07591772700244782,0.6291877061934044,0.6047890520128041,0.4736457640708585,0.09889804380091599
47th-Dan Ryan,0.02136565546915491,0.0928902979047839,0.11329806981047244,0.26823919032460997,0.2858463485462704,0.2588653804089956,0.23508963750364634,0.17558503175809576,0.13326309864345492,0.09649769249134986,0.057368419201568724,0.23943857045693245,0.06910856231895532,0.06599990110062368,0.09806508722138046,0.10456230232832832,0.07101073137980092,0.07726868350611024,0.33317645629456427,0.28751554428815385,0.2919703473491579,0.34873955199948375,0.04522671415355252,0.28907395504130046,0.3705503298844037,1.0,0.7085235104497347,0.4924849985277326,0.5567295252350113,0.5859262191081731,0.5817501847866734,0.5176486406703755,0.859026183862941,0.388876876845856,0.012890660630400336,0.11578562991828231,0.18775708826356963,0.04186763092976942,0.015806617070851327,0.030584674412151947,0.2154860578386872,0.036877724645417165,0.12994663221752126,0.698877965497965,0.02387634354781844,0.04740667406001634,0.05014037202342908,0.12308056925958023,0.14741748697406973,0.017226951606719613,0.018774075559000084,0.020802802619554972,0.3001563287589609,0.8357187529197011,0.7997516155988734,0.07067733954453742,0.1516955922069725,0.3126070101094686,0.32290094295331273,0.06610923650871042,0.06115986922692834,0.06411860083701379,0.08687128145880046,0.3202788089115748,0.30054128002588953,0.27535183538357266,0.12743231332285063,0.17621208159442953,0.3327132827099594,0.11161656172308192,0.4983504756268005,0.8136346723039285,0.2518426561565227,0.4019368669402528,0.5273672536909938,0.5272710453676194,0.3999507694224548,0.3996284785080805,0.3720181711785974,0.282937460358899,0.25697118387529405,0.2339127382470408,0.20785667875785438,0.2807770210817032,0.021390089711050296,0.492088211458497,0.29948455428330994,0.24005247101394986,0.26073201475444585,0.19078402553477786,0.06783607753562867,0.20779505223895464,0.10740672295844857,0.08970544231280832,0.3110557530143529,0.24494524304751567,0.0794647410303832,0.3122234821065752,0.02756460274084239,0.10299419325126719,0.13681730701596595,0.23163455343787215,0.1523126255252484,0.08113241389968177,0.7440437902369899,0.5156684475391194,0.5015766640656498,0.32694677752763146,0.3424117094033558,0.3103719336850433,0.18320762045460498,0.3324680040523336,0.3381381272049831,0.3403414466712726,0.07696294677384496,0.16491144817119197,0.12313383892727205,0.18224610919828932,0.014338264068309431,0.01689906622201953,0.19733739508888978,0.09178560798188637,0.10205463914954171,0.2877107138987301,0.3258947731436744,0.21304592858029722,0.012221875596199803,0.026326763820881043,0.0324373117699679,0.05603702130105035,0.27261531338513145,0.3023871894560423,0.10626889461170004,0.3183720445110545,0.3258604594955966,0.018011275064835127,0.0842370197109599,0.20227284783450541,0.23324709056684612,0.6111351382511763,0.7815140390123936,0.2573222909653817
Sox-35th-Dan Ryan,0.027353980028017467,0.10903515955564645,0.1352991141356243,0.3677217251485726,0.4020627491435139,0.36305737040325503,0.32816812874596885,0.24152101834117085,0.18120716151301727,0.1307069001782827,0.07690458212871004,0.3376957630595241,0.09602717709706411,0.09107871420991002,0.13670626334202787,0.14596321037127877,0.0991150804302528,0.10793871914858981,0.47018380987109065,0.40576526984284483,0.4120499299596728,0.4921099129198392,0.060228996711458836,0.20497763585946924,0.26279734090255447,0.7085235104497347,1.0,0.6950471752109177,0.40870187058917,0.42145625496796946,0.41577470380784604,0.3845193350926906,0.6760883031996433,0.5485663929941897,0.015880474448374163,0.16274366733021556,0.263740526936815,0.058896470776033015,0.02218893690799715,0.04295025844612604,0.2777729370079851,0.051840300150790546,0.18257645873213002,0.9424180831514963,0.033504862638121545,0.06669655174326661,0.07053631303648616,0.1729616495539893,0.20701649720922935,0.02364072980396222,0.02634119455361651,0.029190812639693028,0.4236358277313061,0.753949663463693,0.8253404660287845,0.09528136578216935,0.18646423183828575,0.4412077345447212,0.4555230544819505,0.09295080955755843,0.08388874945028561,0.08811791225699098,0.12123882232163045,0.4405106417709259,0.40309756267089647,0.35952101174380596,0.14647238620706077,0.20917053730225713,0.4695501239543216,0.15090868447864458,0.353556994691081,0.6043240989916879,0.21928038838532043,0.36313264479747986,0.6381331598391493,0.7133343822173928,0.5224861962974526,0.506656425608186,0.4605493366185444,0.33056952260948874,0.29622242504037216,0.2666964482722656,0.23268730698397316,0.39179893706134716,0.029324047871610262,0.6934951250905557,0.42255914210402823,0.3387978478261337,0.36797761253992173,0.2689350482087439,0.09399387369136249,0.2543155287915905,0.12242126991264765,0.10151039607324994,0.2809182360713936,0.30935459835443535,0.0895075308414535,0.44061858993437114,0.035857305519174786,0.12193434534807691,0.16647366187153007,0.30317985011918197,0.20825731979477466,0.10987153864039931,0.5410739014924106,0.4527525942318445,0.5390964070913277,0.43946984801105776,0.4147714361208075,0.36832763385577943,0.20307578534589507,0.4634315440597835,0.4752923462920001,0.48029450890507147,0.10818589834961975,0.23145303199475933,0.1482619139501029,0.2289898917138216,0.020123974549102353,0.02371732710953854,0.2507820291461792,0.12905239276760364,0.14349693729622826,0.40605550357155634,0.45996028058806687,0.30067061712443754,0.017144140194200172,0.03694233284281362,0.04558206107620687,0.078816205520998,0.38460658122331826,0.426592686554379,0.14884477555783407,0.44917544842042567,0.4598499622915774,0.022769905865708564,0.09815767038287768,0.28028196815385764,0.16537459490885673,0.43301298109037983,0.5537228997691489,0.34758380178748605
Cermak-Chinatown,0.0350935248739323,0.12408280628218277,0.1563515295284828,0.5005640137158712,0.5750595094948552,0.5167121401901587,0.46347096427844964,0.33409996487450505,0.24728432754969504,0.1780177699814943,0.10373877785792705,0.4855393137943851,0.13557074038250844,0.12745380047182814,0.19365383967454886,0.20711663137645683,0.14074175739387892,0.15341152481053166,0.6764668835308951,0.5833578123239933,0.5923701313600075,0.7068662918998336,0.08069085292474246,0.1424945150327353,0.1826968912445636,0.4924849985277326,0.6950471752109177,1.0,0.28828693132508393,0.2945323689309655,0.2904868862301468,0.2746106707540901,0.4760312793688904,0.786029192399471,0.019537684316757117,0.23305105735292006,0.3770090336771983,0.0844770800716888,0.0317609663268758,0.06149144561801468,0.3459699507622985,0.07429985098246077,0.261274835497408,0.6968347879368076,0.047932795033716176,0.09567447190901633,0.10117036691192224,0.24759688207891015,0.29597042004555985,0.032957976080305304,0.03768132964159948,0.04176138842979767,0.60935089615718,0.5354032137424983,0.5875524897891117,0.1292800320162196,0.2212243215633938,0.6345980083895093,0.6550727087625444,0.13321949903564337,0.11650406150688099,0.12266263256917895,0.17205964959634842,0.5980812104323101,0.5234085139744018,0.4493768990875364,0.161280928148655,0.23622114271856437,0.6749529209017161,0.2047135891094132,0.24580948690483595,0.4238051142733509,0.17902385901255166,0.29705709173634237,0.6174993907009134,0.7895941342583707,0.6199403342790334,0.57327790871205,0.5117262904232524,0.35463673859639777,0.31558566450864184,0.2826042264103588,0.24339707709585656,0.5514030238007506,0.040816585500401105,0.9451445133556894,0.6068826582167001,0.48723947228103515,0.5291412623730016,0.3864508079471649,0.13222046979245955,0.2958057466398939,0.13419055139620592,0.11086634196647725,0.2339035034684742,0.3713581342452633,0.09751125883118061,0.6333015729014446,0.04681644983166612,0.13981445998312966,0.19570255661274444,0.38475434140085585,0.2860145025370075,0.149813713293941,0.37853458420559455,0.35486865609735413,0.4833672799822497,0.5684667574023444,0.45429612195772506,0.39854299619275463,0.21154951806690725,0.6473670536915954,0.677604199755192,0.6910120253711164,0.15499650094410747,0.3305468679779023,0.172632511239989,0.2774937989858746,0.028800110144122842,0.03393991108497897,0.3074930210002746,0.18492278351037322,0.20561426425752846,0.5842019173505743,0.6615282869051842,0.4325890071276006,0.02452181004016967,0.05284669869307129,0.06530688345411742,0.11301607264390982,0.553188213791352,0.6135169862030999,0.21217057454014818,0.6448319971587249,0.6608076092244706,0.02881002151952418,0.11100076370945082,0.39157196381707343,0.11496046699694311,0.30097500708451125,0.3848852825638465,0.46161899632645537
Cottage Grove,0.011977542137999925,0.05418288162622474,0.0652707094633686,0.15075991156353608,0.1657846356133637,0.14909076140199914,0.13430417273557663,0.09883956055687625,0.07454717993026377,0.05389493186494894,0.031960554929961214,0.14087082655952007,0.03926694113186379,0.03723138355550242,0.05596325215664157,0.05979866933947705,0.040615930813644764,0.04425663412996949,0.19652890074893128,0.1715193901776693,0.1741547547972691,0.20772045393551122,0.025180784361607946,0.45913490220626124,0.5776740894364782,0.5567295252350113,0.40870187058917,0.28828693132508393,1.0,0.8870489315647417,0.6234543984951915,0.48797230396756475,0.6042855752182439,0.23184280369610288,0.007360984473804922,0.06727047667539958,0.10869851254214974,0.024458058272829455,0.009173598101987644,0.017760479654437018,0.12016746007698156,0.02148633946546224,0.07537627199355694,0.4130789266985767,0.013836268082335061,0.027702056580952053,0.029285129610750874,0.07144738642877774,0.08534580697378873,0.009674899865082805,0.010877093936087932,0.012055369212672492,0.17830519964205757,0.5383818121901721,0.49045767730490103,0.03941771888113902,0.08593102656455709,0.18561824006140598,0.18972500534139283,0.038507203243339054,0.03434634060791633,0.03605455061159618,0.049669886087037596,0.18041890761382537,0.16767508105845336,0.15331098508024643,0.07510688990890431,0.10135887272855,0.19793618824279946,0.06231091932278285,0.7290999756749139,0.675433651183438,0.1945759041508466,0.27785952585945256,0.294799065408649,0.29580255080813944,0.22268107437488827,0.22280640669278706,0.20838785506934399,0.16266744083234347,0.14914005530370442,0.1369616674013999,0.12355353165911584,0.16027189135968054,0.012005496315933636,0.2924490677139759,0.1792752331638218,0.14337354800154334,0.15564436978448576,0.1120321500486724,0.03841732025876341,0.11760356749955057,0.063840725297454,0.053742697597491326,0.22275370079152196,0.13707167535448322,0.047856576358685454,0.18613702844766827,0.015382031728297288,0.05969252686949249,0.0779217548671387,0.12897159783795567,0.0854249874437473,0.04530596102233992,0.7482483091515608,0.3508013832734596,0.2919603612383982,0.18253207887063694,0.1931939244356485,0.1767994604811334,0.11004790550812887,0.1894663167364511,0.19549071921781894,0.2006764531053173,0.04477574731096937,0.09529426173100392,0.07056303355577503,0.10229252371445462,0.008317177578532174,0.009800323303603028,0.11038151641142727,0.053422187012977435,0.0593912415373412,0.17046883017446762,0.19342357724778853,0.12660764810883984,0.007078443810642331,0.015253442972190152,0.018877806440273908,0.032695458445297754,0.16063011119382928,0.17786853193582156,0.0611682762489557,0.190510013221645,0.1942100306044432,0.010147718321302665,0.04942422623179503,0.11455279906076535,0.37368368452685824,0.7327365901840629,0.6700761796696028,0.1437542746544076
King Drive,0.012900767356851195,0.0594385871433937,0.07128123824734996,0.15718343048106528,0.16961682941911,0.15301621316168962,0.13842205061126236,0.10289975062239777,0.07812164719732477,0.056613955716694205,0.03376429715429749,0.14317313883473545,0.04057885823703426,0.03868495761660672,0.057676497744031614,0.06155138616515284,0.04179500372261892,0.04550552163317731,0.1997595145881351,0.17350111625169395,0.17618609133610422,0.21042383759758507,0.0266897865801769,0.47319706364981484,0.6033505596482817,0.5859262191081731,0.42145625496796946,0.2945323689309655,0.8870489315647417,1.0,0.7028185703994491,0.550105992022849,0.6174411618647999,0.23493014083864877,0.0080248193426506,0.06866793824755853,0.11121454143079518,0.02488160552993586,0.009358784061667092,0.018117970608063545,0.12826966182821584,0.021884569659145602,0.07701178262349011,0.4226357456689056,0.014128386139060034,0.028179925096230234,0.02979822876950283,0.07296660459507216,0.08729271021755923,0.010093921217182717,0.011107135905729025,0.012309196567766398,0.18067609469823054,0.5477846482199211,0.5002600438077803,0.04151965844925086,0.09308377660004544,0.18814944406080797,0.19311373035004312,0.03923986903538612,0.03583533670649073,0.03756951616723182,0.051127646225692776,0.18775498525969045,0.17636085486422381,0.16275863676796662,0.08258843323382083,0.11052889483728257,0.20055152535862447,0.06550085050643523,0.7928494896479437,0.6944029755648807,0.2192395127720257,0.31087818338629103,0.3147807874413744,0.30898183864802453,0.23553571167105505,0.23735584240434793,0.22338919764750242,0.1770820820714835,0.16294857773786478,0.15009189805930934,0.13597850984082405,0.16530499245285854,0.012533696164875112,0.29719816939576377,0.18115517965617986,0.14487296400791447,0.15734626580747219,0.11389322131842919,0.03979414076217461,0.1272396834748271,0.07037014633619151,0.059362849766762475,0.2501642516961164,0.14698829461567772,0.05292858814963809,0.18839827467269807,0.016469660678928206,0.06533832868996094,0.0846597589918975,0.1369717234310179,0.08924670970424607,0.04760641895973658,0.7780405273129001,0.3908806437616059,0.3178708829349363,0.191752496370169,0.20829304906045504,0.19166040011328764,0.12144325335211822,0.19565560435269908,0.20039624696648003,0.20402487412674952,0.045659132835888384,0.09757286456422584,0.07689009799053312,0.11007780780901825,0.008487061703737375,0.010002198179167957,0.11836371895806938,0.05447295572794672,0.06056921650611795,0.1728751517927313,0.19612873367683004,0.12812696020819378,0.007228617699232684,0.015577535043680035,0.019237157036975844,0.033286924124498435,0.1632189000676217,0.18092152322521307,0.06273168099584224,0.19258752637537407,0.19662881101295948,0.010976695617374526,0.054318764263770636,0.11870408926544566,0.38269247060592565,0.8259297339427982,0.7275919092362668,0.1508907865868576
Halsted/63rd,0.015728155020080747,0.07650851415766631,0.09024673241319872,0.168839361341838,0.17156489028239227,0.1566505349664087,0.14386420183519988,0.11092567910277004,0.08629726841018556,0.06322548359191231,0.03854180795187269,0.14255144146871498,0.04320297782925648,0.041893795946924293,0.060709438528926046,0.0644955807598799,0.043915907519225555,0.04766655928130471,0.19720801261511559,0.16956907970941537,0.17217689340683995,0.20533655181533786,0.030827471527519097,0.46780952833486034,0.5902874108661272,0.5817501847866734,0.41577470380784604,0.2904868862301468,0.6234543984951915,0.7028185703994491,1.0,0.7825895613218905,0.5554423219306908,0.22854112659734363,0.010183814212261992,0.07008033959992946,0.1135203053641243,0.025352729390105747,0.00966184430247523,0.018646875012793277,0.1493250229062143,0.022395512755925946,0.07870015393076006,0.4072347257457649,0.014600429316214256,0.028685321496517386,0.030345454824240208,0.0745209383044519,0.08935019382302635,0.01114848506705398,0.011491411700102433,0.012726077549452125,0.17727862582662327,0.5008782317041536,0.4676699991320578,0.04688956684090241,0.11435688999587312,0.18457865065493057,0.19164019108873268,0.040056571581234934,0.03932877892903512,0.04105526197867026,0.053678306203975,0.19955187065626256,0.1942715369378616,0.18520475576550888,0.10698028455713163,0.1386923503112384,0.19612213167601733,0.07320872873435955,0.7512952380381667,0.6097056796555195,0.3108667378872101,0.42530975944115684,0.3566730496986929,0.3254312553243323,0.26188985995891306,0.2702842609986345,0.26048870636396626,0.21937442259067125,0.2048429650804831,0.1909777565212098,0.17594972583538818,0.17147303780487316,0.013859540448164863,0.28841787976983285,0.17629638933781341,0.14175859899442247,0.15388451169252357,0.11399860697237302,0.042679199624048134,0.1550866806909321,0.0920203934759756,0.07825987431909291,0.3490492592186475,0.1733648780608164,0.0701217135720111,0.1840210540349909,0.019686192023793105,0.08342116166942048,0.10516620377323346,0.15661748001566494,0.09747306208662,0.05329868284863385,0.6603733520402242,0.5211113248232916,0.3869576258282454,0.20989945972951385,0.2483501048669837,0.23349121606694068,0.1588794622225774,0.2027535367891205,0.2028945435512419,0.20142704739533754,0.04664672013260636,0.10003315819192037,0.09655617160645012,0.13197978971514115,0.00877121028483521,0.010335908273013228,0.14009395900763383,0.055550508438672014,0.061730474677257695,0.1702333251173105,0.19236049993701465,0.12625603845994385,0.007492158319479076,0.016097000338369097,0.019729234702535074,0.03392867101580831,0.16190389083328732,0.17951981740421347,0.06499558952065222,0.18731652370906815,0.1919833072827248,0.013573224494433964,0.07039739193937702,0.12581853658863051,0.38023666096311387,0.8496193125287255,0.7305093818476216,0.1657431981157611
Ashland/63rd,0.01800465323040918,0.09063212529567582,0.10541542732010796,0.1724323218972292,0.16783516944642737,0.15484808108786188,0.1439748417462784,0.11445846236845982,0.09094084046935283,0.0673740726047062,0.041885268930690576,0.13848252176960604,0.04461723367730571,0.04380374254737646,0.062017090686424615,0.0656361965693868,0.04492649432195318,0.048626118078109605,0.1890823374271344,0.16208056333553608,0.16450596955566651,0.19512893748688942,0.033833447444305546,0.4200322590394307,0.5108468987057208,0.5176486406703755,0.3845193350926906,0.2746106707540901,0.48797230396756475,0.550105992022849,0.7825895613218905,1.0,0.4732370000344168,0.21604362906570213,0.01201610654519232,0.06995000982778782,0.1126345686739483,0.025470375602410757,0.0098367032706815,0.018894119161323976,0.16238450744753408,0.022582177829502195,0.0785282389086782,0.37175239045139813,0.014852227914975685,0.02877873696479767,0.03044315540409473,0.07437137620315543,0.08912099444405096,0.01189829608122143,0.011709813090146407,0.012956590523220027,0.16972670657056774,0.43548979170997953,0.4143846523623951,0.050495420655060685,0.13017440530519925,0.17652239413807222,0.18453199932372785,0.04018041546896327,0.04153509978809227,0.04321223189860554,0.0547945003090516,0.201390843592697,0.201427352690933,0.19703247955831235,0.1270834751487981,0.16019364298433744,0.18687242509701749,0.07795014264900905,0.6053791287125696,0.507319916702366,0.3964449499830389,0.5204278293036895,0.36855019742573314,0.3200221356482951,0.2708483955727832,0.28437744178250574,0.2796767023798529,0.24880288978990261,0.2355396888421872,0.22212366689727472,0.20781096751205913,0.17073294717159848,0.014792742303677208,0.2698641843634071,0.16787933782432074,0.1361045544282541,0.14746028733886607,0.1115724276362162,0.044310970656611645,0.17472423847712187,0.11025085867559327,0.09444839463071843,0.438067901516472,0.18991400772878503,0.08499417840022179,0.1754883381446211,0.02219634626307285,0.09814155822282507,0.12086370000838983,0.16783870170107643,0.10171828682543414,0.056980714593840666,0.5360825469199947,0.6106681695733845,0.42257115729384115,0.216148934767037,0.2719422853927543,0.260728543650855,0.18961638430799535,0.20086748636028282,0.19776560896275527,0.19302171699695178,0.046764270566760045,0.09974101923851153,0.1120043963473993,0.14712981731805239,0.008939464265515376,0.010527529566204907,0.15447514378100893,0.055539889133507644,0.0616338445308404,0.16353031064090034,0.1837428320625468,0.1220497754196625,0.007655065291084726,0.016367226160731347,0.01993641489507394,0.034035759904405,0.1564774458840172,0.17313095516688345,0.06561545769560166,0.17804573928659181,0.18283738749276002,0.015705570711620407,0.08387589528782033,0.12799965509949257,0.3483839930798325,0.6656209638731129,0.6144009197696719,0.17213978824253012
47th-South Elevated,0.019039119068903772,0.08089113104047753,0.09904847337656048,0.24885056511598455,0.27381529918608055,0.24651255791247537,0.22223474905864263,0.1633228387781312,0.12277867060448401,0.08863852676320656,0.052320052211152296,0.23172605788374145,0.06498050838912867,0.061577923014733284,0.09259326185140776,0.0989201741759164,0.06718105658620972,0.07319100108795992,0.3233479533385597,0.28099964196417737,0.285347849872767,0.3407867350176494,0.04107890244479852,0.2945854883511096,0.37732807639390825,0.859026183862941,0.6760883031996433,0.4760312793688904,0.6042855752182439,0.6174411618647999,0.5554423219306908,0.4732370000344168,1.0,0.38047587993983256,0.011336919472879469,0.11094393976051292,0.1794996058861115,0.040245951231108294,0.01512033430776875,0.02927442677491312,0.193115116702861,0.03538320221964283,0.1243750656023534,0.6829356571846551,0.022817707065230147,0.04558258428342139,0.04819649278273427,0.11786464695649966,0.14090441112426366,0.015985460113805798,0.01793761797908248,0.019879939791056317,0.2925948723290521,0.8870182060792788,0.8099158484615893,0.06469939247804202,0.13366180441103,0.30469022263235446,0.3124669931998437,0.0634367932637492,0.05673216709824045,0.05958230741422177,0.08216364563304816,0.2980002896159755,0.27481203835801177,0.24833027737283173,0.11060957493517644,0.15399651716047671,0.32479101713034003,0.10240503902575297,0.5064643788355184,0.8889945672730866,0.21882471837173995,0.34647695168091913,0.4674921259781432,0.4865450352440239,0.36167703403656287,0.3573225494864192,0.3299059012960939,0.24691256827914526,0.22358671177863815,0.2030727602194791,0.17989999218174432,0.26522143242293444,0.01983040199446709,0.4812026882527729,0.29339155326220473,0.234633569938972,0.25483599233104937,0.18431050548857908,0.06356959832687428,0.18304361668957256,0.0930797418640569,0.07764089614796145,0.2685209270970446,0.21797766747578542,0.0687256641258048,0.3051240100880987,0.02473212954161728,0.08985812655562112,0.12019460233378389,0.20899259410686824,0.14094258763157316,0.07450667228035546,0.7930004165558193,0.44488251188680045,0.4342528680985226,0.29943127691411503,0.30163318813387957,0.271886932184833,0.15831947547924466,0.31353195172193005,0.3231522013786163,0.3302364446759579,0.07379605545355691,0.1574078367251468,0.10786892787897932,0.1617323892920035,0.013710441455701973,0.01615705482520348,0.17585041649826316,0.08804633028790794,0.09789552396733135,0.27993320266984273,0.3176031948948139,0.20750454387152714,0.011673203518762908,0.02515679277913773,0.031096615170771606,0.05382983554296229,0.2641968305237168,0.292787911553646,0.10108843626320888,0.31190967872863723,0.31845156771992433,0.015973318329860733,0.07324552064638763,0.18951570530945022,0.23779112205440472,0.6082826917704256,0.7601543480373957,0.2361953791044584
