,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
Kedzie-Ravenswood,0.19771262821398666,0.18723585883451035,0.21629321436846405,0.23898397702100635,0.20908463110751352,0.23451558133111025,0.26374678036567545,0.36477819348929086,0.4750623794802862,0.62874136052832,0.6469263684299684,0.23309926366516515,0.7781390002022596,0.9151713300042107,0.5912436209420895,0.5506579009354098,0.6889707030846411,0.6560840941510997,0.17293319646753838,0.18978134988540565,0.1874262896345522,0.16161724525586793,0.5240401905333621,0.019231952246171517,0.0244657219299284,0.06411860083701379,0.08811791225699098,0.12266263256917895,0.03605455061159618,0.03756951616723182,0.04105526197867026,0.04321223189860554,0.05958230741422177,0.1464951033395728,0.0917045408159474,0.44449742519060137,0.30878188964576836,0.43811206736142483,0.21110992545877938,0.37492032352021626,0.25884403704627595,0.4163140645246971,0.41438260666235255,0.0866671424380692,0.3103046007138386,0.4662817389366601,0.4809041085246887,0.42889834627553336,0.37991211578918066,0.2682812348588346,0.2505317375635869,0.2744765825184127,0.18553795433331827,0.06656618086883229,0.07305027654430288,0.7176078057508092,0.24976313228482275,0.1793915137119485,0.17987531275306667,0.5314128577742777,0.9407602005084865,1.0,0.6315533833549679,0.19983032982302285,0.2110971147344722,0.21927470835723628,0.16819987993248506,0.19705375393025804,0.16896169415655488,0.5483338562297148,0.03257660646661841,0.05337619242440723,0.05042590201573927,0.06903875802382152,0.11510399314715539,0.1215836113892446,0.15669893412659094,0.15141743318817963,0.15435090549782443,0.15664877950339381,0.15500395280431153,0.15250625720152067,0.14378245904213044,0.22241472464035938,0.3326295092068534,0.11930943119033818,0.18133562123773989,0.21900509040036112,0.20529792906856062,0.2842237873076508,0.8338632743399308,0.2149159338896196,0.15588138501834686,0.14210079656285388,0.06373888092762896,0.21979938897934861,0.13219548589857852,0.17736343309136807,0.28296101979854904,0.20232099117591454,0.240982248057982,0.2562201323618316,0.42038175780496456,0.715790243704725,0.04796989110250234,0.06825845484696076,0.1020043254894504,0.1948576626417756,0.15636182179916167,0.15716800889140015,0.13819588947140882,0.1891166273334549,0.18003190902600202,0.16984861155633,0.5320603548622119,0.3492860487519854,0.22825124389816717,0.2595855732322955,0.19346419676422918,0.2257889584099321,0.2605845538558384,0.49889512558793414,0.4735058033476217,0.1940649791575713,0.17323139946052035,0.2459019010434888,0.1681293658685034,0.3382903303505559,0.3838610557328711,0.5064378428293729,0.20722147145503728,0.19016785182188473,0.5125186858247898,0.17245575447178607,0.1711251299817155,0.15283940085188988,0.17343599797456302,0.3132226351524766,0.015610718558088701,0.04023014987814495,0.05085984259934209,0.2473797970427004
Irving Park-Ravenswood,0.1261727519072029,0.15839248883689408,0.19150227487573362,0.31731888585630375,0.29861490357504117,0.33298832326269134,0.3693588375079764,0.47686271440645117,0.5474051908099827,0.5856670313739283,0.4254602138679164,0.34344729162712556,0.774261784723159,0.683041866112057,0.8835016294134452,0.8306010917449322,0.8174240816644026,0.8873933442907389,0.24913822660197846,0.27897975689487553,0.27514399112168,0.233822104677465,0.3353072531565121,0.025381350054187526,0.032448916704319854,0.08687128145880046,0.12123882232163045,0.17205964959634842,0.049669886087037596,0.051127646225692776,0.053678306203975,0.0547945003090516,0.08216364563304816,0.21048983398121188,0.05920693448644408,0.6968983295876703,0.45314077488811527,0.4547502484304898,0.1795041092357657,0.34413697750707367,0.2945859737734901,0.40797336418103214,0.6378902689715177,0.12024179806348552,0.27105120641650843,0.5090161313257485,0.536817836528623,0.6662373929778904,0.5723352642344746,0.18507407622957417,0.21365567446314337,0.23644770262373355,0.2708971000992038,0.09224094240215407,0.10126370288260714,0.5120810653907685,0.24283636332506664,0.2610178899016941,0.2587773943332154,0.688908044091693,0.5942727396231107,0.6315533833549679,1.0,0.26892135640921444,0.2715727517940784,0.26826683380541605,0.15444103281233262,0.197683722164402,0.2450685736248641,0.558404619008898,0.043493439024855585,0.07329187950660698,0.05605610950717719,0.08145637447530685,0.1485805326696562,0.16385092319603348,0.20230461246679088,0.19157291316422378,0.19029196189120698,0.17681649021235288,0.17008802367812273,0.16300706355255704,0.14883547046324003,0.30927751029460554,0.22706158413722094,0.16871929311287084,0.2663486051873295,0.3273743819095121,0.30447442597499286,0.42683857055300284,0.7370377043764298,0.22951589198927586,0.13784359280983288,0.12138880933732017,0.07228633728369824,0.2521513300835614,0.11065591838607243,0.2588845123257696,0.18008875953273587,0.17497714203197381,0.2258262387549104,0.3039350037617316,0.5209273149217573,0.5728109634033471,0.06560125368465884,0.08388176723832438,0.12669994924392014,0.25350281643852285,0.1874238514109434,0.18251913678040968,0.13877399250144815,0.2612458515592015,0.2539171166513983,0.24427146192344118,0.7661422594728273,0.5168340588545794,0.20684900926673894,0.2723670044993344,0.16308794787461253,0.1920985604680797,0.28379427810896635,0.7808994494559593,0.7497410570679928,0.283663959224266,0.2511967470270627,0.37014931572869436,0.13948867171562357,0.2986806126515706,0.3619224392642066,0.5954397772670852,0.3025788866651973,0.2750881051563611,0.7980157740969213,0.2520024261784629,0.2489130096663055,0.09787018782717856,0.14406105943746414,0.4266150846720524,0.02052276999291471,0.053632371294118554,0.06829586632413137,0.3169122132184152
Racine,0.058451434101857984,0.1884786357011564,0.23966093371473698,0.8342963425003146,0.7618364377972787,0.7465366555033943,0.7134259894137348,0.5477857828487503,0.41054636941892453,0.29574051895332304,0.17294726752895734,0.6370117551366111,0.2153436636378292,0.20603746497521316,0.3040599367455959,0.32319764980234805,0.21994794801552597,0.23884184933500696,0.7098502800051635,0.655055518144921,0.6586208806897877,0.6729717222963512,0.13473877388858435,0.09432797779934016,0.1205114960823985,0.3202788089115748,0.4405106417709259,0.5980812104323101,0.18041890761382537,0.18775498525969045,0.19955187065626256,0.201390843592697,0.2980002896159755,0.6509093469574413,0.032028092753808836,0.3471828789369135,0.5552526344743856,0.12636471604830107,0.04840598663775583,0.09333682705972969,0.5525248666864103,0.11187586974891331,0.38965164599186625,0.43172477876002957,0.07314509891391048,0.14283458952945263,0.15109998240048336,0.36908087431740344,0.44200833760429614,0.053624483247167155,0.05757975701730442,0.06376100698080997,0.6772886709512262,0.3323658629367008,0.3645159436373334,0.215093683031569,0.3439945002032369,0.6839670960804112,0.7254295209085986,0.19945708738083426,0.19035632360945942,0.19983032982302285,0.26892135640921444,1.0,0.8361167605729527,0.699138798208221,0.23426521605797432,0.34614553498520445,0.6796200570018149,0.3408304160956081,0.16129718499621723,0.2671043370566067,0.17111288044996992,0.2710281360516802,0.5444955994436266,0.6071918259407101,0.7259189774458586,0.6651057893907457,0.6209831737675835,0.46104795657595055,0.4147736220766681,0.37447373304328896,0.3223007816373369,0.8320016818603011,0.0665364963096483,0.573976201103881,0.6516271530852576,0.5964170052599026,0.6265241884736836,0.5366929147096594,0.21171835537214648,0.44140387668421804,0.19532173260375313,0.161702837633388,0.22525015597768058,0.5626963000487265,0.14232542134620568,0.6701162454994569,0.0782288042023418,0.213325252524497,0.3029390483663956,0.6221577459448667,0.4726897044100364,0.24867421857567146,0.2400030324930319,0.2966746944871806,0.44542729773017686,0.8662363679914876,0.56884801165586,0.5106766686364198,0.2821419012255089,0.885736141935537,0.7959883620217028,0.7099821807961983,0.2321733963708837,0.49437132379785026,0.2658126520908735,0.43631192350694115,0.043948959111513905,0.05178655602684375,0.4866305590316019,0.27577274900924764,0.30596562418636725,0.6780641077418975,0.6877296939429454,0.560847035452526,0.037544889605660034,0.08063846727561386,0.0986543481649758,0.16894111565678174,0.6826743218564494,0.7149370517283896,0.3251324061956966,0.6595186068349836,0.6735470945270032,0.04778685005557898,0.16798846529535919,0.629943490705694,0.07629711005990027,0.199043378351931,0.2529107238005597,0.7689724516123421
Illinois Medical District,0.06680801742571467,0.22501721702179864,0.28592497775959735,0.8338386388855071,0.6500475766944345,0.6604856165446649,0.6640976279784538,0.5682365742145785,0.44227626236455503,0.32101193665246996,0.19037621441253955,0.557159612167774,0.22135889868450057,0.21564468296850542,0.3073791039061715,0.32451650247982006,0.22290569924319845,0.2409937733556447,0.5935376745660454,0.5524763891545774,0.5546252070154675,0.5630293109260746,0.149371815727621,0.09108123454982638,0.11589731343933311,0.30054128002588953,0.40309756267089647,0.5234085139744018,0.16767508105845336,0.17636085486422381,0.1942715369378616,0.201427352690933,0.27481203835801177,0.5485745532702807,0.03728821969159301,0.33643062230709364,0.5197285373553844,0.12509136136364887,0.04879458688073693,0.09348883456560886,0.655192897298569,0.11132584589608953,0.37615322685543034,0.39136826704730504,0.07363734541923507,0.1410464639047566,0.14914913364033908,0.35698256679174006,0.4244500761586139,0.05699861204622273,0.058094455505444995,0.06426177942831769,0.5692320303821423,0.3042225874178592,0.3326928907247941,0.23508380987110022,0.40985143408006103,0.5731098021094074,0.6070772813829198,0.19643831826574493,0.20193073086847868,0.2110971147344722,0.2715727517940784,0.8361167605729527,1.0,0.8361668328640692,0.28015080559152616,0.4139088830950109,0.5682569476622625,0.3713716329265154,0.15419472809015478,0.24784415212090613,0.1882283297479735,0.2904824744602523,0.5439725710545031,0.5644504299783569,0.741694733791747,0.7047789151780252,0.6856727287083199,0.5383357450794592,0.48733113523068444,0.44174938956970833,0.3810066475568473,0.7294005466247978,0.07082236230543613,0.49898489054682077,0.5472340575532687,0.5150759764248071,0.5348058261520447,0.4885696868739333,0.21934320170668964,0.5279039456354362,0.2336009101276494,0.1933973473952361,0.2469635938464786,0.6729571850717266,0.17022022247175,0.5614068551435046,0.08848757438376861,0.2546000100318034,0.36108501845115676,0.7337287772329278,0.5017101487177158,0.269927511439586,0.22389971192498673,0.3075938625583596,0.46500582755600606,0.9171275043803836,0.6459503241450252,0.590531762525189,0.3343954011550998,0.7407226434471013,0.6656161734384525,0.5936789035417668,0.22812641633818664,0.471845652627784,0.3169941287573861,0.5191238081193916,0.04435666659295453,0.05222557679952025,0.57833999670486,0.2692113563933909,0.29746743566063316,0.5727651914507084,0.5752380213477871,0.4951109848094572,0.037999599750562864,0.08112918815094101,0.09847131598189945,0.16661943011999036,0.582460784508393,0.6013230121453029,0.3218440360399955,0.551944502946894,0.5633443395548255,0.0550011944282986,0.20060075495296004,0.626782891360518,0.07388465057122372,0.19041712971697836,0.24004693510727038,0.8531514635998263
Western-Congress,0.07606712048931238,0.26859773293322636,0.3409835279027908,0.7329802137569211,0.5486944572683556,0.5672511950780889,0.5871769791853105,0.5591162643176059,0.4612115387828202,0.34105684289019145,0.20698666581010502,0.47853815444519676,0.22335716489662674,0.22176379340173827,0.3031828474577802,0.31753380701794637,0.22168397387330083,0.23834536690317634,0.496324713861096,0.4643773304812258,0.4657580099421915,0.4708848197994434,0.1639832905593634,0.08664377644861418,0.10967809248401648,0.27535183538357266,0.35952101174380596,0.4493768990875364,0.15331098508024643,0.16275863676796662,0.18520475576550888,0.19703247955831235,0.24833027737283173,0.4604884710457207,0.04334547523164436,0.31792356517968573,0.46948523924796537,0.12225039261781602,0.04878557044299563,0.09260939939979089,0.7690139910558678,0.1094458589785264,0.35318343867951046,0.34670482933687846,0.07340609788860332,0.13738193893884937,0.14514967648211455,0.33626090452135554,0.39510432256852673,0.06011638783970572,0.05809860120706434,0.06417060075758597,0.4774414614792033,0.27278556098457674,0.2971995201109448,0.25300351121793385,0.4876881251482811,0.4798655835126456,0.507906679955647,0.1902252432367936,0.21079708169027978,0.21927470835723628,0.26826683380541605,0.699138798208221,0.8361668328640692,1.0,0.33494959045963085,0.4947701170261262,0.47518256024989336,0.39483726107016975,0.1448023019158849,0.2254569243097165,0.20361801506848534,0.3034967084015213,0.5155951120285786,0.5032309252512805,0.6865395676570397,0.683997049618804,0.7036446016072929,0.6169047351285879,0.5655978081304605,0.5166703134954491,0.4476080164616696,0.6199851779636186,0.07474262676689293,0.42699740821734306,0.45884120579814847,0.4395852649980886,0.4528680314054976,0.4331395776571575,0.22313964903951858,0.631240881574524,0.2793460107319753,0.23128751665472097,0.265356196833432,0.8045956204783278,0.20357197089030662,0.47003439124669677,0.09954526617706326,0.3037826911890022,0.43000610078455187,0.8412269582849558,0.5109799721765714,0.2877266235519243,0.20488573238368718,0.3098016617592721,0.4650037866688325,0.7848010680801294,0.6977684170479591,0.662869286176727,0.39456744908808383,0.6193767194582647,0.5565723940749491,0.49641905267933323,0.21999206933397739,0.43505919369240426,0.37780917922945656,0.6158074689992269,0.044417938414864896,0.05222653122886774,0.683961427555428,0.25733730930456855,0.2827271938996284,0.48174371052515186,0.481139811080023,0.42913821214831355,0.03817784823033839,0.08078445301342214,0.09717812400468469,0.16185423020274473,0.4925430787375257,0.5044452418598739,0.3106458462689211,0.4618257194677132,0.4711778513649329,0.06312174171256246,0.23952255856476617,0.5864820269056163,0.07055176760315011,0.17860013244228032,0.22292308921171586,0.8093524171231484
Austin-Congress,0.13258907091066335,0.7125718986184407,0.7610522908916029,0.2523169430056254,0.1854281407956741,0.19586683308038633,0.21061607835723511,0.2504620872064068,0.2731220430668434,0.255032322477006,0.21183169923167722,0.16682380235594046,0.14724261161866328,0.16093164249263206,0.16859594810297673,0.16920778990618143,0.1367554918897403,0.14138742997401152,0.16629523690191994,0.15635940528311665,0.15662429417596255,0.15808919253206508,0.1901797345846287,0.05375098344416277,0.06496170460828796,0.12743231332285063,0.14647238620706077,0.161280928148655,0.07510688990890431,0.08258843323382083,0.10698028455713163,0.1270834751487981,0.11060957493517644,0.1563232600396393,0.09450125026912115,0.14937660586540658,0.1814110675019785,0.07563812272601372,0.03673990343152844,0.06307086041662097,0.40657572016942495,0.0705400239171055,0.15931714068895425,0.13896077045447824,0.05276998337134756,0.08257628628295026,0.08634212891675228,0.15468679240127858,0.1699401512149584,0.06118400403570546,0.0432886747766235,0.04707023106036861,0.16028706015204885,0.11689893629599808,0.12453117817828462,0.22817547698841162,0.6231403303816717,0.16080996078888918,0.17012576965689707,0.10684047008848215,0.16772010455891093,0.16819987993248506,0.15444103281233262,0.23426521605797432,0.28015080559152616,0.33494959045963085,1.0,0.676651464963405,0.15921502268691046,0.2762516434028211,0.08044531020014008,0.10412686990359499,0.22928282956977722,0.24222393202012696,0.22940208162952885,0.19440233807068427,0.26015529857203556,0.27965243560914904,0.31229410127923457,0.4430896613810044,0.4934154941145625,0.5446754232604347,0.6071390548298128,0.210484746833864,0.07481060632695088,0.1525098358738881,0.15400125931180017,0.15202091867996853,0.15432074276102947,0.16224297957570594,0.15310681323195316,0.530595675452775,0.8318559906606482,0.6871963743234744,0.2619630737834971,0.4162841512682211,0.6043198204634983,0.15750920804093824,0.15206384024107608,0.7542976970572209,0.6835122389750534,0.3610290282318515,0.26355248585071367,0.23448232497139054,0.09792094907516553,0.2051493191027635,0.253950400876871,0.2659453570311841,0.35032859914311587,0.3969955036833034,0.6692080421447513,0.20762896241225653,0.18659379318137653,0.16644177177643413,0.11879145638618063,0.1789665194463316,0.736839306862525,0.5074476850171471,0.033948244304756466,0.03919615400461319,0.4586964068516486,0.13079871054436876,0.1384270498729323,0.16230863013390506,0.16116069663712204,0.15319759190921625,0.030001238289659567,0.05725533515263418,0.06460970063197646,0.09420141592452234,0.16719682918385784,0.16935258953343538,0.1580568425467541,0.15469720548577137,0.1578256460327058,0.11982443082523554,0.6575481211054862,0.23140602293828283,0.04533876737644013,0.09634535188370913,0.11200382211563725,0.28498743033397406
Cicero-Congress,0.11234143366750837,0.5210863357341597,0.6429610393758136,0.3708015089082146,0.2731063552158879,0.28715126327790425,0.3066576785602235,0.3509590097931467,0.35945582932297165,0.309925381045938,0.22645585958456893,0.24383005757847828,0.18031766259342522,0.191702124097623,0.21883101923471593,0.2223869890729067,0.17057106418157936,0.17872859740392658,0.24572328590225412,0.23047592185597326,0.2309589450131948,0.23363444885451276,0.1924941016412667,0.0672889756729801,0.08274392269535803,0.17621208159442953,0.20917053730225713,0.23622114271856437,0.10135887272855,0.11052889483728257,0.1386923503112384,0.16019364298433744,0.15399651716047671,0.23081346908080505,0.07259687184634846,0.2024408745451008,0.2594025412646219,0.09277451906584908,0.04169682895078617,0.07468708055077244,0.5912011764924116,0.08525500645902352,0.21868274601557885,0.1989690649755803,0.06117041239358475,0.10241982807768583,0.10755065121141585,0.21104938067885476,0.23655114136414662,0.06289386936922971,0.049419621044308054,0.05409247385395869,0.23649593645625205,0.16443735702977452,0.17627146763538926,0.2571007050040236,0.7815702739659813,0.2374501397945942,0.25130506055957996,0.13618804602798323,0.19400660584297902,0.19705375393025804,0.197683722164402,0.34614553498520445,0.4139088830950109,0.4947701170261262,0.676651464963405,1.0,0.2352638972603033,0.34595269352274266,0.10484505667136176,0.14350010113977926,0.24483101898062712,0.2950562785461775,0.32587723335881624,0.2818824924350996,0.3807044998143585,0.4065107030669727,0.4521726342802261,0.6224854036106363,0.6768671652891469,0.7191484414881137,0.7223573798936082,0.30977945619449687,0.07767530643578843,0.22347332840796352,0.22724047800181582,0.2225144493124204,0.22672317655650023,0.2332065975462584,0.1853795287620369,0.7832348116852629,0.5635733735833784,0.46593904952041704,0.29748888393943085,0.6149240025830164,0.40981848135147103,0.23258109269855698,0.13653141484664885,0.5825811356558623,0.7526472832472239,0.5276992189445434,0.35870545532099185,0.27461963608509266,0.1336007667997801,0.2621131356407913,0.34716419832009476,0.3929805033548018,0.504277542720564,0.5657866095529501,0.6995722245934358,0.30681982479566006,0.2757428705673225,0.24596776010066623,0.15367914135274127,0.2521751774018672,0.6954335290622328,0.7159949518376384,0.03829433207982533,0.044575024116058536,0.6593893889924404,0.172727866661309,0.1850652303317373,0.23920850013878522,0.2380962002698245,0.22255233227377832,0.033467880897707906,0.06678129112970313,0.07716059290910988,0.11838713562622441,0.2459263304653292,0.24987797651082036,0.20992119749885996,0.22849922634291273,0.23317343740700944,0.09780121600258482,0.46802782490783923,0.3315521438957582,0.05599302777271461,0.1270933875028509,0.15118407635909095,0.41827234337445945
Library,0.043347540242080346,0.12857607991532272,0.16365440795927821,0.6076740269977478,0.8011366620391812,0.7146470057625046,0.6313750345297002,0.4427846595651525,0.32367941724429683,0.234602444438211,0.13596993951407424,0.7104473165396906,0.1914563825004528,0.17714776292869608,0.27442090395568586,0.2943523938340179,0.2010032286672962,0.21938918726739873,0.9574002866125997,0.8641540907077248,0.8775416961358335,0.9528905611703372,0.10501577230393741,0.09642798863348635,0.12363919487245582,0.3327132827099594,0.4695501239543216,0.6749529209017161,0.19793618824279946,0.20055152535862447,0.19612213167601733,0.18687242509701749,0.32479101713034003,0.853601304071951,0.022972657412029522,0.33829894328166393,0.5407792051248631,0.12353467414008758,0.0462817980215083,0.08957856311624762,0.378993902900096,0.108473748655674,0.37820943459874085,0.473367143703772,0.069739080378817,0.13991874007251556,0.14789818049490772,0.3589053338073921,0.4266872360522447,0.04588335078356962,0.05483046863264225,0.06077134780162462,0.9007928542536875,0.365997078825429,0.4008777352237957,0.17042675492741996,0.2352476338517077,0.9376813816988379,0.9281234347161551,0.19427081757574508,0.15991847915440818,0.16896169415655488,0.2450685736248641,0.6796200570018149,0.5682569476622625,0.47518256024989336,0.15921502268691046,0.2352638972603033,1.0,0.266881142391023,0.16635573289562336,0.2888108748411687,0.1331602111963694,0.21790088837989932,0.46237550512982717,0.5749326981311663,0.5514089709067488,0.4983935991513198,0.45118043363753463,0.32127597949355546,0.2874409822233329,0.2585265870714607,0.22213812027408197,0.7201893537751958,0.05663531408107233,0.6745128566258041,0.8983196447390835,0.7214155753497559,0.7836154742677676,0.5654006278915362,0.1854817753118574,0.29998754997969096,0.13274543964979457,0.10990582011803039,0.1752189289617062,0.38241991522217056,0.09674225910907285,0.9382858156142011,0.05906340820312197,0.14559446444564075,0.2071011268249126,0.42800959294123136,0.3765698953961212,0.19857220624987476,0.25770410636905117,0.2519456940384355,0.3623190198615071,0.5956966641340513,0.4050658425823868,0.35869325690891596,0.19391298035631577,0.7666930805165235,0.8526807568355927,0.952458267639786,0.22571213131237577,0.4741568989048301,0.1816127801634762,0.2986933161677742,0.041955616985479074,0.04942754825076126,0.33338441850672884,0.26923319231600423,0.2991885492907783,0.8610760632030424,0.9753442048163076,0.6388633870407932,0.03568756412327467,0.07686691266539038,0.09528290317270897,0.16507089873767705,0.8092973652780474,0.8884124756604541,0.30462805972820534,0.9509653486196699,0.9783276716683358,0.0350006889529759,0.11455758821756672,0.525329694838458,0.0777923542281331,0.203368763726878,0.2600357242801231,0.5401928115904358
Logan Square,0.15978661512455644,0.28163219351243224,0.34265835291761026,0.4083564697670455,0.33312567741338195,0.3731756232563707,0.4224874724593384,0.6027033578821739,0.8245158556264096,0.8636160627880228,0.5065520890122011,0.35049159613454756,0.5209400460104756,0.544590799923024,0.60313455545979,0.5952045679257935,0.4918646856545808,0.5114860081009318,0.2754890532952616,0.29138880070565787,0.28867527287163297,0.2568209377805442,0.3926734338278972,0.034248735752149415,0.043424335620110145,0.11161656172308192,0.15090868447864458,0.2047135891094132,0.06231091932278285,0.06550085050643523,0.07320872873435955,0.07795014264900905,0.10240503902575297,0.2360878049975515,0.0805605438248569,0.4963830883081818,0.4504607710919195,0.26813818426151714,0.11686397208379165,0.21434666095414595,0.4719695221963288,0.2462017891463813,0.5038565838559131,0.14737285108047615,0.17363099012206887,0.29548735160022926,0.3098907577794275,0.5016340552199314,0.500920359343879,0.1522419089755592,0.1389475256392201,0.15274621464738444,0.28850255074157977,0.1137775588011661,0.12465662099625133,0.631071612472669,0.43087053044602813,0.2810485573340189,0.28648002749302853,0.38674383712692284,0.5306064841830133,0.5483338562297148,0.558404619008898,0.3408304160956081,0.3713716329265154,0.39483726107016975,0.2762516434028211,0.34595269352274266,0.266881142391023,1.0,0.05753720384467341,0.09216622350967028,0.09140729192453331,0.1258958565972007,0.20479400440040155,0.21043256047112308,0.27736559286576834,0.2708552250433091,0.2786832255267204,0.28540779010370204,0.2812018931265218,0.27473448483452273,0.2557701307005013,0.36477603422444765,0.18927758477251289,0.197509559521481,0.2796382179753345,0.32229567838364753,0.3084878006559315,0.4016745681100034,0.5333761151478692,0.38812392051849126,0.24680025477316533,0.21663998822619102,0.11598119663649714,0.4007908503783579,0.19676849336582686,0.2766937739806697,0.2203932007898924,0.3123033931455371,0.40359791206716494,0.46434323342516165,0.7086913856618361,0.7267819943030692,0.083175324737897,0.12392210486611692,0.18439302058230572,0.3413359159561401,0.2841965982284037,0.286593172584278,0.24204836015072825,0.3154798435239389,0.2941834029154937,0.27148953446094837,0.42849383631676263,0.48895187055763556,0.3704284243259989,0.4670851691914246,0.10685110661189721,0.1250598406674148,0.47371515562459554,0.4623000371692281,0.47811266092501364,0.30031696927767365,0.2733544065463952,0.3523965466984824,0.09255037529481437,0.19019627873119116,0.22218142669852595,0.33977328989667704,0.31967685704602034,0.29947477589136784,0.5481553977698248,0.2690044163047934,0.26895825942048884,0.12722765371013672,0.2550913371220498,0.5078397317340023,0.02786709021323659,0.0710294325739808,0.0892594827120362,0.4334225190297453
69th,0.01195265908651524,0.05756114643832829,0.06807019374283585,0.1356058959245557,0.1424573484996266,0.12910892910312824,0.11752144109769982,0.08879201519272349,0.06821442129627213,0.04969546906044442,0.02998743736554041,0.11939497599881231,0.034734732111399436,0.03339031279399591,0.04913353086878378,0.05233169848209833,0.035555997301490394,0.038662556764013936,0.16629350272314952,0.14377952072661696,0.1460099814408628,0.174453365349332,0.02386629128575244,0.5796425812824924,0.7432126441588269,0.4983504756268005,0.353556994691081,0.24580948690483595,0.7290999756749139,0.7928494896479437,0.7512952380381667,0.6053791287125696,0.5064643788355184,0.19468215449319465,0.0076717274020610005,0.05772093310120641,0.09360855876053663,0.02086822091009191,0.007886603281688867,0.015255601900709213,0.11556855850057961,0.018385596522252818,0.06478758927392977,0.3513224614049356,0.011914892615074805,0.023628194098072052,0.024991209149423665,0.061361101343553305,0.07350960273855076,0.008790447697250061,0.009369905132934574,0.010381558504011486,0.14997587823150543,0.4497506277544615,0.4128283558036995,0.03665691920782952,0.08687284402151861,0.15620097975711755,0.1610560948203905,0.032955140223703785,0.03114064234365799,0.03257660646661841,0.043493439024855585,0.16129718499621723,0.15419472809015478,0.1448023019158849,0.08044531020014008,0.10484505667136176,0.16635573289562336,0.05753720384467341,1.0,0.5686537518056121,0.24186111119244064,0.3203220785983051,0.28068670564123666,0.2653779332030431,0.20731956717731506,0.21169903202238974,0.201956168792976,0.1665101882771677,0.15489584714186935,0.1440393936409896,0.1323625094090246,0.1403333805271548,0.010923822954299802,0.24653065816806327,0.14991690971226027,0.12001686849821094,0.13036843724089964,0.09509984344830778,0.03418358429205169,0.11814855347217003,0.06914719917091974,0.058796345276997244,0.26544295417263847,0.13357525265595158,0.052687754893355664,0.15615388869203406,0.015050448101971897,0.0628317857233742,0.07965481454578542,0.12211867182093224,0.07749117639074565,0.04183436986269194,0.6360237080016561,0.3915866555341043,0.2961386192849718,0.16717860792931002,0.1908779546108078,0.17812228445736833,0.11940118615967726,0.16617427960475825,0.16852686013272114,0.16986754292935832,0.038368131499474004,0.08224793408582944,0.07294873890551581,0.10102904916491035,0.007154856665052895,0.008432711605502926,0.1077344471328962,0.04575322766629888,0.050870916860574295,0.14366501440741694,0.16284665836335285,0.1063768098228084,0.0061010448686001865,0.013137755277681172,0.016174392412291197,0.02793156672874139,0.13598730440188597,0.150828962131503,0.053066905460222455,0.15939413410679892,0.16298823793810166,0.010277406886928842,0.05292610842778484,0.1016395462804564,0.4676217298718386,0.8097533182185015,0.6364618037472819,0.13163426710608495
